E_GS_slab_Ha,E_total0_Ha,launch_z,wp_norm0,KE_WP_eV,drift_eV,zero_point_meas_eV,zero_point_theory_eV,SIE_a_eV,SIE_b_eV,SIE_a_minus_b_eV
-45.75884855005157,-38.9520281046453,-31.9999999929,1.0,180.8192220743083,94.19615974810053,86.62306232620776,81.634158,85.22301857264186,4.403796498333564,80.8192220743083
