# wp_state_index=73  write_every=1
step,time_au,px_mean,py_mean,pz_mean,px2_mean,py2_mean,pz2_mean,sigma_px2,sigma_py2,sigma_pz2,e_kin_ha,norm_check
0,0,-1.34575607643e-07,-1.34029343188e-07,2.49906177411,2.00000791665,2.00000791663,8.24945692066,2.00000791665,2.00000791663,2.00414716985,6.12473637697,29398320.8643
1,0.04,-4.0461674179e-07,-4.1594023031e-07,2.49902704099,2.0020897676,2.0020897677,8.25140103237,2.0020897676,2.00208976769,2.00626488079,6.12779028383,29398106.2675
2,0.08,-8.40204693081e-07,-8.63706426999e-07,2.49895894735,2.00785276435,2.00785276482,8.25695492138,2.00785276435,2.00785276482,2.01215910081,6.13633022528,29397891.9213
3,0.12,-9.65434306132e-07,-1.00143118871e-06,2.49886834748,2.01608210487,2.01608210599,8.26493837056,2.01608210487,2.01608210599,2.02059535253,6.14855129072,29397677.8321
4,0.16,-8.25370106033e-07,-8.74187565101e-07,2.49878387724,2.02548567681,2.02548567886,8.27420144432,2.02548567681,2.02548567886,2.03028057917,6.16258639999,29397464.1182
5,0.2,-6.70530500509e-07,-7.32502624812e-07,2.49872000291,2.03506676285,2.03506676614,8.28371501425,2.03506676285,2.03506676614,2.04011336129,6.17692427163,29397250.9864
6,0.24,-5.97585344235e-07,-6.7305472603e-07,2.49867543237,2.04420522461,2.04420522947,8.29280215183,2.04420522461,2.04420522947,2.04942323551,6.19060630296,29397038.6342
7,0.28,-5.85681226356e-07,-6.74999116742e-07,2.49864631765,2.05258727416,2.05258728093,8.30110436406,2.05258727416,2.05258728093,2.05787094337,6.20313945958,29396827.2039
8,0.32,-5.98214346528e-07,-7.01740498328e-07,2.4986248063,2.06010240372,2.06010241277,8.30851951077,2.06010240372,2.06010241277,2.06539358811,6.21436216363,29396616.7536
9,0.36,-6.12852673756e-07,-7.30954636748e-07,2.4986081002,2.06675528896,2.06675530067,8.31506322872,2.06675528896,2.06675530067,2.07202079031,6.22428690918,29396407.2845
10,0.4,-6.25409443229e-07,-7.58462102594e-07,2.4985935375,2.07260882647,2.07260884124,8.32078893243,2.07260882647,2.07260884124,2.07781926679,6.23300330007,29396198.7378
11,0.44,-6.34881395399e-07,-7.83267247222e-07,2.49857912507,2.07774893051,2.07774894876,8.32580364473,2.07774893051,2.07774894876,2.0829060005,6.240650762,29395991.0235
12,0.48,-6.42220892567e-07,-8.06330293779e-07,2.49856517077,2.08226478239,2.08226480455,8.33018954637,2.08226478239,2.08226480455,2.08736163381,6.24735956666,29395784.032
13,0.52,-6.48745775066e-07,-8.28977009748e-07,2.4985508837,2.08624018643,2.08624021294,8.33403428394,2.08624018643,2.08624021294,2.0912777655,6.25325734166,29395577.6334
14,0.56,-6.54188778096e-07,-8.50948309807e-07,2.49853655958,2.08974968502,2.08974971635,8.33741795729,2.08974968502,2.08974971635,2.09473301774,6.25845867933,29395371.6931
15,0.6,-6.59621836672e-07,-8.73324562627e-07,2.49852229786,2.09285815837,2.09285819502,8.34039895358,2.09285815837,2.09285819502,2.09778528066,6.26305765348,29395166.0631
16,0.64,-6.64574726477e-07,-8.95643318088e-07,2.49850806214,2.09562116892,2.0956212114,8.34304004228,2.09562116892,2.0956212114,2.10049750572,6.2671412113,29394960.5851
17,0.68,-6.69471299468e-07,-9.18334605968e-07,2.49849421879,2.09808590503,2.0980859539,8.34538471557,2.09808590503,2.0980859539,2.10291135424,6.27077828725,29394755.0889
18,0.72,-6.74384281404e-07,-9.41475672529e-07,2.49848072603,2.10029245188,2.10029250773,8.34747442723,2.10029245188,2.10029250773,2.10506848891,6.27402969342,29394549.3853
19,0.76,-6.79056544193e-07,-9.64812553901e-07,2.49846787892,2.10227469775,2.10227476119,8.34934508915,2.10227469775,2.10227476119,2.10700334714,6.27694727404,29394343.2688
20,0.8,-6.83997522785e-07,-9.88856376914e-07,2.49845580065,2.10406144018,2.10406151186,8.351022996,2.10406144018,2.10406151186,2.10874160818,6.27957297402,29394136.5105
21,0.84,-6.88738910629e-07,-1.0131389654e-06,2.49844466119,2.1056771542,2.10567723477,8.35253629378,2.1056771542,2.10567723476,2.11031056878,6.28194534138,29393928.8598
22,0.88,-6.93679806319e-07,-1.03805820893e-06,2.49843473565,2.10714270237,2.10714279248,8.35390429619,2.10714270237,2.10714279248,2.11172816791,6.28409489552,29393720.0445
23,0.92,-6.98668673751e-07,-1.06346031789e-06,2.49842615799,2.10847597318,2.1084760735,8.35514662847,2.10847597318,2.1084760735,2.11301336156,6.28604933758,29393509.7718
24,0.96,-7.03664511781e-07,-1.08930082847e-06,2.49841925718,2.10969230441,2.10969241563,8.35628006114,2.10969230441,2.10969241562,2.11418127647,6.28783239058,29393297.7358
25,1,-7.08921332889e-07,-1.11582897763e-06,2.49841424119,2.1108049528,2.1108050756,8.3573177571,2.1108049528,2.1108050756,2.11524403651,6.28946389275,29393083.622
26,1.04,-7.14121951686e-07,-1.14272161188e-06,2.49841141217,2.11182538804,2.11182552311,8.35827433256,2.11182538804,2.11182552311,2.1162147481,6.29096262185,29392867.1179
27,1.08,-7.19600936218e-07,-1.17030628199e-06,2.49841109285,2.11276358395,2.11276373201,8.35916011176,2.11276358395,2.11276373201,2.11710212287,6.29234371386,29392647.9237
28,1.12,-7.25149780399e-07,-1.19836637274e-06,2.49841355571,2.11362825989,2.11362842167,8.35998672251,2.11362825989,2.11362842167,2.11791642716,6.29362170204,29392425.7658
29,1.16,-7.30860221548e-07,-1.22698463165e-06,2.49841918813,2.11442704439,2.11442722063,8.36076422205,2.11442704439,2.11442722062,2.11866578244,6.29480924353,29392200.4159
30,1.2,-7.36818062059e-07,-1.25623749316e-06,2.49842827859,2.11516666511,2.11516685659,8.36150163242,2.11516666511,2.11516685659,2.11935776917,6.29591757706,29391971.7132
31,1.24,-7.42858035683e-07,-1.28595055625e-06,2.49844119591,2.11585305597,2.11585326347,8.36220919095,2.11585305597,2.11585326347,2.12000078155,6.2969577552,29391739.5908
32,1.28,-7.49220145467e-07,-1.31635529519e-06,2.4984582722,2.11649148112,2.11649170544,8.36289501,2.11649148112,2.11649170544,2.1206012721,6.29793909828,29391504.0987
33,1.32,-7.55714331868e-07,-1.34725398299e-06,2.49847981943,2.11708662759,2.11708686955,8.36356877835,2.11708662759,2.11708686955,2.12116737025,6.29887113775,29391265.4144
34,1.36,-7.62483437535e-07,-1.37878301474e-06,2.49850620732,2.11764267257,2.117642933,8.36423919342,2.11764267257,2.11764293299,2.12170592543,6.2997623995,29391023.8363
35,1.4,-7.69508696008e-07,-1.4109186068e-06,2.49853773328,2.11816336453,2.11816364426,8.36491494351,2.11816336453,2.11816364426,2.12222413886,6.30062097615,29390779.758
36,1.44,-7.76738054949e-07,-1.44360514369e-06,2.49857478642,2.11865206285,2.11865236275,8.36560545315,2.11865206285,2.11865236275,2.1227294898,6.30145493938,29390533.6394
37,1.48,-7.84308103918e-07,-1.47697703288e-06,2.49861771853,2.11911179492,2.11911211585,8.36631881461,2.11911179492,2.11911211584,2.12322831126,6.30227136269,29390285.9842
38,1.52,-7.92080531414e-07,-1.51089514268e-06,2.49866691366,2.11954529221,2.11954563505,8.3670642971,2.11954529221,2.11954563505,2.12372795169,6.30307761218,29390037.3317
39,1.56,-8.00188697732e-07,-1.54549344554e-06,2.49872279773,2.11995502061,2.11995538625,8.36785008294,2.11995502061,2.11995538624,2.12423446303,6.3038802449,29389788.2549
40,1.6,-8.0856550808e-07,-1.58070682395e-06,2.49878575175,2.12034321743,2.12034360679,8.36868437907,2.12034321743,2.12034360678,2.12475414592,6.30468560165,29389539.3431
41,1.64,-8.17226188127e-07,-1.61655369724e-06,2.49885625373,2.12071190676,2.12071232075,8.36957535785,2.12071190676,2.12071232075,2.12529278105,6.30549979269,29389291.1654
42,1.68,-8.26220563638e-07,-1.65308815518e-06,2.49893473279,2.12106292841,2.12106336799,8.37052977274,2.12106292841,2.12106336799,2.12585497398,6.30632803457,29389044.2204
43,1.72,-8.35470727685e-07,-1.69023742971e-06,2.4990216714,2.12139795231,2.12139841845,8.37155472012,2.12139795231,2.12139841845,2.12644540598,6.30717554544,29388798.9017
44,1.76,-8.45066309604e-07,-1.72809698021e-06,2.49911755768,2.12171849326,2.12171898697,8.3726556497,2.12171849326,2.12171898696,2.12706708261,6.30804656496,29388555.4952
45,1.8,-8.54936105566e-07,-1.76660189322e-06,2.49922281296,2.12202592888,2.12202645116,8.37383759523,2.12202592888,2.12202645116,2.12772292642,6.30894498764,29388314.199
46,1.84,-8.65118346921e-07,-1.80579694693e-06,2.49933791164,2.12232150526,2.12232205716,8.37510489114,2.12232150526,2.12232205715,2.12841489458,6.30987422678,29388075.1392
47,1.88,-8.75607428947e-07,-1.84568320686e-06,2.49946321542,2.12260635317,2.12260693574,8.37646037253,2.12260635317,2.12260693574,2.12914400731,6.31083683072,29387838.3578
48,1.92,-8.86375332927e-07,-1.88623926455e-06,2.49959911205,2.12288149445,2.12288210879,8.37790687472,2.12288149445,2.12288210879,2.12991115374,6.31183523899,29387603.7818
49,1.96,-8.97459024901e-07,-1.92750843595e-06,2.49974595105,2.12314785058,2.1231484978,8.37944558353,2.12314785058,2.12314849779,2.13071576372,6.31287096595,29387371.2065
50,2,-9.08811415955e-07,-1.96944952126e-06,2.49990399665,2.12340625343,2.12340693465,8.38107732418,2.12340625343,2.12340693465,2.1315573317,6.31394525614,29387140.3131
51,2.04,-9.20459669449e-07,-2.01209497266e-06,2.50007355684,2.12365744811,2.12365816448,8.3828022291,2.12365744811,2.12365816448,2.13243443947,6.31505892085,29386910.7115
52,2.08,-9.32378262406e-07,-2.05542384813e-06,2.50025480731,2.12390210395,2.12390285662,8.38461921238,2.12390210395,2.12390285662,2.13334511088,6.31621208648,29386681.9696
53,2.12,-9.44565597599e-07,-2.09943819944e-06,2.50044795284,2.12414081854,2.12414160869,8.3865272083,2.12414081854,2.12414160869,2.13428724345,6.31740481776,29386453.6086
54,2.16,-9.57016295966e-07,-2.14413514793e-06,2.50065315549,2.12437412361,2.12437495243,8.38852371253,2.12437412361,2.12437495242,2.13525750845,6.31863639428,29386225.0768
55,2.2,-9.69715698144e-07,-2.18950132932e-06,2.500870482,2.12460249275,2.12460336141,8.39060591293,2.12460249275,2.1246033614,2.13625274519,6.31990588354,29385995.7398
56,2.24,-9.82660339009e-07,-2.23553346257e-06,2.50110003367,2.12482634266,2.12482725236,8.39277041216,2.12482634266,2.12482725235,2.13726903376,6.32121200359,29385764.9058
