time_au,N_total_wp,N_wp,N_bath_wp,wp_leftfree,wp_rightfree,wp_free_total,bath_free_total,bath_mzCAP,bath_leftfree,bath_slab,bath_rightfree,bath_pzCAP
5.4,234.912505654,0.9884036941070593,233.92410195989294,0.048352083580376,0.0422559726787407,0.09060805625911669,9.754978453437213,0.027314552231581468,4.002090804688195,224.09111210500163,5.7528876487490175,0.050696849420162435
5.6000000000000005,234.909834215,0.9876484704670248,233.92218574453295,0.0462840938331741,0.0526717499428927,0.0989558437760668,9.75914174998237,0.02720886805778975,4.003117623353429,224.08545527006888,5.756024126628939,0.050379856565574616
5.8,234.906927,0.9866555476005372,233.92027145239945,0.0446631540699332,0.0603814160316485,0.10504457010158169,9.762886903804793,0.02712247922284481,4.003804962523166,224.08016066224593,5.759081941281627,0.05010140735505434
6.0,234.903576836,0.9852189460508067,233.91835788994922,0.0426776824965142,0.0694562795482532,0.1121339620447674,9.76618592074168,0.02705759707454129,4.004182827165127,224.07525477227063,5.7620030935765545,0.04985960034873212
6.2,234.899505226,0.9830612236454066,233.9164440023546,0.0413411165191106,0.0783690651630345,0.1197101816821451,9.768945141376811,0.027006162046540338,4.004198565641811,224.07084200044991,5.764746575735,0.04965069820014939
6.4,234.894455637,0.9799268047195908,233.9145288322804,0.0398664976550276,0.0849736402357469,0.1248401378907745,9.7711506409868,0.026970011363477472,4.003866754273565,224.06693301929513,5.767283886713235,0.04947516071704885
6.6000000000000005,234.888355079,0.9757435729155126,233.9126115060845,0.0383661854706989,0.0940466716225334,0.1324128570932323,9.772790498941752,0.02694937909718574,4.003215284752412,224.0635425269168,5.76957521418934,0.049329100651642595
6.8,234.88138843,0.9706972255478211,233.91069120445218,0.0374582619361019,0.1045797769690587,0.1420380389051606,9.773820861640644,0.02693493566714094,4.002196794177021,224.0607261630242,5.771624067463624,0.049209243990660775
7.0,234.873807515,0.965040321546169,233.90876719345385,0.0361186224477,0.1099093587819678,0.14602798122966779,9.774326444808038,0.026936581046854875,4.000895203595218,224.05839030196577,5.77343124121282,0.049113865558753224
7.2,234.865617179,0.9587783484868132,233.90683883051318,0.0352208678427272,0.1143498080669159,0.1495706759096431,9.774288340741172,0.02694558183387493,3.999297016165369,224.0565637373843,5.7749913245758036,0.0490411704625032
7.4,234.856554877,0.9516493309155631,233.90490554608445,0.0346242639582925,0.1207176775949373,0.1553419415532298,9.773733538518456,0.02695854661286683,3.9974019935185314,224.0552234035326,5.776331544999926,0.04899005694537252
7.6000000000000005,234.846423836,0.9434569966047267,233.90296683939528,0.0337916654812683,0.1250075894688748,0.1587992549501431,9.772762796120336,0.026989440425154304,3.99530943382151,224.05425474542318,5.777453362298826,0.04895985721381854
7.8,234.835305392,0.9342831313003712,233.90102226069965,0.0336232408236605,0.1286996329060039,0.1623228737296644,9.771273025690324,0.027013745334404936,3.9929371633830537,224.05378416152,5.778335862307269,0.04895132814805908
8.0,234.823432735,0.9243613234396142,233.89907141156039,0.0341749204199167,0.1316091337820419,0.1657840542019586,9.769398913627256,0.027052930822935566,3.9903762336683264,224.0536596052274,5.77902267995893,0.04895996199167352
8.2,234.810983639,0.9138696805932249,233.89711395840678,0.0336146347639731,0.1331300289024664,0.16674466366643947,9.767236480027355,0.027096669447893768,3.987690668660811,224.05379436450247,5.779545811366544,0.048986444309403465
8.4,234.797994479,0.9028448935962495,233.89514958540377,0.0364724829375196,0.1356906302303342,0.1721631131678538,9.76460996457223,0.027133439989280344,3.984717023264371,224.05437788404532,5.7798929413078595,0.04902829694136804
8.6,234.784428541,0.8912505084860842,233.89317803251393,0.0349303070810445,0.1366085738405737,0.1715388809216182,9.761868040091958,0.027193431090199765,3.981759852823706,224.05503331763256,5.780108187268252,0.04908324367597558
8.8,234.770286092,0.8790870189231584,233.89119907307682,0.0381522284645251,0.1368564780582543,0.1750087065227794,9.758777322212396,0.02723085661853004,3.9785640962780593,224.0560356918146,5.780213225934336,0.049155202037673984
9.0,234.755623797,0.8664112643715719,233.88921253262842,0.0347199853593929,0.1369468708904062,0.1716668562497991,9.755517015564726,0.027291842813212494,3.9753149504155467,224.05716387558326,5.780202065149179,0.04923979886238271
9.200000000000001,234.740547266,0.853329016992877,233.8872182490071,0.0355832746142416,0.1367316987762307,0.1723149733904723,9.752221341976508,0.02734325860138636,3.9721058895212336,224.0583153279052,5.780115452455274,0.04933832019858303
9.4,234.725158391,0.8399423276068381,233.88521606339316,0.0324272946832768,0.135709522065142,0.1681368167484188,9.74855723071568,0.0273877227945252,3.968591762367024,224.05982342162923,5.779965468348655,0.0494476885698758
9.6,234.709557946,0.8263521317064506,233.88320581429355,0.032339513830455,0.1350095432428501,0.1673490570733051,9.74515906776018,0.027455123003414496,3.965392591112243,224.06102273851076,5.7797664766479375,0.04956888495720625
9.8,234.693783769,0.8125963529649257,233.88118741603506,0.0331485582484988,0.1345118407643195,0.1676603990128183,9.741359449240738,0.027495788658809736,3.9617896577984983,224.06263175603416,5.779569791442239,0.04970042242970163
10.0,234.677874187,0.7987134422692673,233.8791607447307,0.0321266536370747,0.1320779617276808,0.1642046153647555,9.737876867454059,0.02755988577645254,3.9585085322182034,224.06388718397963,5.779368335235856,0.04983680733291457
10.200000000000001,234.661901656,0.7847759337138114,233.8771257222862,0.032749584058284,0.1322190654095773,0.16496864946786133,9.734269325848537,0.027616696424844607,3.9550921839705953,224.06525384750785,5.779177141877942,0.04998585236601452
10.4,234.645911555,0.770829246902543,233.87508230809746,0.0353242505305769,0.1286207860911736,0.16394503662175053,9.730627752236398,0.027656390830081964,3.9516252410784656,224.06665569882097,5.779002511157931,0.05014246614400128
10.6,234.629943669,0.7569132306796519,233.87303043832034,0.0303511351814061,0.1285256192419129,0.158876754423319,9.727366828623165,0.02771902959123334,3.948525920255414,224.06763528026704,5.7788409083677506,0.050309299939177085
10.8,234.614018284,0.7430481734214084,233.87097011057858,0.0334858690805851,0.125079810566257,0.1585656796468421,9.723685996069493,0.02776967345810466,3.9449587181972428,224.06903092721254,5.7787272778722505,0.050483513523865264
11.0,234.598189116,0.7292878022412339,233.86890131375876,0.0335434702219691,0.1241352567320393,0.15767872695400842,9.720537590030597,0.027811304202697167,3.941892017427754,224.06988822353694,5.778645572602843,0.05066419598001108
11.200000000000001,234.582478577,0.715654597572318,233.86682397942766,0.0294145615785849,0.1217138670982511,0.151128428676836,9.717358103652618,0.027864882264282492,3.93872324714617,224.07075163598074,5.778634856506448,0.050849358020769744
11.4,234.566930378,0.7021923180469378,233.86473805995305,0.0326568173369079,0.1195581392930953,0.1522149566300032,9.714052751120086,0.027915170976651325,3.935339455982694,224.07172683666542,5.778713295137391,0.051043301398824015
11.6,234.551558492,0.6889148781578619,233.86264361384212,0.0328888897318329,0.1183488346310965,0.1512377243629294,9.711381801437481,0.027957952813184424,3.932540989575159,224.07205969648186,5.778840811862322,0.051244163407653726
11.8,234.536366552,0.6758258944163179,233.8605406575837,0.0290732696404947,0.1150148867857143,0.144088156426209,9.708637344967718,0.027995546645198086,3.929594061042043,224.07245193236824,5.779043283925675,0.05145583351768741
12.0,234.521368802,0.6629396175322156,233.8584291844678,0.0302147660551025,0.1143938864765952,0.1446086525316977,9.705775512127385,0.028045680998900584,3.926475647247409,224.07293354603053,5.779299864879976,0.051674445651175044
12.200000000000001,234.506592314,0.6502830787805524,233.85630923521944,0.0310304085858524,0.1107016688093204,0.1417320773951728,9.703479738604093,0.028098844990556544,3.923851831501074,224.07283362979192,5.779627907103019,0.05189702217781836
12.4,234.49204218,0.637861348730887,233.8541808312691,0.0292065035608089,0.1098689451760052,0.1390754487368141,9.701266736126643,0.028133865308050905,3.9212599801075236,224.07265202432237,5.780006756019119,0.05212820523138864
12.6,234.477719634,0.6256757296639744,233.85204390433603,0.0288599248500531,0.1065087128719467,0.1353686377219998,9.698849646023607,0.028172741157902463,3.918430458086145,224.07265956549674,5.780419187937463,0.0523619518101955
12.8,234.463636509,0.6137381614388442,233.84989834756115,0.0289371039217502,0.106073275626418,0.1350103795481682,9.69666857217124,0.02820945168102039,3.9157724481538443,224.07242373812622,5.780896124017395,0.05259658577026603
13.0,234.449807409,0.6020632569949756,233.84774415200502,0.0273016000666999,0.1025039407124814,0.1298055407791813,9.694925025474685,0.02825327806377463,3.9134949948596263,224.07171788052568,5.781430030615059,0.05284796800802988
13.200000000000001,234.436215571,0.5906341252719849,233.84558144572802,0.0261448149451499,0.1034696225003315,0.1296144374454814,9.693106474543894,0.02828793140397829,3.911094635857201,224.07108775426516,5.782011838686693,0.05309928552847497
13.4,234.422869058,0.5794587606809181,233.84341029731908,0.0277495377652172,0.0997488203943327,0.1274983581595499,9.691198718708394,0.028311218183277777,3.908489470608246,224.0705338873713,5.782709248100148,0.05336647327040278
13.6,234.409755723,0.5685249907641214,233.84123073223586,0.027774763157229,0.1010452478575698,0.12882001101479879,9.689668569831777,0.02834400257793509,3.906280880319814,224.06958228780618,5.783387689511963,0.05363587167426817
13.8,234.39689027,0.5578475506307525,233.83904271936925,0.0247617441827421,0.098267811363981,0.1230295555467231,9.688517135824405,0.028381272868197138,3.9043331196760627,224.0682355604284,5.784184016148343,0.053908749774395415
14.0,234.384252852,0.5474066107171551,233.83684624128284,0.0221519330163945,0.0976865985665967,0.1198385315829912,9.687292804568738,0.028423177265179678,3.902351474136037,224.06693767573526,5.784941330432701,0.0541925833163267
14.200000000000001,234.371845273,0.5372040326411134,233.83464124035888,0.0237789910278015,0.0970817411544949,0.1208607321822964,9.686028613843467,0.028463593868562898,3.900215825838308,224.06567591149272,5.785812788005159,0.05447312086562814
14.4,234.359617442,0.5271898596139137,233.8324275823861,0.0262545570414193,0.0914354136095545,0.1176899706509738,9.684825632222536,0.028485966840737918,3.898189569418325,224.06435628342385,5.78663606280421,0.054759700275545664
14.6,234.347577345,0.5173722750037281,233.83020506999625,0.0246535725216328,0.094931314471417,0.11958488699304981,9.684088422877782,0.028512038514763992,3.896607700154415,224.06256314475738,5.787480722723368,0.055041464119123765
14.8,234.335682811,0.5077092167197552,233.82797359428025,0.0218921129497704,0.087025299067237,0.10891741201700739,9.683365624833542,0.02853662249413427,3.8950971359026023,224.0607370307386,5.78826848893094,0.05533431663196152
15.0,234.323960794,0.4982276576714813,233.8257331363285,0.0190383289467407,0.0885838299008655,0.1076221588476062,9.68247312362508,0.028559610096530175,3.893459790576234,224.05907323647713,5.789013333048846,0.05562716582519528
15.200000000000001,234.312408805,0.4889249437114724,233.8234838612885,0.0200772193792723,0.0894804705067064,0.1095576898859787,9.681413382772227,0.028596342588591537,3.8917195002584437,224.05753345035225,5.7896938825137845,0.0559406859432232
15.4,234.301033669,0.47980776778761147,233.8212259012124,0.0226497744264661,0.0809955792418792,0.10364535366834529,9.680333276934876,0.028612999653254683,3.89000236009132,224.05603357240003,5.790330916843557,0.05624605236817186
15.6,234.289876133,0.47091677618976424,233.81895935681024,0.0222016527278765,0.0881149170932802,0.1103165698211567,9.6795199882365,0.02864193379106938,3.888628517844324,224.0542238127576,5.790891470392175,0.056573622379322105
15.8,234.278900995,0.4622167585180786,233.8166842364819,0.0214924856206331,0.0834463651688856,0.1049388507895187,9.678793904327906,0.028665244283976998,3.8873535092972484,224.0523360805333,5.791440395030658,0.056889006923440705
16.0,234.268133225,0.4537328914423716,233.81440033355764,0.0178357749105584,0.0768773290887846,0.094713103999343,9.677954144247428,0.028688380972028957,3.8860028593499076,224.05054148065096,5.791951284897521,0.057216328029519176
16.2,234.257563255,0.4454557609243598,233.81210749407566,0.0176797974372839,0.0864230969425238,0.1041028943798077,9.67700083270308,0.02873623061171686,3.8846284300800256,224.04882361933213,5.792372402623053,0.05754681124058224
16.4,234.247133204,0.4373277754999363,233.80980542850006,0.0178124120375952,0.0783063134051475,0.0961187254427427,9.675869151784646,0.02876223489314037,3.8831082919469444,224.047305559946,5.792760859837702,0.057868481526094334
16.6,234.236883612,0.4293898555712773,233.80749375642873,0.0191547726104973,0.0730829969866408,0.09223776959713809,9.674979292221705,0.028814281697932258,3.8818851103612277,224.0455065663517,5.793094181860477,0.05819361569905092
16.8,234.226773902,0.42160165251424897,233.80517224948574,0.0197899597376136,0.0814632470774971,0.1012532068151107,9.674166900412185,0.028841213985032654,3.880821668681346,224.04365467953312,5.793345231730839,0.05850945520155955
17.0,234.21677623,0.4139355824235794,233.8028406475764,0.0184097071487877,0.0761705632079354,0.0945802703567231,9.673436134176466,0.02886810137941635,3.87989921549506,224.04171899595647,5.793536918681407,0.058817416484752014
17.2,234.20694336,0.4064445627382439,233.80049879726175,0.0175693803763276,0.0689212317792345,0.0864906121555621,9.672872757366372,0.028893817701474915,3.8791244901574053,224.0396119457395,5.793748267208967,0.05912027671307177
17.400000000000002,234.197260942,0.39911413768226117,233.79814680431775,0.0157310944194304,0.0754034820352986,0.091134576454729,9.671934326233846,0.028901007586265515,3.878155042478994,224.03788251496968,5.793779283754852,0.05942895567419211
17.6,234.187696295,0.391911341601324,233.79578495339868,0.0156332485157953,0.0764228690110989,0.0920561175268942,9.671035535129956,0.028926184462382737,3.877359203821764,224.0360834414009,5.793676331308193,0.05973979236350112
17.8,234.178302978,0.38488942966021406,233.7934135483398,0.0154689741661404,0.0666494259505259,0.08211840011666631,9.670059070264168,0.028939471893952476,3.8765362008471826,224.03436925837048,5.793522869416986,0.06004574757184754
18.0,234.169103075,0.3780700903888737,233.79103298461115,0.0149302185641107,0.0679070524019969,0.0828372709661076,9.669086898336872,0.028963247430922275,3.8759049739753926,224.03261371109653,5.793181924361479,0.06036912763209822
