time_au,N_wp,N_total_wprun,N_bath_wprun,abs_wpself,abs_bath_wprun
11.200000000000001,0.7156545975723184,234.582478577,233.86682397942766,0.28434540242768225,0.13317602057233557
11.4,0.7021923180469383,234.566930378,233.86473805995305,0.2978076819530624,0.13526194004694503
11.6,0.6889148781578623,234.551558492,233.86264361384212,0.3110851218421383,0.13735638615787593
11.8,0.6758258944163181,234.536366552,233.8605406575837,0.32417410558368254,0.13945934241630198
12.0,0.6629396175322155,234.521368802,233.8584291844678,0.33706038246778514,0.14157081553219086
12.200000000000001,0.6502830787805524,234.506592314,233.85630923521944,0.3497169212194483,0.1436907647805583
12.4,0.6378613487308872,234.49204218,233.8541808312691,0.3621386512691135,0.1458191687308954
12.6,0.6256757296639743,234.477719634,233.85204390433603,0.37432427033602633,0.1479560956639716
12.8,0.6137381614388445,234.463636509,233.84989834756115,0.38626183856115615,0.150101652438849
13.0,0.602063256994976,234.449807409,233.84774415200502,0.3979367430050247,0.15225584799497938
13.200000000000001,0.5906341252719852,234.436215571,233.84558144572802,0.40936587472801544,0.15441855427198448
13.4,0.5794587606809184,234.422869058,233.84341029731908,0.42054123931908227,0.1565897026809182
13.6,0.5685249907641214,234.409755723,233.84123073223586,0.4314750092358792,0.1587692677641428
13.8,0.5578475506307529,234.39689027,233.83904271936925,0.4421524493692478,0.16095728063075398
14.0,0.5474066107171552,234.384252852,233.83684624128284,0.4525933892828454,0.16315375871715787
14.200000000000001,0.5372040326411136,234.371845273,233.83464124035888,0.46279596735888706,0.1653587596411228
14.4,0.527189859613914,234.359617442,233.8324275823861,0.4728101403860867,0.16757241761391128
14.6,0.5173722750037285,234.347577345,233.83020506999625,0.48262772499627216,0.16979493000374646
14.8,0.5077092167197554,234.335682811,233.82797359428025,0.4922907832802452,0.17202640571974825
15.0,0.49822765767148147,234.323960794,233.8257331363285,0.5017723423285192,0.17426686367150523
15.200000000000001,0.48892494371147277,234.312408805,233.8234838612885,0.5110750562885279,0.17651613871149152
15.4,0.47980776778761197,234.301033669,233.8212259012124,0.5201922322123886,0.1787740987876134
15.6,0.4709167761897646,234.289876133,233.81895935681024,0.5290832238102361,0.18104064318976043
15.8,0.46221675851807864,234.278900995,233.8166842364819,0.537783241481922,0.1833157635180953
16.0,0.45373289144237183,234.268133225,233.81440033355764,0.5462671085576288,0.18559966644235715
16.2,0.44545576092436007,234.257563255,233.81210749407566,0.5545442390756405,0.1878925059243386
16.4,0.43732777549993657,234.247133204,233.80980542850006,0.5626722245000642,0.19019457149994423
16.6,0.42938985557127757,234.236883612,233.80749375642873,0.570610144428723,0.19250624357127322
16.8,0.4216016525142493,234.226773902,233.80517224948574,0.5783983474857514,0.19482775051426415
17.0,0.41393558242357953,234.21677623,233.8028406475764,0.5860644175764211,0.19715935242359706
17.2,0.40644456273824425,234.20694336,233.80049879726175,0.5935554372617564,0.19950120273824723
17.400000000000002,0.3991141376822613,234.197260942,233.79814680431775,0.6008858623177393,0.20185319568224713
17.6,0.39191134160132446,234.187696295,233.79578495339868,0.6080886583986762,0.20421504660131973
17.8,0.3848894296602143,234.178302978,233.7934135483398,0.6151105703397863,0.2065864516602005
18.0,0.3780700903888741,234.169103075,233.79103298461115,0.6219299096111266,0.20896701538885054
