time_au,z_ion_wrapped,wp_mzCAP,cl_mzCAP,wp_leftfree,cl_leftfree,wp_slab,cl_slab,wp_rightfree,cl_rightfree,wp_pzCAP,cl_pzCAP
8.4,6.766002582339844,0.026232479319631817,0.0,0.03647248293751969,0.0,0.6035909066070567,1.0,0.1356906302303342,0.0,0.10085839450170725,0.0
8.6,7.273762570370103,0.029371140899168705,0.0,0.0349303070810445,0.0,0.5855982891177509,1.0,0.13660857384057373,0.0,0.10474219754754645,0.0
8.8,7.780117282929673,0.030062713578043816,0.0,0.03815222846452514,0.0,0.5670722161235127,1.0,0.13685647805825435,0.0,0.10694338269882256,0.0
9.0,8.285025618616253,0.03346017684595883,0.0,0.034719985359392906,0.0,0.5515191990473024,1.0,0.13694687089040625,0.0,0.10976503222851168,0.0
9.200000000000001,8.788445111859438,0.03311888400033055,0.0,0.03558327461424164,0.0,0.5351561050199093,1.0,0.1367316987762307,0.0,0.11273905458216497,0.0
9.4,9.290336844416629,0.036639690459528106,0.0,0.03242729468327683,0.0,0.5208616153005032,1.0,0.13570952206514203,0.0,0.11430420509838797,0.0
9.6,9.790670688562827,0.038434109553333755,0.0,0.03233951383045508,0.0,0.5066542330144459,0.9999999999999951,0.13500954324285014,4.9404924595819466e-15,0.113914732065366,0.0
9.8,10.289431937943299,0.03615425625618497,0.0,0.03314855824849883,0.0,0.49343891019343816,0.9999999998657108,0.13451184076431952,1.3428924638958506e-10,0.11534278750248457,0.0
10.0,10.786626461331657,0.03822407024850304,0.0,0.032126653637074745,0.0,0.4790845328451464,0.9999995093528109,0.13207796172768083,4.906471890442354e-07,0.11720022381086247,0.0
10.200000000000001,11.282285146229263,0.03803519673767134,0.0,0.032749584058284084,0.0,0.4677491296325447,0.9997485296501858,0.13221906540957734,0.0002514703498142645,0.11402295787573408,0.0
10.4,11.776464394148562,0.037861114846856087,0.0,0.03532425053057695,0.0,0.4528785696261323,0.9806444436582474,0.1286207860911736,0.019355556341752567,0.11614452580780414,0.0
10.6,12.269243883739861,0.038906210611192676,0.0,0.030351135181406145,0.0,0.44443019582368226,0.7451494525999085,0.12852561924191294,0.2548505474000915,0.11470006982145813,0.0
10.8,12.76072038117988,0.03749292500735959,0.0,0.0334858690805851,0.0,0.4324876245383986,0.22816143998780763,0.125079810566257,0.7718385600121924,0.11450194422880812,0.0
11.0,13.25099851316979,0.037020367984103436,0.0,0.03354347022196918,0.0,0.42180391062339145,0.01594805992891052,0.1241352567320393,0.9840519400710894,0.11278479667973076,0.0
11.200000000000001,13.740184042797843,0.03863335401461215,0.0,0.029414561578584957,0.0,0.41421397898556556,0.00019751429008457722,0.12171386709825117,0.9998024857099155,0.11167883589530443,0.0
11.4,14.22837748515208,0.03764531407536409,0.0,0.032656817336907916,0.0,0.40213742877574454,3.9419156366848895e-07,0.11955813929309536,0.9999996058084364,0.11019461856582616,0.0
11.6,14.715669801548884,0.03574473442881525,0.0,0.0328888897318329,0.0,0.3940781105697637,1.2219575351579692e-10,0.11834883463109654,0.9999999998778033,0.10785430879635367,8.881784197001252e-16
11.8,15.202138555357593,0.03594387322610784,0.0,0.029073269640494784,0.0,0.388445502845009,5.773159728050814e-15,0.11501488678571438,0.9999999999740333,0.10734836191899219,2.5960900096322348e-11
12.0,15.6878501224273,0.036587402467090156,0.0,0.030214766055102527,0.0,0.37687592931922664,0.0,0.11439388647659525,0.9999998876033445,0.10486763321420123,1.1239665553830491e-07
12.200000000000001,16.17286044843523,0.035236775662664095,0.0,0.031030408585852404,0.0,0.36998628765073505,0.0,0.11070166880932042,0.9999252285490896,0.10332793807198068,7.477145091039361e-05
12.4,16.657215283574146,0.033009955939717193,0.0,0.029206503560808963,0.0,0.36420894708306517,0.0,0.10986894517600526,0.991978950156022,0.1015669969712906,0.008021049843978001
12.6,17.140951669844995,0.03358663190158832,0.0,0.02885992485005316,0.0,0.3579606458248417,0.0,0.10650871287194677,0.8475194122028753,0.09875981421554463,0.15248058779712476
12.8,17.624099506320945,0.034268829664458,0.0,0.02893710392175028,0.0,0.34611648383547966,0.0,0.106073275626418,0.3614558703540651,0.09834246839073837,0.6385441296459349
13.0,18.106682954059636,0.0324824879898403,0.0,0.02730160006669997,0.0,0.34435887702578843,0.0,0.10250394071248149,0.04151408665210332,0.09541635120016578,0.9584859133478967
13.200000000000001,18.588721096260656,0.03040815646919771,0.0,0.02614481494514995,0.0,0.33554519267078625,0.0,0.10346962250033157,0.0009334381142650505,0.09506633868651967,0.999066561885735
13.4,19.070228309144,0.029138824820519462,0.0,0.027749537765217207,0.0,0.331270265223857,0.0,0.09974882039433279,3.6224021608410872e-06,0.09155131247699182,0.9999963775978391
13.6,19.55121621571123,0.029736573869427435,0.0,0.02777476315722903,0.0,0.3180813702733721,0.0,0.1010452478575698,2.305741875208156e-09,0.09188703560652325,0.9999999976942582
13.8,20.0316935028385,0.030010330456802056,0.0,0.024761744182742133,0.0,0.3175704577809181,0.0,0.09826781136398101,2.3553381467422696e-13,0.08723720684630949,0.9999999999997644
14.0,20.5116680310161,0.029071437067799008,0.0,0.022151933016394572,0.0,0.30955065606772875,0.0,0.09768659856659677,0.0,0.08894598599863628,1.0
14.200000000000001,20.99114688717384,0.027084841168527996,0.0,0.023778991027801507,0.0,0.30502448738855026,0.0,0.09708174115449493,0.0,0.08423397190173892,1.0
14.4,21.470135146878064,0.025119442629452385,0.0,0.0262545570414193,0.0,0.297585291997047,0.0,0.09143541360955454,0.0,0.08679515433644075,1.0
14.6,21.948638130280685,0.025250405960447933,0.0,0.024653572521632826,0.0,0.28974110286750115,0.0,0.09493131447141706,0.0,0.08279587918272929,1.0
14.8,22.426659822519383,0.024648057642890134,0.0,0.021892112949770413,0.0,0.29061961776349754,0.0,0.08702529906723702,0.0,0.08352412929636029,0.9999999999999026
15.0,22.90420520711858,0.025672834941624628,0.0,0.019038328946740794,0.0,0.28254716707430494,0.0,0.08858382990086552,0.0,0.08238549680794567,0.9999999989377175
15.200000000000001,23.381277834903486,0.023671028878377173,0.0,0.020077219379272374,0.0,0.2769942221363742,0.0,0.08948047050670643,0.0,0.07870200281074241,0.9999981262892137
15.4,23.8578821115308,0.023832206741776076,0.0,0.02264977442646617,0.0,0.27255548389527146,0.0,0.0809955792418792,0.0,0.07977472348221881,0.9994491795359957
15.6,24.334021358124474,0.021365711004826215,0.0,0.022201652727876588,0.0,0.2633005871462712,0.0,0.08811491709328026,0.0,0.07593390821751017,0.9714664231234605
15.8,24.80969857922711,0.022241473080016862,0.0,0.021492485620633106,0.0,0.2617157770611333,0.0,0.08344636516888564,0.0,0.0733206575874098,0.7066823467885717
16.0,-24.715083795996506,0.021658975043045675,0.7921907854869925,0.017835774910558464,0.0,0.2615295816047648,0.0,0.07687732908878465,0.0,0.07583123079521825,0.0
16.2,-24.24032430538564,0.021620742424655632,0.9850155807754994,0.01767979743728392,0.0,0.2503309237769957,0.0,0.08642309694252386,0.0,0.06940120034290088,0.0
16.4,-23.766021561541237,0.0225254122662223,0.9997887797048259,0.01781241203759521,0.0,0.2480552055513562,0.0,0.07830631340514752,0.0,0.07062843223961515,0.0
16.6,-23.292174992139962,0.019830981359113854,0.9999994682244432,0.019154772610497344,0.0,0.24467211138298145,0.0,0.07308299698664089,0.0,0.07264899323204405,0.0
16.8,-22.818784174334326,0.020282331764311025,0.9999999997698077,0.01978995973761367,0.0,0.23512237957359416,0.0,0.08146324707749712,0.0,0.06494373436123323,0.0
17.0,-22.345848289439942,0.018384412187409178,0.9999999999999831,0.018409707148787705,0.0,0.23294629580736786,0.0,0.0761705632079354,0.0,0.06802460407207947,0.0
17.2,-21.873366752587316,0.016557790756328832,1.0,0.01756938037632765,0.0,0.2341153748567225,0.0,0.06892123177923458,0.0,0.06928078496963055,0.0
17.400000000000002,-21.401338293588033,0.017417746066078696,1.0,0.015731094419430408,0.0,0.2283741004601066,0.0,0.07540348203529867,0.0,0.062187714701347,0.0
17.6,-20.929759873584842,0.016735001385114343,1.0,0.01563324851579539,0.0,0.22042004318846983,0.0,0.07642286901109899,0.0,0.06270017950084579,0.0
17.8,-20.4586290709979,0.015998476771036937,1.0,0.015468974166140443,0.0,0.21963353432913424,0.0,0.06664942595052595,0.0,0.06713901844337664,0.0
18.0,-19.987940858409743,0.01836336081842075,0.999999999999413,0.014930218564110784,5.869749131193203e-13,0.21750101498943308,0.0,0.06790705240199697,0.0,0.059368443614912475,0.0
