time_au,cl_z,cl_vz
13.4,19.070228309144,2.406231929722789
13.42,19.11835035012507,2.405973281339238
13.44,19.16646724039757,2.405714979782308
13.46,19.21457894931636,2.405455590462414
13.48,19.26268546401606,2.405195697046899
13.5,19.31078677719823,2.404936421365818
13.52,19.35888292087069,2.404678804040829
13.54,19.40697392935987,2.404422192081374
13.56,19.45505980855395,2.404165630572736
13.58,19.50314055458278,2.403910178931905
13.6,19.55121621571123,2.403656017613421
13.62,19.59928679528732,2.4034019050685
13.64,19.64735229191397,2.403147921324869
13.66,19.69541271214031,2.402893789795262
13.68,19.74346804350578,2.402638681221549
13.7,19.79151825938917,2.402384411217121
13.72,19.83956341995446,2.402131126951732
13.74,19.88760350446724,2.401878126463239
13.76,19.93563854501299,2.401625878470293
13.78,19.98366853960605,2.401373945637625
13.8,20.0316935028385,2.401123545940147
13.82,20.07971348144366,2.400873298979678
13.84,20.12772843479769,2.400622629750916
13.86,20.1757383866337,2.400372541168274
13.88,20.22374333644442,2.400121743052201
13.9,20.27174325635578,2.399870458267917
13.92,20.31973815477513,2.399620548780507
13.94,20.367728078307,2.399372038064404
13.96,20.41571303629771,2.399123644608235
13.98,20.46369302409133,2.398874867959822
14.0,20.5116680310161,2.398627133921043
14.02,20.55963810944818,2.398380463269219
14.04,20.60760324954687,2.398133822776126
14.06,20.65556346235922,2.397886925531769
14.08,20.70351872656815,2.397640355617459
14.1,20.75146907658392,2.397393615708015
14.12,20.79941447119647,2.397147357839498
14.14,20.8473549708975,2.39690160288233
14.16,20.89529053531176,2.396655177508608
14.18,20.94322117799785,2.396408796552142
14.2,20.99114688717384,2.396162487020172
14.22,21.03906767747865,2.39591734059867
14.24,21.08698358079779,2.395672898029562
14.26,21.13489459339984,2.395427998778271
14.28,21.18280070074892,2.395183638309834
14.3,21.23070193893223,2.394939830716576
14.32,21.27859829397758,2.39469630317368
14.34,21.32648979105917,2.394453513633312
14.36,21.37437643452292,2.394210769977195
14.38,21.42225822185826,2.393967808878688
14.4,21.47013514687806,2.393724270022114
14.42,21.51800719265914,2.393481384137021
14.44,21.56587440224354,2.393239206114942
14.46,21.61373676090374,2.392996576627286
14.48,21.66159426530863,2.392754429528734
14.5,21.70944693808489,2.392513968755738
14.52,21.75729482405886,2.392273328166987
14.54,21.80513787121157,2.392032128521085
14.56,21.85297610919971,2.391791566836923
14.58,21.90080953388505,2.391550527024742
14.6,21.94863813028069,2.391308529020226
14.62,21.99646187504585,2.391066209122752
14.64,22.0442807786456,2.39082491850847
14.66,22.09209487178619,2.390585009702983
14.68,22.13990417903372,2.390345239739751
14.7,22.18770868137578,2.390106098670628
14.72,22.23550842298055,2.389868142359016
14.74,22.28330340707015,2.389630748433848
14.76,22.3310936529179,2.38939295948741
14.78,22.37887912544964,2.389154240036851
14.8,22.42665982251938,2.388915819770233
14.82,22.47443575824045,2.388677081996693
14.84,22.52220690579925,2.388438518331335
14.86,22.56997329897371,2.388200102799005
14.88,22.61773490991121,2.387961330167775
14.9,22.66549175218042,2.387723611978867
14.92,22.71324385439036,2.387488232000451
14.94,22.76099128146044,2.3872531159434
14.96,22.8087339790281,2.387016901544458
14.98,22.85647195752222,2.386780702261948
15.0,22.90420520711858,2.386543832831182
15.02,22.95193371083547,2.386306188894789
15.04,22.99965745467437,2.386068796812507
15.06,23.04737646270797,2.385831967943838
15.08,23.09509073339213,2.385595547266559
15.1,23.14280028459863,2.385359651234644
15.12,23.19050511944151,2.385125178157589
15.14,23.23820529172493,2.384892338713822
15.16,23.28590081299006,2.38465948955386
15.18,23.33359167130709,2.384425547835225
15.2,23.38127783490348,2.384190652275331
15.22,23.4289592973981,2.383956261284053
15.24,23.47663608535484,2.383722094016875
15.26,23.52430818115878,2.383487695979144
15.28,23.571975593194,2.383252712859215
15.3,23.61963828967314,2.383017635361131
15.32,23.66729629860845,2.382784693927637
15.34,23.71494967743025,2.382554342052498
15.36,23.76259847229055,2.382323571453645
15.38,23.8102426202884,2.382090981006406
15.4,23.8578821115308,2.38185823512126
15.42,23.90551694969324,2.38162528076685
15.44,23.95314712276148,2.381392020346895
15.46,24.00077263050712,2.381159322192115
15.48,24.04839349564916,2.380926797043573
15.5,24.09600970238886,2.380694165944054
15.52,24.14362126228692,2.380462081746361
15.54,24.19122818565871,2.380231302971616
15.56,24.23883051440578,2.380001569309866
15.58,24.28642824843111,2.379771092967184
15.6,24.33402135812447,2.379539671147257
15.62,24.381609835277,2.379308074544194
15.64,24.42919368110624,2.379077476063256
15.66,24.47677293431953,2.378847539506497
15.68,24.5243475826865,2.378616948284241
15.7,24.5719176122509,2.378385237087282
15.72,24.61948299216999,2.378153534865183
15.74,24.66704375364551,2.377923621913722
15.76,24.71459993704654,2.377695253509668
15.78,24.7621515637859,2.377466054514245
15.8,24.80969857922711,2.377235386579984
15.82,24.8572409792491,2.377005226629251
15.84,24.90477878829228,2.376775714047086
15.86,24.95231200781098,2.376546510819914
15.88,24.99984064872508,2.376317354592007
15.9,25.04736470199466,2.376087930105971
15.92,25.09488416592932,2.375858459525785
15.94,25.14239904037569,2.375629047879201
15.96,25.18990932784449,2.375400307136184
15.98,25.23741505266114,2.375171903975071
16.0,25.28491620400349,2.374941935030934
16.02,25.33241273006238,2.37471113984142
16.04,25.37990464959715,2.374481843379069
16.06,25.42739200379754,2.374254060510295
16.08,25.47487481201756,2.374026435881297
16.1,25.52235306123279,2.373798041617384
16.12,25.56982673368225,2.373568784313126
16.14,25.61729581260531,2.37334014236972
16.16,25.66476033937704,2.373112227795368
16.18,25.71222030171713,2.372883880932958
16.2,25.75967569461436,2.372654567141253
16.22,25.80712648440278,2.372424383595305
16.24,25.85457266995817,2.372195301912751
16.26,25.90201429647929,2.371967692538176
16.28,25.9494513776597,2.37174070981848
16.3,25.99688392487203,2.371513260839546
16.32,26.04431190809328,2.371286128605685
16.34,26.09173537001626,2.371059560228323
16.36,26.13915429050241,2.370831916052536
16.38,26.18656864665836,2.370603698908555
16.4,26.23397843845876,2.370375089796889
16.42,26.28138365025023,2.37014471729618
16.44,26.3287842271506,2.369914216113512
16.46,26.37618021889477,2.369686253609107
16.48,26.42357167729497,2.369459384574856
16.5,26.47095859427777,2.369231923885198
16.52,26.51834095425038,2.36900478310683
16.54,26.56571878560205,2.368777670446824
16.56,26.61309206106825,2.368550657896207
16.58,26.6604608119179,2.368323669794737
16.6,26.70782500786004,2.368094879139216
16.62,26.75518460708346,2.367865326931637
16.64,26.80253962093731,2.367635608815688
16.66,26.84989003143609,2.36740664856126
16.68,26.89723588687976,2.36717940427797
16.7,26.94457720760721,2.366952942426953
16.72,26.99191400457684,2.366725985790183
16.74,27.03924624703882,2.366499134234132
16.76,27.08657396994621,2.366272996206371
16.78,27.13389716688708,2.366046392986505
16.8,27.18121582566567,2.365818900402775
16.82,27.22852992290319,2.365590696837322
16.84,27.27583945353916,2.365361396505905
16.86,27.32314437876342,2.365131906006862
16.88,27.37044472977944,2.364904459547566
16.9,27.41774055714533,2.364678074951174
16.92,27.46503185277749,2.364451070721629
16.94,27.5123185999742,2.364224494051592
16.96,27.55960083253955,2.363998293001844
16.98,27.60687853169427,2.363771950512689
17.0,27.65415171056006,2.363545502410559
17.02,27.70142035179069,2.363317551883314
17.04,27.74868441263539,2.363089342767417
17.06,27.79594392550139,2.36286099678443
17.08,27.84319885250677,2.362632932377585
17.1,27.89044924279649,2.362406262154154
17.12,27.93769510299293,2.362179917956806
17.14,27.98493643951477,2.361953050583374
17.16,28.03217322501627,2.361726416069291
17.18,28.07940549615754,2.361500559910137
17.2,28.12663324741268,2.361274575941306
17.22,28.17385647919519,2.361048092237389
17.24,28.22107517110217,2.360820647012551
17.26,28.26828930507569,2.360593332767494
17.28,28.31549890441287,2.360366330229135
17.3,28.36270395828486,2.360140116841031
17.32,28.40990450908652,2.359914715969192
17.34,28.45710054692363,2.359689322934662
17.36,28.5042920820039,2.359464466752014
17.38,28.55147912559371,2.35924061020135
17.4,28.59866170641196,2.35901655902137
17.42,28.64583978795457,2.358791662104338
17.44,28.69301337289613,2.358566612152194
17.46,28.74018245244066,2.358342108869504
17.48,28.78734705725092,2.358116976959709
17.5,28.83450713151905,2.357891212118264
17.52,28.88166270573565,2.357666709354229
17.54,28.92881379989322,2.357442521504775
17.56,28.97596040659584,2.357217354728397
17.58,29.02310249408235,2.356992995483213
17.6,29.07024012641516,2.356769528028038
17.62,29.11737327520347,2.356545955297072
17.64,29.16450196462705,2.356323024935305
17.66,29.21162619620089,2.35609967565071
17.68,29.25874595165308,2.355876763408493
17.7,29.30586126673723,2.355653664045262
17.72,29.35297209821489,2.355430337628112
17.74,29.40007848024235,2.355207708633139
17.76,29.44718040656022,2.35498519059415
17.78,29.49427788786612,2.354763061046982
17.8,29.5413709290021,2.354541950505623
17.82,29.58845956588634,2.354321811724928
17.84,29.63554380147109,2.35410153262352
17.86,29.68262362719128,2.353880704674854
17.88,29.72969902965809,2.353660524313037
17.9,29.7767700481638,2.353441099643921
17.92,29.82383667364384,2.353220922812064
17.94,29.87089888507629,2.353000584808556
17.96,29.91795669703619,2.352781036739288
17.98,29.96501012654586,2.352561113851731
18.0,30.01205914159026,2.352341008075194
