time_au,flux_-17.5,cum_-17.5,flux_-12.5,cum_-12.5,flux_12.5,cum_12.5,flux_17.5,cum_17.5
14.0,0.009247718553187043,0.028800713758873674,0.002476055062257578,1.0011685637638283,0.04183335405629446,0.6944552246438043,0.03681907506838987,0.597551414432043
14.200000000000001,0.008962178996653289,0.030621703513857717,-0.0015995534551796243,1.0012562139245362,0.023881630736410187,0.7010267231230748,0.05119294158463028,0.606352616097345
14.4,0.0021991139048713366,0.03173783280401018,0.010738581394033603,1.0021701167184216,0.05735391249838177,0.709150277446554,0.047108657523813546,0.6161827760081894
14.6,0.0008105977198440573,0.03203880396648172,0.017899572358988085,1.0050339320937238,0.011190716614492755,0.7160047403578415,0.033240873047498995,0.6242177290653206
14.8,0.004168310004799811,0.03253669473894611,0.01162922314638777,1.0079868116442614,0.0457937869752212,0.7217031907168129,0.06393850519507518,0.633935666889578
15.0,0.0057898352537135295,0.03353250926479744,0.0018298881714813886,1.0093327227760482,0.04151840137587273,0.7304344095519223,0.014816272358194247,0.641811144644905
15.200000000000001,0.009830745011906152,0.035094567291359416,-0.0021206019490947973,1.009303651398287,0.007651691379569329,0.7353514188274666,0.06364876408046684,0.6496576482887712
15.4,0.004837551998921588,0.03656139699244219,0.007399221711944343,1.0098315133745719,0.062454570894002574,0.7423620450548237,0.026376922568714125,0.6586602169536893
15.6,0.005023701290294819,0.037547522321363824,0.014324161611733544,1.0120038517069396,0.018206109082050108,0.750428113052429,0.02753163646064667,0.6640510728566253
15.8,-0.000691431238915991,0.03798074932650171,0.012395139971777084,1.0146757818652907,0.0163947712092527,0.7538882010815593,0.06584028951483677,0.6733882654541737
16.0,0.0019067040790782315,0.03810227661051793,0.0057975499381821664,1.0164950508562867,0.05622644919030441,0.761150323121515,0.005699888545580139,0.6805422832602154
16.2,0.0035335235362311335,0.038646299372048866,-0.0018975167641142386,1.0168850541736933,0.019315297015975286,0.7687044977421429,0.049939156959492775,0.6861061878107226
16.4,0.002779841184628206,0.039277635844134795,0.0004838538335962529,1.0167436878806415,0.007794434775260684,0.7714154709212665,0.04784066294816201,0.695884169801488
16.6,0.011016021978642002,0.04065722216046184,0.005441459685680166,1.0173362192325692,0.055876919844603745,0.777782606383253,0.0065131796638178445,0.7013195540626861
16.8,-0.00010910335459735395,0.041747914022866296,0.012086329968542801,1.0190889981979916,0.025579798702856267,0.785928278237999,0.046652234637929134,0.7066360954928608
17.0,0.010710140560807088,0.04280801774348727,0.010024599990096151,1.0213000911938555,0.004017962415584035,0.7888880543498431,0.0481264333668781,0.7161139622933415
17.2,-0.002277771469931778,0.04365125465257479,0.009123450757668572,1.0232148962686318,0.033341773780010006,0.7926240279694025,0.005058909412350017,0.7214324965712643
17.400000000000002,0.003558036335781733,0.04377928113915979,0.0004537838432284475,1.0241726197287215,0.0490784004942139,0.8008660453968249,0.03320157666957456,0.7252585451794568
17.6,0.0027229517323868876,0.04440737994597665,0.00014675197894633337,1.024232673310939,0.004012792930174536,0.8061751647392638,0.0566825764814121,0.7342469604945554
17.8,-0.0015735737515346056,0.04452231774406187,0.005286081580523407,1.024775956666886,0.01141576528079493,0.8077180205603607,0.010334260769711875,0.7409486442196678
18.0,0.005944468886134458,0.04495940725752186,-0.0005267323272806641,1.0252518915922102,0.04263516697532831,0.813123113785973,0.01407372234820893,0.7433894425314599
