v0,v,E_eV,S_eVbohr,S_err
0.2,0.09284224013743916,0.5442277200000001,0.37179568560374027,0.00469366736632466
0.6,0.4433263319417296,4.89804948,0.8399134413016959,0.015376517285042203
0.8,0.6155493443277262,8.707643520000001,0.976505832416816,0.016569310054751363
1.3,1.1131489857488792,22.993621170000004,0.9371532038618928,0.01315009609478249
2.0,1.9325386336504902,54.422772,0.5101747468632409,0.0062270349111569435
3.0,2.9771573500986763,122.451237,0.2498384414692816,0.0025814671216103677
