kpoint_index,state_index,eigenvalue_ev_old,eigenvalue_ev_new,delta_ev
2,99,1.422186118642327,1.1491305289366447,-0.27305558970568233
2,100,3.0721947241373218,1.4113043196063062,-1.6608904045310156
3,0,-47.22036504826645,-47.18631515391891,0.03404989434753958
3,1,-47.21654305325633,-47.184628763541355,0.03191428971497601
3,2,-47.216813245707606,-47.186867565818815,0.029945679888790266
3,3,-47.21712246005794,-47.18189176925927,0.035230690798663034
3,4,-47.21380625037017,-47.19080113419976,0.02300511617040968
3,5,-47.21406737152651,-47.19085976052599,0.023207611000522377
3,6,-47.21443205059999,-47.189365908741294,0.02506614185869438
3,7,-47.21201764659224,-47.19674319639749,0.01527445019474527
3,8,-47.21072787158522,-47.199822956433216,0.01090491515200398
3,9,-47.21104690394766,-47.212837842964035,-0.001790939016373727
3,10,-47.21129932658928,-47.20344806174164,0.007851264847637651
3,11,-47.20933934066474,-47.211000814972955,-0.0016614743082143946
3,12,-47.20934601155268,-47.201920646623066,0.007425364929616762
3,13,-47.20958213422291,-47.20280862746442,0.006773506758491976
3,14,-47.20975054985739,-47.205378955834625,0.004371594022764214
3,15,-47.21009103490286,-47.20377225381584,0.006318781087017555
3,16,-47.21005106627559,-47.20302081259083,0.007030253684760623
3,17,-47.20835372020371,-47.20312978566661,0.00522393453709924
3,18,-47.208623220108336,-47.20739229726409,0.0012309228442433096
3,19,-47.20887548757594,-47.20858724901059,0.00028823856534643255
3,20,-47.207691041415046,-47.20104100137274,0.006650040042309513
3,21,-47.207951173560225,-47.207732439926644,0.00021873363358082543
3,22,-47.208270447344255,-47.20818799520199,8.245214226576536e-05
3,23,-47.2067904343272,-47.209842234751726,-0.003051800424522355
3,24,-47.20706787402263,-47.19719195812059,0.00987591590203607
3,25,-47.20718591692312,-47.20619578422512,0.000990132697999968
3,26,-47.20597397845133,-47.20787920595854,-0.0019052275072084512
3,27,-47.20617964042532,-47.20750463665286,-0.0013249962275381222
3,28,-47.20611321296827,-47.209666230963684,-0.0035530179954150753
3,29,-47.20583121538034,-47.211817254625934,-0.005986039245591712
3,30,-47.2057848663905,-47.21620655831711,-0.010421691926609356
3,31,-47.20620145671478,-47.20888212246485,-0.002680665750069977
3,32,-47.20607485679877,-47.216061413486266,-0.00998655668749393
3,33,-47.20622268779998,-47.215070077993296,-0.00884739019331704
3,34,-47.205454575069375,-47.211773940054236,-0.006319364984861409
3,35,-47.20516854988689,-47.21539800511571,-0.01022945522881713
3,36,-47.20512602174194,-47.21661378205557,-0.01148776031362786
3,37,-47.20542525274378,-47.21668310101493,-0.01125784827114984
3,38,-47.2055271206311,-47.21631049811231,-0.010783377481203615
3,39,-47.20600425545603,-47.21932044918699,-0.013316193730958048
3,40,-47.20582761077481,-47.22026604367303,-0.014438432898217002
3,41,-47.2057592301533,-47.2231678006101,-0.017408570456801442
3,42,-47.20516459180735,-47.21806999642987,-0.012905404622514993
3,43,-47.20519263398743,-47.21860577904536,-0.013413145057931786
3,44,-47.20604609719812,-47.2174068805477,-0.011360783349580572
3,45,-47.205888982665144,-47.21883314193552,-0.012944159270375621
3,46,-47.203305053680275,-47.21787415662943,-0.014569102949153034
3,47,-47.20179373334972,-47.21931852738093,-0.017524794031210433
3,48,-47.20207219377526,-47.21629491678655,-0.014222723011293681
3,49,-47.20248750552684,-47.218912401843674,-0.016424896316834747
3,50,-47.19997523349792,-47.214143580271454,-0.014168346773530516
3,51,-47.20023286394009,-47.216369079584915,-0.0161362156448277
3,52,-47.20076886095328,-47.216477079650645,-0.015708218697362497
3,53,-47.197724054117614,-47.21184546922552,-0.01412141510790832
3,54,-3.9760453381181304,-3.975942368502406,0.00010296961572464625
3,55,-3.4594385266129937,-3.4559569790948848,0.0034815475181089184
3,56,-3.459863470916066,-3.4594164809362535,0.00044698997981251765
3,57,-3.4602570982349046,-3.4638791411933676,-0.003622042958463023
3,58,-2.947298662956816,-2.9438577262072556,0.003440936749560475
3,59,-2.947726363067071,-2.9472915986089134,0.0004347644581574883
3,60,-2.948113565462453,-2.9517331036645684,-0.0036195382021153577
3,61,-2.4319420646343795,-2.431888025461183,5.403917319624085e-05
3,62,-2.417048519062391,-2.413586320588697,0.0034621984736942224
3,63,-2.4174620355170107,-2.4170970476495786,0.0003649878674321094
3,64,-2.4178707998043305,-2.421491263121688,-0.0036204633173575473
3,65,-1.9251611849586734,-1.9216584049272516,0.0035027800314217927
3,66,-1.9252394723038926,-1.9212215047666492,0.004017967537243372
3,67,-1.925290537331952,-1.9216438404178786,0.0036466969140733774
3,68,-1.9255283565028856,-1.929058523033483,-0.003530166530597345
3,69,-1.9258396139224407,-1.9295400995690153,-0.0037004856465745473
3,70,-1.925858684259484,-1.9292306107792052,-0.00337192651972118
3,71,-1.4096408396660502,-1.4072884643556285,0.0023523753104217615
3,72,-1.409651883720061,-1.408393276974678,0.0012586067453828065
3,73,-1.409684565145621,-1.412987433630948,-0.003302868485327126
3,74,-1.013604188400957,-1.0102321757036354,0.003372012697321569
3,75,-1.0139925756812498,-1.013741763603786,0.0002508120774638023
3,76,-1.0143583179286315,-1.0178358217828716,-0.0034775038542400605
3,77,-0.8354334138838329,-0.8331594643018491,0.002273949581983792
3,78,-0.8354428299004439,-0.8344023953453553,0.0010404345550886207
3,79,-0.8354718092518363,-0.8385340781644189,-0.003062268912582655
3,80,-0.4434874854471366,-0.4410459018080956,0.0024415836390410117
3,81,-0.4434826911505566,-0.4422328154186227,0.0012498757319339138
3,82,-0.44350649430770184,-0.4453589416739811,-0.001852447366279264
3,83,-0.4262578102235128,-0.42311561110530366,0.0031421991182091213
3,84,-0.426224628162958,-0.4228438697111648,0.0033807584517931977
3,85,-0.42650467784771473,-0.4242916833404891,0.0022129945072256185
3,86,-0.4265501042808927,-0.42912240399227514,-0.002572299711382453
3,87,-0.4268521925173906,-0.4305694595541562,-0.0037172670367656147
3,88,-0.4269172943044771,-0.4303172785870932,-0.0033999842826160642
3,89,-0.1684341608794638,-0.16596523407261557,0.0024689268068482373
3,90,-0.16862124648767587,-0.1686001723149711,2.107417270477696e-05
3,91,-0.16870664470695354,-0.1711381460688309,-0.002431501361877364
3,92,0.07785719641292281,0.07978550540752498,0.001928308994602168
3,93,0.07749418709250044,0.07417154341198673,-0.003322643680513715
3,94,0.07705420411064846,0.15229313005066095,0.07523892594001248
3,95,0.49959376289772345,0.49874609606006043,-0.0008476668376630192
3,96,0.4994068113405036,0.5179845983498197,0.018577787009316116
3,97,0.49932105450494063,0.6218111913162914,0.12249013681135074
3,98,1.150730160998444,1.1500875618260153,-0.0006425991724285929
3,99,1.1761888683883026,1.187617173823175,0.011428305434872499
3,100,1.2810192684015658,1.267333766421047,-0.013685501980518877
4,0,-47.22039430473695,-47.18637350173252,0.03402080300443089
4,1,-47.21655726952833,-47.184674187788424,0.03188308173990606
4,2,-47.21684336111232,-47.186874958146454,0.02996840296586356
4,3,-47.217136754277774,-47.181923382729984,0.03521337154779047
4,4,-47.21381988758768,-47.190755959838654,0.023063927749028323
4,5,-47.21406743974137,-47.1908367989109,0.02323064083046944
4,6,-47.21444713217204,-47.18937576122343,0.02507137094860923
4,7,-47.21201714322676,-47.19676916610288,0.015247977123877376
4,8,-47.2107439746074,-47.19984807788378,0.010895896723617682
4,9,-47.21107559748805,-47.21283171105121,-0.001756113563160966
4,10,-47.21131530601626,-47.20349017313087,0.00782513288539377
4,11,-47.20935305289153,-47.210980477469676,-0.0016274245781460195
4,12,-47.209348712724406,-47.201947474281965,0.007401238442440672
4,13,-47.209596298391105,-47.20285805991114,0.006738238479968572
4,14,-47.20975600973986,-47.20543783889946,0.004318170840399205
4,15,-47.2100989900817,-47.203749036208286,0.006349953873410641
4,16,-47.21006670204072,-47.203018480721155,0.007048221319564618
4,17,-47.20835249133342,-47.203103896771154,0.005248594562267783
4,18,-47.20862225395991,-47.20740451151795,0.0012177424419590466
4,19,-47.208872654636345,-47.20855879394371,0.00031386069263561467
4,20,-47.20770752605243,-47.20093164079728,0.006775885255152048
4,21,-47.20794557967719,-47.20786257676421,8.300291298013462e-05
4,22,-47.20829340250589,-47.2082214850586,7.191744728629601e-05
4,23,-47.206787961337646,-47.20987376371938,-0.0030858023817330604
