# Region                                                       Ncalls  TotalTime    SelfTime
#-------------------------------------------------------------------------------------------
  inq_environment                                   	              1	      0.92	      0.35
  allocate                                          	           1670	      0.25	      0.25
  overlap(2arg)                                     	             17	      0.06	      0.06
  pseudopod::filter                                 	             10	      0.06	      0.06
  overlap_diagonal(2arg)                            	            267	      0.02	      0.02
  projector_gemm_1                                  	             74	      0.02	      0.02
  diagonalize_raw                                   	              8	      0.02	      0.02
  fft_forward_3d                                    	             83	      0.01	      0.01
  matrix::scatter                                   	             26	      0.01	      0.01
  cuda_zpotrf                                       	              9	      0.01	      0.01
  matrix::gather                                    	             43	      0.01	      0.01
  steepest_descent                                  	              8	      0.08	      0.01
  operations::rotate_trs                            	              9	      0.01	      0.01
  scf_iteration                                     	              8	      0.17	      0.01
  pseudopod::pseudopotential                        	              2	      0.07	      0.01
  overlap_diagonal_normalized                       	             40	      0.00	      0.00
  operations::rotate(2arg)                          	             17	      0.01	      0.00
  laplacian                                         	             57	      0.00	      0.00
  scalar_potential                                  	             48	      0.00	      0.00
  to_fourier                                        	             83	      0.02	      0.00
  to_real                                           	             74	      0.01	      0.00
  fft_backward_3d                                   	             74	      0.00	      0.00
  electrons                                         	              1	      0.00	      0.00
  projector_all::apply                              	             65	      0.00	      0.00
  laplacian_expectation_value                       	              9	      0.00	      0.00
  shift                                             	             49	      0.00	      0.00
  operator()                                        	              1	      0.18	      0.00
  occ_sum                                           	             18	      0.00	      0.00
  multiply_by_coefficients                          	             65	      0.00	      0.00
  update_hamiltonian                                	             10	      0.00	      0.00
  projector::gather                                 	             74	      0.00	      0.00
  laplacian_add                                     	             48	      0.00	      0.00
  preconditioner_apply                              	             40	      0.00	      0.00
  projector_gemm_2                                  	             65	      0.00	      0.00
  projector::build                                  	              2	      0.00	      0.00
  hamiltonian_fourier                               	             48	      0.02	      0.00
  orthogonalize                                     	              9	      0.10	      0.00
  fft_normalize                                     	             73	      0.00	      0.00
  sum(1arg)                                         	             19	      0.00	      0.00
  subspace_diagonalization                          	              8	      0.06	      0.00
  spherical_grid::reextent                          	              9	      0.00	      0.00
  constructor                                       	              1	      0.00	      0.00
  fill(field_set)                                   	             27	      0.00	      0.00
  non_local_energy                                  	              9	      0.00	      0.00
  scalar_potential_add                              	             17	      0.00	      0.00
  density::calculate                                	              9	      0.00	      0.00
  atomic_electronic_density                         	              1	      0.00	      0.00
  hamiltonian_real                                  	             17	      0.03	      0.00
  energy::calculate                                 	              9	      0.01	      0.00
  spherical_grid::compact                           	              9	      0.00	      0.00
  initial_guess                                     	              1	      0.08	      0.00
  deallocate                                        	           2488	      0.00	      0.00
  mixing                                            	              8	      0.00	      0.00
  spherical_grid::initialize                        	              9	      0.00	      0.00
  state_convergence                                 	              8	      0.00	      0.00
  total                                             	             12	      0.00	      0.00
  energy::calculate::eigenvalues                    	              9	      0.01	      0.00
  update_projectors                                 	              1	      0.00	      0.00
  atomic_potential::local_potential                 	              1	      0.00	      0.00
  allocate_with_hint                                	            818	      0.00	      0.00
  preconditioner_reduction                          	             40	      0.01	      0.00
  nlcc_density                                      	              1	      0.00	      0.00
  integral_product                                  	             10	      0.00	      0.00
  dipole                                            	              1	      0.00	      0.00
  integral_sum_absdiff                              	              8	      0.00	      0.00
  poisson_solve_0d                                  	              1	      0.01	      0.00
  poisson(real)                                     	              1	      0.01	      0.00
  ionic_density                                     	              1	      0.00	      0.00
  enlarge                                           	              2	      0.00	      0.00
  update_ionic_fields                               	              2	      0.02	      0.00
  poisson_apply_kernel                              	              1	      0.00	      0.00
  kinetic_expectation_value                         	             18	      0.00	      0.00
  normalize                                         	              1	      0.00	      0.00
  shrink                                            	              1	      0.00	      0.00
  to_real_array                                     	             74	      0.00	      0.00
  integral_partial_sum                              	              1	      0.00	      0.00
  to_fourier_array                                  	             83	      0.01	      0.00
  overlap_diagonal(1arg)                            	             49	      0.00	      0.00
  overlap(1arg)                                     	              9	      0.06	      0.00
  atomic_potential                                  	              1	      0.07	      0.00
  mgga_term                                         	             65	      0.00	      0.00
  periodic_replicas                                 	              9	      0.00	      0.00
  interaction_energy                                	              1	      0.00	      0.00
  kpoint_index                                      	              9	      0.00	      0.00
  poisson(complex)                                  	              1	      0.01	      0.00
