sigma_WP,v,v_final,z_final,n_steps,norm_final,S_A_keloss,S_B_Eabs,E_absorbed_eV
17.0,2.0,1.99294014723,264.979654238,3623,99.9871588809,0.0071975684651983275,0.42655757343240774,10.663939335810193
17.0,2.5,2.49447567223,265.269011844,2898,99.9927891016,0.006088850208112291,0.4257645169684844,10.64411292421211
17.0,3.0,2.99602495264,265.486026598,2415,99.996961123,0.00489323812599522,0.42337104579684925,10.584276144921231
17.0,3.5,3.49717989481,265.611475737,2070,99.9987831535,0.003947279440837315,0.4209207039114623,10.523017597786557
20.0,2.0,1.99632237189,265.39510969,3623,99.9937017499,0.003690877576612821,0.41799875986699886,10.449968996674972
20.0,2.5,2.49686574439,265.501584216,2898,99.9960620759,0.0031754046071197414,0.4183442558678335,10.458606396695838
20.0,3.0,2.99761795268,265.613995339,2415,99.9982092485,0.0025719721711812086,0.41741224886518635,10.43530622162966
20.0,3.5,3.49824504867,265.684102644,2070,99.9992503108,0.00208417204925592,0.41619947938921903,10.404986984730476
