# wp_state_index=73  write_every=1
step,time_au,x_mean,y_mean,z_mean,x2_mean,y2_mean,z2_mean,sigma_x2,sigma_y2,sigma_z2,norm_check,x_mean_circ,y_mean_circ,z_mean_circ,R_x,R_y,R_z,sigma_x_circ,sigma_y_circ,sigma_z_circ
0,0,-1.38513145398e-10,1.73934222927e-10,-23.9999999975,2.00000001015,2.00000000954,577.999999951,2.00000001015,2.00000000954,2.00000006977,1,-1.05760715384e-10,5.7254939708e-11,-23.9999999989,0.968286485133,0.968286485134,0.994550760291,1.41421356454,1.41421356453,1.41421357904
1,0.04,-1.72793024448e-10,-9.46605609277e-11,-23.8800004563,2.00022452737,2.00022452688,572.254647194,2.00022452737,2.00022452688,2.00022540018,0.999999951147,-1.40099474892e-10,-2.12442872204e-10,-23.8800004607,0.968282975516,0.968282975515,0.99455014782,1.41429308992,1.41429308995,1.41429327013
2,0.08,-2.81517003127e-10,-9.15484990956e-10,-23.7600009,2.00089805696,2.0008980568,566.538544802,2.00089805696,2.0008980568,2.00090203529,0.99999990505,-2.48868139814e-10,-1.03658210087e-09,-23.7600009078,0.968272447087,0.968272447081,0.994548308701,1.41453163143,1.41453163157,1.41453253857
3,0.12,-4.70704554805e-10,-2.30913589346e-09,-23.6400013191,2.00202060927,2.00202060967,560.851692334,2.00202060927,2.00202060967,2.00202996886,0.999999860784,-4.38090736343e-10,-2.4358811558e-09,-23.6400013311,0.96825489991,0.968254899895,0.994545242958,1.41492911235,1.4149291127,1.41493130133
4,0.16,-7.46633724381e-10,-4.29692091022e-09,-23.5200017057,2.00359219939,2.00359220059,555.194089448,2.00359219939,2.00359220059,2.00360921369,0.999999817726,-7.14050743009e-10,-4.43177762994e-09,-23.520001723,0.968230334124,0.968230334097,0.994540950565,1.4154854043,1.41548540493,1.41548942822
5,0.2,-1.11585052384e-09,-6.90088037102e-09,-23.4000020528,2.00561284723,2.00561284948,549.565735867,2.00561284723,2.00561284948,2.00563979844,0.999999775461,-1.08330006323e-09,-7.04645177688e-09,-23.4000020766,0.968198749945,0.9681987499,0.994535431461,1.41620032734,1.41620032835,1.416206741
6,0.24,-1.58517870241e-09,-1.01438100265e-08,-23.2800023537,2.00808257747,2.00808258103,543.966631356,2.00808257747,2.00808258103,2.00812176552,0.999999733716,-1.55266946026e-09,-1.03028492119e-08,-23.2800023856,0.968160147659,0.968160147595,0.99452868555,1.41707365041,1.41707365187,1.41708301294
7,0.28,-2.16173075175e-09,-1.40492830008e-08,-23.1600026022,2.01100141963,2.01100142477,538.396775701,2.01100141963,2.01100142477,2.01105516962,0.999999692309,-2.12927903399e-09,-1.42247042874e-08,-23.1600026437,0.968114527632,0.968114527543,0.99452071271,1.41810509161,1.41810509363,1.41811796867
8,0.32,-2.85291806458e-09,-1.86416731316e-08,-23.0400027913,2.01436940807,2.01436941506,532.856168701,2.01436940807,2.01436941506,2.0144400768,0.99999965112,-2.82054872144e-09,-1.88365632993e-08,-23.0400028443,0.9680618903,0.968061890182,0.994511512789,1.41929431874,1.41929432141,1.41931128433
9,0.36,-3.66646107943e-09,-2.3946177737e-08,-22.9200029143,2.01818658198,2.01818659113,527.344810155,2.01818658198,2.01818659113,2.01827656393,0.999999610072,-3.63420868251e-09,-2.41638091034e-08,-22.9200029808,0.968002236176,0.968002236024,0.994501085613,1.42064094984,1.42064095327,1.42066258792
10,0.4,-4.61039914782e-09,-2.99888420058e-08,-22.8000029636,2.02245298544,2.02245299703,521.862699857,2.02245298544,2.02245299703,2.02256471841,0.999999569114,-4.57830889896e-09,-3.02326863889e-08,-22.8000030458,0.967935565844,0.967935565654,0.994489430983,1.42214455382,1.42214455812,1.42217145983
11,0.44,-5.69310072059e-09,-3.67965848727e-08,-22.680002931,2.02716866738,2.02716868173,516.409837588,2.02716866738,2.02716868173,2.02730463816,0.999999528214,-5.66122950998e-09,-3.70703279818e-08,-22.6800030314,0.967861879965,0.967861879731,0.994476548676,1.42380465118,1.42380465644,1.42383743349
12,0.48,-6.92327336776e-09,-4.43972242145e-08,-22.5600028077,2.03233368162,2.03233369908,510.986223115,2.03233368162,2.03233369908,2.03249643169,0.99999948735,-6.89169168687e-09,-4.4704782162e-08,-22.560002929,0.967781179271,0.967781178988,0.994462438446,1.42562071477,1.42562072112,1.42565999621
13,0.52,-8.30997529717e-09,-5.28195040768e-08,-22.4400025839,2.03794808691,2.0379481078,505.591856185,2.03794808691,2.0379481078,2.03814021832,0.999999446509,-8.27876840439e-09,-5.31650405408e-08,-22.4400027291,0.967693464569,0.967693464233,0.99444710002,1.42759217069,1.42759217824,1.42763859003
14,0.56,-9.8626266788e-09,-6.20931206828e-08,-22.320002249,2.04401194691,2.04401197159,500.226736522,2.04401194691,2.04401197159,2.04423612853,0.999999405682,-9.83189624885e-09,-6.24810658329e-08,-22.3200024212,0.96759873674,0.967598736344,0.994430533101,1.42971839919,1.42971840806,1.42977261281
15,0.6,-1.15910202197e-08,-7.22487491865e-08,-22.2000017909,2.05052533021,2.05052535906,494.890863822,2.05052533021,2.05052535906,2.05078430435,0.999999364863,-1.15608858834e-08,-7.26838205357e-08,-22.2000019938,0.967496996737,0.967496996276,0.994412737364,1.43199873565,1.43199874597,1.43206141926
16,0.64,-1.35053318224e-08,-8.33180698733e-08,-22.0800011968,2.0574883104,2.05748834381,489.584237752,2.0574883104,2.05748834381,2.05778489987,0.999999324049,-1.34759326193e-08,-8.38052940944e-08,-22.0800014342,0.967388245586,0.967388245054,0.994393712458,1.43443247167,1.43443248357,1.43450432217
