step,time_au,e_ss,e_pp,e_ps,e_sb,e_pb,e_bb,e_hartree_check,e_external_check,norm_wp,norm_total
0,0,-217.076138318,0.143753068888,-12.3099138634,431.830598261,12.3099140529,-214.717785708,-229.242299113,444.140512314,1,101
1,0.04,-217.076138133,0.143741147473,-12.2586248697,431.830598079,12.2586225701,-214.717785708,-229.191021855,444.089220649,0.999999985011,100.999999982
2,0.08,-217.076138146,0.143705402855,-12.2073402219,431.830598096,12.2073311095,-214.717785708,-229.139772966,444.037929205,0.99999997247,100.999999967
3,0.12,-217.07613836,0.143645877587,-12.1560599159,431.830598316,12.1560396584,-214.717785708,-229.088552398,443.986637974,0.999999961668,100.999999953
4,0.16,-217.076138774,0.143562642496,-12.1047839508,431.830598741,12.1047482071,-214.717785708,-229.037360082,443.935346948,0.999999952097,100.999999941
5,0.2,-217.076139391,0.143455796401,-12.0535123285,431.830599377,12.0534567481,-214.717785708,-228.986195923,443.884056125,0.999999943395,100.99999993
6,0.24,-217.076140213,0.143325465709,-12.0022450528,431.830600228,12.0021652753,-214.717785708,-228.935059801,443.832765503,0.999999935304,100.99999992
7,0.28,-217.076141242,0.143171803918,-11.9509821289,431.830601301,11.9508737838,-214.717785708,-228.883951567,443.781475085,0.999999927644,100.99999991
8,0.32,-217.07614248,0.142994991009,-11.8997235631,431.830602603,11.8995822692,-214.717785708,-228.832871052,443.730184872,0.999999920284,100.9999999
9,0.36,-217.076143929,0.14279523275,-11.8484693629,431.830604142,11.8482907277,-214.717785708,-228.781818059,443.67889487,0.999999913135,100.999999891
10,0.4,-217.076145591,0.142572759913,-11.7972195365,431.830605928,11.7969991554,-214.717785708,-228.730792368,443.627605084,0.999999906133,100.999999881
11,0.44,-217.07614747,0.142327827402,-11.7459740929,431.830607971,11.7457075487,-214.717785708,-228.679793735,443.57631552,0.999999899232,100.999999872
12,0.48,-217.076149569,0.14206071332,-11.6947330416,431.830610282,11.6944159039,-214.717785708,-228.628821897,443.525026186,0.999999892403,100.999999864
13,0.52,-217.07615189,0.141771717962,-11.643496393,431.830612874,11.6431242171,-214.717785708,-228.577876565,443.473737091,0.999999885624,100.999999855
14,0.56,-217.076154438,0.141461162757,-11.5922641583,431.83061576,11.5918324842,-214.717785708,-228.526957434,443.422448245,0.999999878878,100.999999846
15,0.6,-217.076157217,0.141129389157,-11.5410363493,431.830618956,11.5405407008,-214.717785708,-228.476064177,443.371159656,0.999999872156,100.999999838
16,0.64,-217.076160231,0.140776757494,-11.4898129785,431.830622475,11.4892488622,-214.717785708,-228.425196452,443.319871337,0.99999986545,100.999999829
17,0.68,-217.076163485,0.140403645796,-11.4385940597,431.830626337,11.4379569633,-214.717785708,-228.374353899,443.2685833,0.999999858755,100.99999982
18,0.72,-217.076166983,0.140010448584,-11.387379607,431.830630558,11.3866649986,-214.717785708,-228.323536142,443.217295556,0.999999852068,100.999999812
19,0.76,-217.076170733,0.139597575656,-11.3361696361,431.830635158,11.3353729623,-214.717785708,-228.272742793,443.16600812,0.999999845386,100.999999804
20,0.8,-217.076174739,0.139165450855,-11.2849641636,431.830640158,11.2840808477,-214.717785708,-228.221973452,443.114721006,0.999999838707,100.999999795
21,0.84,-217.076179009,0.138714510838,-11.2337632071,431.83064558,11.2327886479,-214.717785708,-228.171227706,443.063434228,0.999999832031,100.999999787
22,0.88,-217.07618355,0.138245203852,-11.182566786,431.830651447,11.1814963552,-214.717785708,-228.120505132,443.012147802,0.999999825356,100.999999779
23,0.92,-217.07618837,0.137757988513,-11.1313749208,431.830657784,11.1302039613,-214.717785708,-228.069805303,442.960861745,0.999999818682,100.999999771
24,0.96,-217.076193478,0.137253332604,-11.0801876337,431.830664617,11.0789114573,-214.717785708,-228.019127779,442.909576074,0.999999812008,100.999999762
25,1,-217.076198883,0.136731711896,-11.0290049489,431.830671973,11.0276188332,-214.717785708,-227.96847212,442.858290807,0.999999805335,100.999999754
26,1.04,-217.076204596,0.136193608986,-10.9778268924,431.830679883,10.9763260785,-214.717785708,-227.917837879,442.807005962,0.999999798662,100.999999746
27,1.08,-217.076210628,0.135639512166,-10.9266534922,431.830688377,10.9250331816,-214.717785708,-227.867224608,442.755721558,0.999999791989,100.999999738
28,1.12,-217.07621699,0.13506991433,-10.8754847788,431.830697487,10.87374013,-214.717785708,-227.816631855,442.704437617,0.999999785315,100.99999973
29,1.16,-217.076223697,0.134485311902,-10.8243207855,431.830707248,10.8224469101,-214.717785708,-227.76605917,442.653154158,0.999999778642,100.999999722
30,1.2,-217.076230762,0.133886203815,-10.773161548,431.830717696,10.7711535071,-214.717785708,-227.715506106,442.601871203,0.999999771968,100.999999714
31,1.24,-217.076238202,0.133273090517,-10.7220071055,431.83072887,10.7198599051,-214.717785708,-227.664972217,442.550588775,0.999999765295,100.999999706
32,1.28,-217.076246032,0.132646473026,-10.6708575005,431.830740809,10.6685660867,-214.717785708,-227.61445706,442.499306896,0.999999758621,100.999999698
33,1.32,-217.076254273,0.132006852024,-10.6197127792,431.830753556,10.6172720333,-214.717785708,-227.5639602,442.44802559,0.999999751947,100.99999969
34,1.36,-217.076262942,0.131354726993,-10.5685729921,431.830767156,10.5659777244,-214.717785708,-227.513481208,442.39674488,0.999999745273,100.999999682
35,1.4,-217.076272063,0.130690595396,-10.5174381941,431.830781655,10.5146831383,-214.717785708,-227.463019662,442.345464793,0.999999738599,100.999999674
36,1.44,-217.076281658,0.130014951904,-10.4663084451,431.830797103,10.4633882512,-214.717785708,-227.412575152,442.294185354,0.999999731925,100.999999666
37,1.48,-217.076291753,0.129328287661,-10.4151838108,431.830813551,10.4120930374,-214.717785708,-227.362147276,442.242906589,0.999999725251,100.999999658
