# wp_state_index=73  write_every=1
step,time_au,px_mean,py_mean,pz_mean,px2_mean,py2_mean,pz2_mean,sigma_px2,sigma_py2,sigma_pz2,e_kin_ha,norm_check
2897,115.88,-3.35521510407e-05,3.4581852773e-05,-0.738690843286,0.0323403785102,0.032325478314,0.59693578095,0.0323403773845,0.0323254771181,0.0512716189961,0.330800818887,1165.71943902
2898,115.92,-3.35274019486e-05,3.45908411776e-05,-0.738299307038,0.0323422711874,0.0323273693927,0.596341258564,0.0323422700633,0.0323273681962,0.0512553917918,0.330505449572,1164.58591533
2899,115.96,-3.35030696409e-05,3.46006238691e-05,-0.737907924291,0.0323441567489,0.0323292533694,0.595747108432,0.0323441556264,0.0323292521722,0.0512390037014,0.330210259275,1163.45468516
2900,116,-3.34791569749e-05,3.46112015705e-05,-0.737516697311,0.032346035209,0.0323311302569,0.59515333931,0.0323460340882,0.0323311290589,0.0512224604978,0.329915252388,1162.32573239
2901,116.04,-3.34556666991e-05,3.46225748439e-05,-0.737125628355,0.0323479065838,0.0323330000695,0.59455996,0.0323479054646,0.0323329988707,0.0512057680232,0.329620433327,1161.19904103
2902,116.08,-3.34326014546e-05,3.46347440924e-05,-0.736734719666,0.0323497708909,0.0323348628232,0.593966979349,0.0323497697731,0.0323348616236,0.0511889321885,0.329325806532,1160.07459522
2903,116.12,-3.34099637755e-05,3.46477095613e-05,-0.736343973476,0.0323516281493,0.0323367185355,0.593374406249,0.0323516270331,0.0323367173351,0.0511719589739,0.329031376467,1158.95237921
2904,116.16,-3.33877560898e-05,3.46614713401e-05,-0.735953392005,0.0323534783798,0.0323385672257,0.592782249633,0.032353477265,0.0323385660242,0.0511548544283,0.328737147619,1157.83237735
2905,116.2,-3.33659807198e-05,3.46760293637e-05,-0.73556297746,0.0323553216045,0.0323404089142,0.59219051848,0.0323553204912,0.0323404077118,0.0511376246696,0.328443124499,1156.71457413
2906,116.24,-3.33446398835e-05,3.46913834145e-05,-0.735172732034,0.0323571578473,0.0323422436233,0.591599221812,0.0323571567354,0.0323422424199,0.0511202758847,0.328149311641,1155.59895415
2907,116.28,-3.33237356951e-05,3.47075331236e-05,-0.734782657908,0.0323589871332,0.0323440713768,0.591008368693,0.0323589860227,0.0323440701721,0.0511028143298,0.327855713601,1154.48550214
2908,116.32,-3.33032701657e-05,3.47244779726e-05,-0.734392757249,0.0323608094889,0.0323458921996,0.59041796823,0.0323608083798,0.0323458909938,0.0510852463299,0.327562334959,1153.37420292
2909,116.36,-3.32832452047e-05,3.47422172956e-05,-0.73400303221,0.0323626249426,0.0323477061185,0.589828029571,0.0323626238348,0.0323477049115,0.0510675782783,0.327269180316,1152.26504148
2910,116.4,-3.32636626202e-05,3.47607502802e-05,-0.73361348493,0.0323644335237,0.0323495131614,0.589238561908,0.0323644324172,0.0323495119531,0.0510498166364,0.326976254296,1151.15800288
2911,116.44,-3.32445241201e-05,3.47800759697e-05,-0.733224117536,0.0323662352631,0.0323513133579,0.58864957447,0.0323662341579,0.0323513121483,0.0510319679332,0.326683561545,1150.05307233
2912,116.48,-3.32258313129e-05,3.48001932644e-05,-0.732834932139,0.0323680301931,0.0323531067387,0.588061076528,0.0323680290891,0.0323531055277,0.051014038765,0.32639110673,1148.95023516
2913,116.52,-3.32075857087e-05,3.48211009234e-05,-0.732445930837,0.0323698183471,0.0323548933361,0.587473077394,0.0323698172444,0.0323548921236,0.0509960357949,0.326098894539,1147.84947681
