# wp_state_index=73  write_every=1
step,time_au,x_mean,y_mean,z_mean,x2_mean,y2_mean,z2_mean,sigma_x2,sigma_y2,sigma_z2,norm_check,x_mean_circ,y_mean_circ,z_mean_circ,R_x,R_y,R_z,sigma_x_circ,sigma_y_circ,sigma_z_circ
2897,115.88,-0.381608403162,-0.382098623368,-14.2523233843,119.932040751,119.919956808,402.18193812,119.786415778,119.77395745,199.05321627,3.96525857512e-05,-17.4916400036,17.4934237168,-17.5094956762,0.0434099585742,0.0433270315936,0.628411260598,13.9529176069,13.9571693478,13.0399274035
2898,115.92,-0.381008103025,-0.38149860561,-14.2644205836,119.914613885,119.902508806,402.456019885,119.76944671,119.75696762,198.982325298,3.96140283217e-05,-17.4916281669,17.4934861962,-17.5234940623,0.0435459089033,0.0434628381996,0.628666489923,13.9459620596,13.9502099846,13.0342271219
2899,115.96,-0.380402307459,-0.380893056086,-14.2765338871,119.897074997,119.884948982,402.731255218,119.752369081,119.739869462,198.911835389,3.95755489072e-05,-17.4916162101,17.4935480686,-17.5375115791,0.0436816304018,0.0435984179851,0.628920968959,13.9390364008,13.9432804535,13.0285434194
2900,116,-0.379791036195,-0.380282003081,-14.2886631123,119.879425127,119.867278376,403.007639539,119.735183896,119.722663974,198.841746002,3.95371469598e-05,-17.4916041345,17.4936093381,-17.5515480096,0.0438171255892,0.0437337734789,0.62917469661,13.9321403035,13.9363804274,13.0228763197
2901,116.04,-0.379174316875,-0.379665477776,-14.3008080776,119.861665349,119.849498062,403.285168283,119.717892186,119.705352187,198.772056612,3.94988219358e-05,-17.4915919414,17.4936700088,-17.565603138,0.04395239698,0.0438689072046,0.629427671773,13.9252734448,13.9295095829,13.0172258472
2902,116.08,-0.378552185646,-0.379043514912,-14.3129686018,119.843796771,119.831609147,403.563836909,119.700495013,119.687935161,198.702766712,3.94605732952e-05,-17.4915796321,17.4937300846,-17.57967675,0.0440874470832,0.0440038216797,0.629679893335,13.9184355053,13.9226676002,13.0115920262
2903,116.12,-0.377924687363,-0.378416154036,-14.3251445047,119.825820536,119.81361277,403.843640892,119.682993467,119.670413985,198.633875813,3.94224005023e-05,-17.4915672078,17.4937895696,-17.5937686329,0.0442222784026,0.044138519416,0.629931360171,13.9116261694,13.9158541635,13.0059748814
2904,116.16,-0.37729187554,-0.377783440962,-14.3373356063,119.807737821,119.795510106,404.124575732,119.665388662,119.652789777,198.565383443,3.93843030251e-05,-17.49155467,17.4938484675,-17.6078785753,0.044356893436,0.0442730029194,0.630182071146,13.9048451249,13.9090689604,13.0003744378
2905,116.2,-0.376653812139,-0.377145429092,-14.3495417278,119.789549836,119.777302359,404.406636949,119.647681741,119.635063685,198.497289151,3.93462803358e-05,-17.4915420199,17.4939067825,-17.6220063674,0.0444912946755,0.044407274689,0.630432025109,13.8980920636,13.9023116823,12.9947907208
2906,116.24,-0.376010567218,-0.376502180513,-14.3617626905,119.771257822,119.758990771,404.689820086,119.629873875,119.61723688,198.429592508,3.93083319106e-05,-17.4915292587,17.4939645182,-17.6361518008,0.044625484607,0.0445413372178,0.6306812209,13.8913666804,13.895582024,12.989223756
2907,116.28,-0.375362218346,-0.375853766788,-14.3739983166,119.752863053,119.740576616,404.97412071,119.611966259,119.599310562,198.362293103,3.92704572299e-05,-17.4915163878,17.4940216787,-17.6503146689,0.0447594657101,0.0446751929918,0.630929657342,13.884668674,13.8888796838,12.9836735694
2908,116.32,-0.374708849684,-0.375200269315,-14.386248429,119.734366836,119.7220612,405.259534412,119.593960114,119.581285958,198.295390552,3.92326557781e-05,-17.4915034085,17.4940782676,-17.6644947664,0.0448932404578,0.0448088444903,0.631177333242,13.8779977464,13.8822043638,12.9781401873
2909,116.36,-0.374050550828,-0.374541779021,-14.3985128509,119.715770507,119.703445865,405.54605681,119.575856692,119.56316432,198.228884492,3.91949270435e-05,-17.4914903221,17.4941342888,-17.6786918894,0.0450268113167,0.0449422941856,0.631424247396,13.871353603,13.875555769,12.9726236365
2910,116.4,-0.373387415727,-0.373878395292,-14.4107914063,119.697075433,119.684731982,405.833683544,119.557657271,119.544946927,198.162774587,3.91572705187e-05,-17.4914771299,17.4941897461,-17.692905836,0.0451601807464,0.0450755445427,0.631670398579,13.8647359526,13.8689336081,12.9671239441
2911,116.44,-0.372719542101,-0.373210224301,-14.4230839199,119.678283013,119.665920955,406.122410285,119.539363156,119.526635084,198.097060525,3.91196857004e-05,-17.4914638331,17.4942446432,-17.7071364055,0.0452933511999,0.0452085980196,0.631915785553,13.8581445073,13.8623375932,12.9616411376
2912,116.48,-0.372047031597,-0.372537377061,-14.4353902167,119.659394678,119.647014219,406.412232727,119.520975684,119.508230122,198.031742018,3.90821720895e-05,-17.491450433,17.4942989837,-17.7213833989,0.0454263251229,0.0453414570665,0.632160407061,13.8515789824,13.8557674395,12.9561752451
2913,116.52,-0.371369990581,-0.371859967622,-14.4477101225,119.640411886,119.628013236,406.703146595,119.502496216,119.489733401,197.96681881,3.90447291908e-05,-17.491436931,17.4943527715,-17.7356466188,0.0455591049539,0.0454741241264,0.632404261828,13.8450390966,13.8492228654,12.9507262948
2914,116.56,-0.3706885312,-0.371178111717,-14.4600434637,119.621336128,119.608919495,406.99514764,119.483926141,119.471146305,197.902290668,3.90073565134e-05,-17.4914233283,17.4944060102,-17.7499258694,0.0456916931243,0.0456066016344,0.632647348562,13.8385245715,13.8427035927,12.9452943157
2915,116.6,-0.370002772267,-0.370491926098,-14.472390067,119.602168926,119.589734513,407.288231642,119.465266874,119.452470245,197.838157392,3.89700535705e-05,-17.4914096263,17.4944587033,-17.7642209564,0.0458240920581,0.0457388920179,0.632889665951,13.8320351321,13.8362093463,12.9398793369
2916,116.64,-0.369312839762,-0.36980152871,-14.4847497599,119.582911827,119.570459829,407.582394413,119.446519854,119.433706658,197.774418806,3.89328198794e-05,-17.4913958262,17.4945108547,-17.7785316873,0.0459563041716,0.0458709976966,0.633131212666,13.8255705064,13.829739854,12.9344813882
2917,116.68,-0.368618866857,-0.369107039643,-14.4971223705,119.563566409,119.551097011,407.877631793,119.42768654,119.414857004,197.711074767,3.88956549615e-05,-17.4913819293,17.4945624677,-17.792857871,0.046088331874,0.0460029210823,0.633371987357,13.8191304255,13.8232948471,12.9291004999
2918,116.72,-0.367920993449,-0.368408582583,-14.5095077273,119.544134271,119.531647647,408.173939651,119.408768414,119.395922763,197.648125161,3.88585583424e-05,-17.4913679369,17.4946135462,-17.8071993183,0.0462201775663,0.0461346645784,0.633611988655,13.8127146234,13.8168740595,12.9237367024
2919,116.76,-0.367219365126,-0.367706286326,-14.5219056596,119.524617038,119.512113354,408.47131389,119.389766976,119.376905441,197.585569905,3.88215295518e-05,-17.4913538504,17.4946640935,-17.8215558413,0.0463518436422,0.0462662305809,0.633851215173,13.8063228371,13.8104772283,12.918390027
2920,116.8,-0.366514131536,-0.367000285958,-14.5343159968,119.505016356,119.492495768,408.769750442,119.370683747,119.357806558,197.523408946,3.87845681234e-05,-17.4913396709,17.4947141133,-17.835927254,0.0464833324875,0.046397621477,0.634089665503,13.7999548067,13.8041040936,12.9130605053
2921,116.84,-0.365805444365,-0.36629072343,-14.5467385695,119.485333886,119.47279655,409.069245271,119.351520263,119.338627656,197.461642262,3.87476735953e-05,-17.4913253999,17.4947636091,-17.8503133719,0.0466146464802,0.0465288396463,0.634327338216,13.793610275,13.7977543984,12.9077481692
2922,116.88,-0.365093455348,-0.365577747402,-14.5591732083,119.465571311,119.453017383,409.369794373,119.33227808,119.319370294,197.400269864,3.87108455092e-05,-17.4913110385,17.4948125845,-17.8647140122,0.0467457879904,0.0466598874598,0.634564231865,13.7872889878,13.7914278884,12.9024530514
