# wp_state_index=73  write_every=1
step,time_au,px_mean,py_mean,pz_mean,px2_mean,py2_mean,pz2_mean,sigma_px2,sigma_py2,sigma_pz2,e_kin_ha,norm_check
0,0,-1.34455903055e-07,-1.3429213909e-07,3.48671282557,2.0000077078,2.00000770783,14.2406893066,2.0000077078,2.00000770783,2.0835229786,9.1203523611,29398320.8643
1,0.04,-4.01319504418e-07,-4.13084585771e-07,3.48661336612,2.00204471216,2.00204471232,14.2418841661,2.00204471216,2.00204471232,2.08541140136,9.12298679531,29397389.9912
2,0.08,-8.3356890337e-07,-8.57698665715e-07,3.48644233978,2.00776723535,2.00776723589,14.246489503,2.00776723535,2.00776723589,2.09120931445,9.13101198714,29396460.9596
3,0.12,-9.59750305085e-07,-9.96697680188e-07,3.48621464994,2.01598549683,2.01598549803,14.253439664,2.01598549683,2.01598549803,2.09974707859,9.14270532944,29395534.23
4,0.16,-8.19928616059e-07,-8.7016470794e-07,3.48596736267,2.02541335369,2.02541335586,14.2618145101,2.02541335368,2.02541335586,2.10984605648,9.15632060981,29394610.1169
5,0.2,-6.62719673731e-07,-7.26733952242e-07,3.48573871782,2.03503977392,2.03503977741,14.2705153103,2.03503977392,2.03503977741,2.12014090137,9.17029743082,29393688.7442
6,0.24,-5.86610868502e-07,-6.64911452587e-07,3.48553345191,2.04422929526,2.04422930042,14.2788985959,2.04422929526,2.04422930042,2.12995515154,9.1836785958,29392770.037
7,0.28,-5.71546471283e-07,-6.64660607265e-07,3.4853665388,2.0526528655,2.05265287272,14.2866111882,2.0526528655,2.05265287272,2.13883127842,9.19595846321,29391853.8503
8,0.32,-5.81363827746e-07,-6.89837761707e-07,3.48523465763,2.0601947193,2.06019472901,14.2934038294,2.0601947193,2.06019472901,2.14654321067,9.20689663886,29390939.867
9,0.36,-5.93774972616e-07,-7.18174229103e-07,3.48512987187,2.06685907405,2.0668590867,14.2993732051,2.06685907405,2.0668590867,2.15324298133,9.21654568295,29390027.6934
10,0.4,-6.04370898544e-07,-7.45280747784e-07,3.48504988901,2.07271045944,2.07271047551,14.3044733942,2.07271045944,2.0727104755,2.1589006653,9.22494716458,29389116.8139
11,0.44,-6.12147485516e-07,-7.70173585737e-07,3.48498400003,2.07783848342,2.0778385034,14.3088523835,2.07783848342,2.0778385034,2.16373890303,9.23226468515,29388206.5927
12,0.48,-6.17973261116e-07,-7.93742068006e-07,3.48493144671,2.08233436007,2.0823343845,14.3125913263,2.08233436007,2.0823343845,2.16784413804,9.23863003544,29387296.323
13,0.52,-6.23180904184e-07,-8.17340345589e-07,3.48488708652,2.08628464909,2.08628467853,14.3157535703,2.08628464909,2.08628467853,2.17131556447,9.24416144896,29386385.1386
14,0.56,-6.27521135778e-07,-8.40741513598e-07,3.4848494826,2.08976524528,2.08976528034,14.318466071,2.08976524528,2.08976528034,2.17429015468,9.24899829833,29385472.0568
15,0.6,-6.32031952214e-07,-8.65005359316e-07,3.48481847272,2.09284221452,2.09284225585,14.3207446973,2.09284221452,2.09284225585,2.17678490954,9.25321458385,29384555.9116
16,0.64,-6.36305367442e-07,-8.89743573541e-07,3.48479215499,2.09557213795,2.09557218626,14.3226854847,2.09557213795,2.09557218626,2.17890912122,9.25691490445,29383635.3203
17,0.68,-6.40720923454e-07,-9.15353188752e-07,3.48477221154,2.09800255861,2.09800261466,14.3243175207,2.09800255861,2.09800261466,2.18068015443,9.260161347,29382708.6625
18,0.72,-6.45388835736e-07,-9.41960547355e-07,3.48475783563,2.10017425625,2.10017432085,14.3256776666,2.10017425625,2.10017432085,2.1821404936,9.26301312185,29381774.001
19,0.76,-6.50046811544e-07,-9.69317592566e-07,3.48475042556,2.10212131679,2.10212139079,14.3268168678,2.10212131679,2.10212139079,2.18333133943,9.26552978771,29380829.0779
20,0.8,-6.55186250013e-07,-9.97927196493e-07,3.48475093087,2.10387287578,2.10387296005,14.327738059,2.10387287578,2.10387296005,2.18424900882,9.26774194743,29379871.2629
21,0.84,-6.60375376751e-07,-1.02736669929e-06,3.48476013462,2.10545369311,2.10545378855,14.3284861946,2.10545369311,2.10545378855,2.18493299878,9.26969683815,29378897.5618
22,0.88,-6.65967151475e-07,-1.05799634874e-06,3.48478011308,2.10688476061,2.10688486815,14.3290668149,2.10688476061,2.10688486815,2.18537437846,9.27141822185,29377904.6527
23,0.92,-6.71846193878e-07,-1.08970590412e-06,3.48481168866,2.10818428097,2.10818440155,14.3294990196,2.10818428097,2.10818440155,2.18558651419,9.27293385107,29376888.9521
24,0.96,-6.77950294987e-07,-1.12243538792e-06,3.48485696469,2.10936771562,2.10936785021,14.3298038284,2.10936771562,2.10936785021,2.18557576411,9.27426969713,29375846.7611
25,1,-6.84534012005e-07,-1.1564385019e-06,3.48491728359,2.11044856818,2.11044871779,14.3299817032,2.11044856818,2.11044871779,2.18533322975,9.2754394946,29374774.4328
26,1.04,-6.91304542637e-07,-1.19141913942e-06,3.48499406208,2.11143852003,2.1114386857,14.3300582911,2.11143852003,2.1114386857,2.18487467835,9.27646774841,29373668.6035
27,1.08,-6.98569807924e-07,-1.22767960878e-06,3.48508888462,2.11234772466,2.11234790749,14.3300359041,2.11234772466,2.11234790749,2.18419137038,9.27736576812,29372526.4392
28,1.12,-7.06164634583e-07,-1.26504660827e-06,3.48520237682,2.11318516948,2.11318537059,14.3299318653,2.11318516948,2.11318537059,2.18329625792,9.27815120269,29371345.878
29,1.16,-7.14164183622e-07,-1.30358551453e-06,3.48533562025,2.11395866207,2.11395888264,14.3297621058,2.11395866207,2.11395888264,2.18219771996,9.27883982524,29370125.8617
30,1.2,-7.22675418189e-07,-1.34339317438e-06,3.48548865315,2.11467518832,2.11467542956,14.3295361118,2.11467518832,2.11467542956,2.18090496058,9.27944336486,29368866.4967
