step,time_au,e_ss,e_pp,e_ps,e_sb,e_pb,e_bb,e_hartree_check,e_external_check,norm_wp,norm_total
0,0,-217.076138318,0.742302528323,-12.309912831,431.830598261,12.3099138837,-214.717785708,-228.643748621,444.140512145,1,101
1,0.04,-217.076138126,0.73180146092,-12.2379924846,431.830598072,12.2379910104,-214.717785708,-228.58232915,444.068589082,0.999968335838,100.999968333
2,0.08,-217.076138118,0.702878762203,-12.1660855687,431.830598067,12.1660772308,-214.717785708,-228.539344924,443.996675298,0.999936734319,100.999936729
3,0.12,-217.076138293,0.661121884865,-12.0941932826,431.830598249,12.0941737307,-214.717785708,-228.509209691,443.92477198,0.999905211106,100.999905203
4,0.16,-217.076138653,0.612678877942,-12.0223163752,431.83059862,12.0222812442,-214.717785708,-228.48577615,443.852879864,0.999873776892,100.999873766
5,0.2,-217.076139197,0.562653543338,-11.950454712,431.830599182,11.9503996204,-214.717785708,-228.463940365,443.780998802,0.999842435895,100.999842423
6,0.24,-217.076139926,0.514379603469,-11.8786077632,431.83059994,11.8785283116,-214.717785708,-228.440368085,443.709128252,0.999811185565,100.99981117
7,0.28,-217.07614084,0.46960339093,-11.8067748761,431.830600899,11.8066666447,-214.717785708,-228.413312325,443.637267544,0.999780020971,100.999780003
8,0.32,-217.076141941,0.429023350814,-11.7349551015,431.830602065,11.7348136484,-214.717785708,-228.382073692,443.565415713,0.99974893133,100.999748911
9,0.36,-217.07614323,0.3926999174,-11.6631476993,431.830603444,11.662968557,-214.717785708,-228.346591012,443.493572001,0.999717903245,100.999717881
10,0.4,-217.076144708,0.360374338361,-11.5913518814,431.830605045,11.5911305539,-214.717785708,-228.307122251,443.421735599,0.999686919177,100.999686894
11,0.44,-217.076146376,0.331658166247,-11.5195669715,431.830606878,11.5192989295,-214.717785708,-228.264055181,443.349905807,0.999655957506,100.999655931
12,0.48,-217.076148238,0.306127939493,-11.4477923598,431.830608952,11.4474730363,-214.717785708,-228.217812658,443.278081989,0.999624994184,100.999624965
13,0.52,-217.076150295,0.283380453448,-11.3760273922,431.830611281,11.3756521759,-214.717785708,-228.168797234,443.206263457,0.999593999745,100.999593969
14,0.56,-217.076152553,0.263050303227,-11.3042714451,431.830613877,11.3038356736,-214.717785708,-228.117373695,443.13444955,0.999562940768,100.999562908
15,0.6,-217.076155015,0.244816761897,-11.2325237895,431.830616756,11.2320227399,-214.717785708,-228.063862043,443.062639496,0.999531777585,100.999531743
16,0.64,-217.076157688,0.228403531003,-11.1607836223,431.830619935,11.1602125006,-214.717785708,-228.00853778,442.990832436,0.999500463169,100.999500427
17,0.68,-217.07616058,0.213573433934,-11.0890500117,431.830623435,11.0884039391,-214.717785708,-227.951637158,442.919027375,0.999468942394,100.999468904
18,0.72,-217.0761637,0.200124573247,-11.0173218567,431.830627279,11.0165958539,-214.717785708,-227.893360983,442.847223133,0.999437149371,100.999437109
19,0.76,-217.07616706,0.187884709083,-10.94559789,431.830631491,10.9447868567,-214.717785708,-227.833880241,442.775418347,0.999405007295,100.999404966
20,0.8,-217.076170675,0.176706858276,-10.8738766317,431.830636101,10.8729753219,-214.717785708,-227.773340449,442.703611423,0.999372426694,100.999372383
21,0.84,-217.076174565,0.166465521251,-10.8021564096,431.830641144,10.8011594015,-214.717785708,-227.711865453,442.631800546,0.999339305716,100.999339261
22,0.88,-217.076178751,0.157052944346,-10.7304353693,431.830646659,10.7293370281,-214.717785708,-227.649561176,442.559983687,0.999305531371,100.999305485
23,0.92,-217.076183262,0.148376584582,-10.6587115223,431.83065269,10.6575059538,-214.717785708,-227.5865182,442.488158644,0.999270981756,100.999270934
24,0.96,-217.076188133,0.140356525485,-10.5869828316,431.830659289,10.5856638265,-214.717785708,-227.522814439,442.416323116,0.999235531059,100.999235481
25,1,-217.076193405,0.13292354745,-10.5152473174,431.830666517,10.5138082821,-214.717785708,-227.458517175,442.344474799,0.999199055222,100.999199004
26,1.04,-217.076199129,0.126017533763,-10.4435032046,431.830674443,10.4419370777,-214.717785708,-227.393684799,442.27261152,0.999161439835,100.999161387
27,1.08,-217.076205363,0.1195859842,-10.3717490828,431.830683146,10.3700482331,-214.717785708,-227.328368462,442.200731379,0.999122588488,100.999122534
28,1.12,-217.07621218,0.113582987893,-10.2999840777,431.830692719,10.2981401827,-214.717785708,-227.26261327,442.128832902,0.999082431054,100.999082376
29,1.16,-217.076219665,0.107968188013,-10.228208017,431.830703269,10.2262119172,-214.717785708,-227.196459494,442.056915186,0.999040931528,100.999040875
30,1.2,-217.076227915,0.102706013572,-10.1564215754,431.830714915,10.1542631052,-214.717785708,-227.129943477,441.984978021,0.998998093539,100.998998035
31,1.24,-217.076237047,0.0977650240917,-10.0846263895,431.830727799,10.0822941812,-214.717785708,-227.063098412,441.91302198,0.998953964018,100.998953904
32,1.28,-217.076247194,0.0931173020928,-10.0128251339,431.830742077,10.0103063991,-214.717785708,-226.995955026,441.841048476,0.998908633717,100.998908573
33,1.32,-217.076258511,0.088738026547,-9.94102155439,431.830757929,9.9383018475,-214.717785708,-226.928542039,441.769059776,0.998862234795,100.998862173
34,1.36,-217.076271174,0.0846050297604,-9.86922045761,431.830775558,9.86628343208,-214.717785708,-226.860886601,441.69705899,0.998814935869,100.998814872
35,1.4,-217.076285382,0.0806984733088,-9.79742767144,431.830795192,9.79425484735,-214.717785708,-226.79301458,441.62505004,0.998766934399,100.99876687
36,1.44,-217.076301361,0.0770005580657,-9.725649976,431.830817086,9.72222054331,-214.717785708,-226.724950779,441.55303763,0.998718448157,100.998718382
37,1.48,-217.076319364,0.073495256065,-9.65389503362,431.830841523,9.65018572386,-214.717785708,-226.656719142,441.481027247,0.99866970594,100.998669639
38,1.52,-217.076339674,0.070168120499,-9.58217131875,431.830868818,9.57815638189,-214.717785708,-226.588342872,441.409025199,0.998620938778,100.99862087
39,1.56,-217.076362602,0.067006079457,-9.51048805308,431.830899315,9.50613937609,-214.717785708,-226.519844576,441.337038691,0.998572371932,100.998572302
40,1.6,-217.076388495,0.0639972892456,-9.43885515586,431.830933395,9.43414255152,-214.717785708,-226.451246361,441.265075946,0.99852421731,100.998524147
41,1.64,-217.076417729,0.0611309952106,-9.36728318706,431.830971471,9.36217486407,-214.717785708,-226.382569921,441.193146335,0.998476666955,100.998476595
42,1.68,-217.076450718,0.0583974038193,-9.29578331146,431.831013993,9.29024651165,-214.717785708,-226.313836625,441.121260505,0.998429887371,100.998429814
43,1.72,-217.076487911,0.0557875916018,-9.22436727522,431.831061448,9.21836903244,-214.717785708,-226.245067594,441.049430481,0.998384015872,100.998383942
44,1.76,-217.076529794,0.0532934009588,-9.15304740325,431.831114362,9.1465553502,-214.717785708,-226.176283796,440.977669712,0.998339159292,100.998339084
45,1.8,-217.076576894,0.0509073687736,-9.08183662481,431.831173297,9.0748197561,-214.717785708,-226.10750615,440.905993054,0.998295394573,100.998295318
46,1.84,-217.076629774,0.0486226540478,-9.01074848472,431.831238861,9.00317778541,-214.717785708,-226.038755605,440.834416646,0.998252770735,100.998252693
47,1.88,-217.076689044,0.0464329718555,-8.93979715286,431.831311699,8.93164602576,-214.717785708,-225.970053225,440.762957725,0.998211310748,100.998211232
48,1.92,-217.076755353,0.0443325462564,-8.86899741028,431.831392502,8.86024187913,-214.717785708,-225.901420217,440.691634382,0.998171013581,100.998170934
49,1.96,-217.076829394,0.0423160534656,-8.79836462246,431.831482006,8.78898334017,-214.717785708,-225.832877963,440.620465347,0.998131856826,100.998131776
50,2,-217.076911907,0.0403785842996,-8.72791472814,431.831580992,8.71788886474,-214.717785708,-225.764448051,440.549469857,0.99809380025,100.998093719
51,2.04,-217.077003679,0.0385156037748,-8.65766420934,431.831690287,8.64697731446,-214.717785708,-225.696152284,440.478667602,0.998056790212,100.998056708
52,2.08,-217.07710554,0.0367229143771,-8.5876300595,431.831810767,8.5762679827,-214.717785708,-225.628012685,440.40807875,0.998020763371,100.99802068
53,2.12,-217.077218372,0.0349966300505,-8.51782972177,431.831943356,8.50578063258,-214.717785708,-225.560051464,440.337723989,0.997985649168,100.997985565
54,2.16,-217.077343104,0.033333143561,-8.44828100156,431.832089025,8.4355354961,-214.717785708,-225.492290962,440.267624521,0.997951371215,100.997951286
55,2.2,-217.07748071,0.0317291057809,-8.37900199669,431.832248793,8.36555323189,-214.717785708,-225.424753601,440.197802025,0.997917848596,100.997917762
56,2.24,-217.077632216,0.0301814025476,-8.31001102446,431.83242373,8.29585480358,-214.717785708,-225.357461838,440.128278533,0.997884998046,100.997884911
57,2.28,-217.077798696,0.0286871337781,-8.24132657158,431.832614949,8.22646132259,-214.717785708,-225.290438134,440.059076271,0.997852736231,100.997852648
58,2.32,-217.077981268,0.0272435989252,-8.17296723698,431.832823614,8.15739386856,-214.717785708,-225.223704906,439.990217483,0.997820981319,100.997820892
59,2.36,-217.078181101,0.0258482781681,-8.10495165374,431.833050935,8.08867332073,-214.717785708,-225.157284477,439.921724256,0.997789653299,100.997789563
60,2.4,-217.078399409,0.0244988208763,-8.03729842819,431.833298169,8.02032026616,-214.717785708,-225.091199016,439.853618435,0.997758673726,100.997758582
61,2.44,-217.07863745,0.0231930321592,-7.97002608113,431.833566617,7.95235496658,-214.717785708,-225.025470499,439.785921584,0.997727966268,100.997727874
62,2.48,-217.07889653,0.0219288605726,-7.90315302192,431.833857625,7.8847973854,-214.717785708,-224.960120691,439.71865501,0.997697458053,100.997697365
63,2.52,-217.079177995,0.0207043890672,-7.83669753332,431.834172582,7.81766721633,-214.717785708,-224.895171139,439.651839798,0.997667081215,100.997666987
64,2.56,-217.079483235,0.0195178228776,-7.77067773994,431.834512918,7.75098386306,-214.717785708,-224.830643152,439.585496781,0.9976367736,100.997636679
65,2.6,-217.07981368,0.0183674812489,-7.70511158591,431.834880106,7.68476639697,-214.717785708,-224.766557784,439.519646502,0.997606478703,100.997606383
66,2.64,-217.080170799,0.0172517872035,-7.64001680474,431.835275653,7.61903349649,-214.717785708,-224.702935817,439.45430915,0.997576145875,100.997576049
67,2.68,-217.0805561,0.016169257612,-7.57541090916,431.835701107,7.55380342129,-214.717785708,-224.639797752,439.389504528,0.997545731262,100.997545634
68,2.72,-217.080971124,0.0151184945789,-7.51131118912,431.83615805,7.48909402216,-214.717785708,-224.577163819,439.325252072,0.997515199179,100.997515101
