trial,launch_z,standoff_bohr,k0,sigma_wp,removed_percent,sum_overlap_sq,max_overlap,closure_residual_rel,accept,centroid_z_cpp,density_std_z_cpp,mean_pz_cpp,sigma_pz2_cpp,mean_kz,std_kz,skewness,excess_kurtosis,r2_analytic,r2_bestfit,l1_residual_analytic,expected_mean_kz,expected_std_kz
zm14p0_k20,-14.0,1.5,2.0,0.5,0.108556991946,0.00108557004448,0.012404783538,1.09062402594e-13,True,-13.9946104288,0.468358684377,2.00191072704,1.9989771497,2.001910727043155,1.4138518839309526,-0.0070199866396419815,0.02769761483597888,0.999947401725487,0.9999503119724736,0.003739018532217883,2.0,1.414213562373095
regression_z24,-24.0,11.5,2.0,0.5,2.37185598384e-05,2.37185733213e-07,0.000369156485538,2.64707356497e-10,True,-23.9999976394,0.353721120585,1.99979060657,2.00073367938,1.999790606565456,1.414472933419359,-0.004963052226603572,0.022129568609224215,0.9999999928562473,0.9999999399256678,4.0559584593217485e-05,2.0,1.414213562373095
