v,t_in,t_out,norm_at_slab_exit,norm_end,aliasing_sigma_pz2_pct,S_13,S_14,S_23,S_24,broadening_S13_minus_S23,E_deposit_raw_eV,E_deposit_corrected_eV,S_deposit_raw,S_deposit_corrected,norm_final,t_final_au,steps_done,steps_target,complete,S_13_localised,S_14_localised,S_23_localised,S_24_localised
2.0,5.75,18.25,0.651110963816,0.106130978418,0.046226998938303517,3.896031654231489,2.7753623044505775,2.454097587623767,1.764984537780054,1.4419340666077218,61.56454681780269,7.985952557312885,2.4625818727121076,0.3194381022925154,0.106130978418,144.92,3623,3623,True,-0.482682629168133,-0.48262443869660254,-0.20442521229405633,-0.20440300424739816
2.5,4.6,14.6,0.70886526427,0.0693297061339,0.26057897219349263,3.3661087489831436,2.7396030961711393,2.3885851383601944,1.9550170574626164,0.9775236106229492,61.86989215143694,5.961861427724216,2.474795686057478,0.23847445710896864,0.0693297061339,115.92,2898,2898,True,-0.3667767214641016,-0.3666583408828085,-0.13228713177425505,-0.13224613805084942
3.0,3.83,12.17,0.756722477592,0.0397799286367,1.239320775067543,2.8603773087579967,2.52992226196724,2.1707969669356872,1.9265132607610596,0.6895803418223094,60.89693345508749,4.292997299232411,2.4358773382034995,0.17171989196929643,0.0397799286367,96.6,2415,2415,True,-0.2629145824620242,-0.2629289564102256,-0.07238299616138427,-0.07238692994717497
3.5,3.29,10.43,0.796883912143,0.0210422431382,5.059177882373978,2.377177598936646,2.2177252161269942,1.8794185880691152,1.756938566999711,0.49775901086753094,60.373931190463736,3.1677134872788884,2.4149572476185495,0.12670853949115554,0.0210422431382,82.8,2070,2070,True,-0.15138032485641276,-0.15165257097150545,-0.04937613227585657,-0.049458464658562316
