v,t_in,t_out,norm_at_slab_exit,norm_end,aliasing_sigma_pz2_pct,S_13,S_14,S_23,S_24,broadening_S13_minus_S23,E_deposit_raw_eV,E_deposit_corrected_eV,S_deposit_raw,S_deposit_corrected,norm_final,t_final_au,steps_done,steps_target,complete,S_13_localised,S_14_localised,S_23_localised,S_24_localised
2.0,5.75,18.25,0.997866016937,3.42845201012e-05,1.1102230246251569e-14,0.2269439925607267,0.22656854204109275,0.24864721198732656,0.24821842576303133,-0.021703219426599862,17.54555425534727,8.881420551206247,0.7018221702138908,0.3552568220482499,3.42845201012e-05,144.92,3623,3623,True,-0.12146887395881138,-0.12146729410163712,-0.052229171939197294,-0.052228636843403314
2.5,4.6,14.6,0.999812380322,7.39656222054e-07,2.2204460492503137e-14,0.1811806673222812,0.1810805056949914,0.22551822038076,0.2253863848660785,-0.04433755305847881,18.388561132939685,8.979305786648183,0.7355424453175874,0.3591722314659273,7.39656222054e-07,115.92,2898,2898,True,-0.16782095752194953,-0.16781841281092033,-0.10520261906030126,-0.10520119173168403
3.0,3.83,12.17,0.99997625168,1.07911622574e-08,2.2204460492503137e-14,0.13681932667441557,0.1367852548059101,0.19229176928623387,0.1922406816618509,-0.0554724426118183,20.16493181999158,7.289950700735972,0.8065972727996632,0.29159802802943885,1.07911622574e-08,96.6,2415,2415,True,-0.22555946875407726,-0.2255551942746054,-0.16807094143923254,-0.16806786694153444
3.5,3.29,10.43,0.999944583293,1.16408262473e-09,1.1102230246251569e-14,0.10137016349116833,0.10135545098155048,0.1618709671728739,0.16184585797466794,-0.06050080368170556,95.8077237240077,5.462087282559878,3.832308948960308,0.2184834913023951,1.16408262473e-09,82.8,2070,2070,True,-0.26270925469487155,-0.2627017584064626,-0.21014524379120456,-0.21013929831956837
