v,t_in,t_out,norm_at_slab_exit,norm_end,aliasing_sigma_pz2_pct,S_13,S_14,S_23,S_24,broadening_S13_minus_S23,E_deposit_raw_eV,E_deposit_corrected_eV,S_deposit_raw,S_deposit_corrected,norm_final,t_final_au,steps_done,steps_target,complete,S_13_localised,S_14_localised,S_23_localised,S_24_localised
2.0,5.75,18.25,0.999898465665,1.37494445009e-05,2.498001805406603e-14,0.2509752544820699,0.25081048188512683,0.28135941743696186,0.2811716084784019,-0.030384162954891936,17.18033200478385,10.792777668666531,0.687213280191354,0.43171110674666124,1.37494445009e-05,144.92,3623,3623,True,-0.09563786226763774,-0.09563477111538016,-0.07715739999904335,-0.07715496248510952
2.5,4.6,14.6,0.999956491535,1.44546067976e-07,2.498001805406603e-14,0.20186063611690575,0.20180587264359792,0.23888412290329444,0.23881830896033565,-0.0370234867863887,17.897506320156026,10.028558327944666,0.715900252806241,0.40114233311778663,1.44546067976e-07,115.92,2898,2898,True,-0.15315802551695148,-0.15315267055858012,-0.13565696179168324,-0.13565225878373594
3.0,3.83,12.17,0.999957755083,6.20740410876e-09,2.498001805406603e-14,0.1571508101551745,0.15712787115442867,0.19422492341640138,0.19419621636631418,-0.03707411326122689,16.423243768420434,7.632164348427068,0.6569297507368174,0.3052865739370827,6.20740410876e-09,96.6,2415,2415,True,-0.21328352276521503,-0.21327604416517754,-0.19722951429992222,-0.19722261728939666
3.5,3.29,10.43,0.99993504509,1.3819202345e-09,2.498001805406603e-14,0.12305889991609142,0.12304655135030454,0.15775486467062944,0.15773889170461275,-0.03469596475453801,76.71403417471538,5.531426453302629,3.0685613669886154,0.22125705813210517,1.3819202345e-09,82.8,2070,2070,True,-0.2510133384528234,-0.25100378267819873,-0.23669885707850805,-0.23668985235391138
