# wp_state_index=73  write_every=1
step,time_au,x_mean,y_mean,z_mean,x2_mean,y2_mean,z2_mean,sigma_x2,sigma_y2,sigma_z2,norm_check,x_mean_circ,y_mean_circ,z_mean_circ,R_x,R_y,R_z,sigma_x_circ,sigma_y_circ,sigma_z_circ
0,0,-1.03620848428e-08,-8.17814398964e-09,-23.999998673,0.125004088543,0.125004086982,576.124969651,0.125004088543,0.125004086982,0.125033348333,1,-9.66292386054e-10,6.6867697863e-10,-23.9999993492,0.997987785426,0.997987785428,0.999658490073,0.353556621877,0.353556621694,0.353584163655
1,0.04,-1.04053007897e-08,-8.44909986251e-09,-23.880157807,0.128330315285,0.128330313713,570.390329855,0.128330315285,0.128330313713,0.128392969707,0.999984566046,-1.00508739187e-09,4.00346984038e-10,-23.8801589538,0.997934295233,0.997934295236,0.999649343955,0.358229852277,0.358229852089,0.358288441249
2,0.08,-1.05445686589e-08,-9.29946106673e-09,-23.7603218606,0.138307328928,0.138307327361,564.691354166,0.138307328928,0.138307327361,0.138459245863,0.999969154046,-1.11783755316e-09,-4.25093601846e-10,-23.7603239547,0.997773868748,0.99777386875,0.999621940418,0.371895120959,0.371895120791,0.372027663
3,0.12,-1.08010682519e-08,-1.07655171914e-08,-23.6404928547,0.154942987459,0.154942985916,559.028145366,0.154942987459,0.154942985916,0.155242952421,0.999953767239,-1.31052626175e-09,-1.82875731727e-09,-23.6404963025,0.997506431171,0.997506431172,0.999576252,0.393626992074,0.393626991952,0.393870905867
4,0.16,-1.11722508309e-08,-1.28603477538e-08,-23.520671566,0.178248925762,0.178248924266,553.400752154,0.178248925762,0.178248924266,0.17876123776,0.999938412282,-1.58940480049e-09,-3.83252920226e-09,-23.5206767058,0.997131881286,0.997131881287,0.999512236037,0.422195412683,0.422195412631,0.422582861578
5,0.2,-1.16518046175e-08,-1.55938278252e-08,-23.4008572084,0.208238515414,0.208238513995,547.809149855,0.208238515414,0.208238513995,0.209031765137,0.999923097174,-1.96100042852e-09,-6.4590932437e-09,-23.4008642953,0.996650124502,0.996650124501,0.999429848983,0.456332839835,0.456332839877,0.456889234205
6,0.24,-1.22474838554e-08,-1.89904030903e-08,-23.2810486919,0.244925298226,0.244925296924,542.253297703,0.244925298226,0.244925296924,0.246069506398,0.999907828379,-2.43211889793e-09,-9.73194023143e-09,-23.2810578834,0.996061098228,0.996061098226,0.999329054523,0.494901891248,0.494901891409,0.49564478072
7,0.28,-1.29732084032e-08,-2.30811524656e-08,-23.1612447932,0.28832202403,0.288322022896,536.733147256,0.28832202403,0.288322022896,0.289886884908,0.999892610441,-3.00984901099e-09,-1.36753854761e-08,-23.1612561357,0.995364787403,0.995364787398,0.999209823257,0.536960376578,0.536960376888,0.537900560993
8,0.32,-1.38371375627e-08,-2.78919213694e-08,-23.0414444009,0.338440189346,0.338440188445,531.248652395,0.338440189346,0.338440188445,0.340492316669,0.999877443473,-3.70158487117e-09,-1.83145918548e-08,-23.0414578253,0.994561231899,0.99456123189,0.999072137062,0.581761924622,0.581761925112,0.582903616277
9,0.36,-1.48428726945e-08,-3.34446031862e-08,-22.9216468199,0.395289915909,0.395289915325,525.799785967,0.395289915909,0.395289915325,0.397893029409,0.999862325386,-4.51504940791e-09,-2.36755850035e-08,-22.9216621456,0.99365052843,0.993650528415,0.998915982386,0.628728549332,0.628728550041,0.630071700145
10,0.4,-1.60005185873e-08,-3.97681590025e-08,-22.8018514353,0.458879980615,0.458879980448,520.386522705,0.458879980615,0.458879980448,0.462093828334,0.999847250915,-5.45831038088e-09,-2.97852752014e-08,-22.8018683694,0.992632829985,0.992632829964,0.99874135314,0.677416649652,0.677416650622,0.678957720479
11,0.44,-1.73282789304e-08,-4.6900086942e-08,-22.6820578944,0.529217983054,0.52921798343,515.008848633,0.529217983054,0.52921798343,0.533098307691,0.99983221257,-6.53978915938e-09,-3.66714923494e-08,-22.6820760437,0.991508343025,0.991508342995,0.99854824825,0.727486006229,0.727486007508,0.729218959522
12,0.48,-1.88396421454e-08,-5.48736019313e-08,-22.5622659229,0.606310483374,0.606310484444,509.66675296,0.606310483374,0.606310484444,0.610909385887,0.999817201583,-7.76826753078e-09,-4.43630187358e-08,-22.5622847958,0.990277325112,0.990277325071,0.998336669668,0.778674554967,0.778674556611,0.780591877416
13,0.52,-2.05367302595e-08,-6.37111573453e-08,-22.4424752864,0.690163144911,0.690163146856,504.360225259,0.690163144911,0.690163146856,0.695528279593,0.999802207062,-9.15288759119e-09,-5.2889607e-08,-22.4424943025,0.98894008244,0.988940082385,0.998106625247,0.830778989673,0.830778991744,0.832871649002
14,0.56,-2.24216231522e-08,-7.34359061091e-08,-22.3226858066,0.780780861278,0.780780864312,499.089257629,0.780780861278,0.780780864312,0.786956008804,0.999787217124,-1.07031372622e-08,-6.22819966515e-08,-22.3227043058,0.987496967585,0.987496967513,0.997858124978,0.883640224692,0.883640227258,0.885898318247
15,0.6,-2.45113597496e-08,-8.40865765407e-08,-22.2028972728,0.878167860384,0.878167864758,493.853839462,0.878167860384,0.878167864758,0.885192155966,0.99977221795,-1.24288397157e-08,-7.25719339447e-08,-22.2029145202,0.985948377613,0.98594837752,0.997591183536,0.937132615112,0.937132618249,0.939545263308
16,0.64,-2.68320253703e-08,-9.57113106933e-08,-22.0831094731,0.982327809397,0.982327815406,488.653959519,0.982327809397,0.982327815406,0.990235518851,0.999757193844,-1.43401647587e-08,-8.37921718381e-08,-22.0831246733,0.984294752139,0.984294752019,0.997305819243,0.991155993778,0.991155997571,0.993711385924
17,0.68,-2.93980950735e-08,-1.08346982125e-07,-21.9633221583,1.09326388993,1.09326389791,483.489604307,1.09326388993,1.09326389791,1.10208407958,0.999742127011,-1.64476576772e-08,-9.5976449632e-08,-21.9633344615,0.982536571853,0.982536571703,0.99700205346,1.04562975968,1.04562976422,1.0483152473
18,0.72,-3.22088259479e-08,-1.22015805976e-07,-21.8435350321,1.21097887165,1.210978882,478.360757091,1.21097887165,1.210978882,1.22073439185,0.999726996776,-1.87622646837e-08,-1.0915947783e-07,-21.8435435492,0.980674357055,0.980674356868,0.996679912472,1.10048847576,1.10048848116,1.10329028844
19,0.76,-3.5269389407e-08,-1.36746514998e-07,-21.7237477505,1.3354751712,1.33547518437,473.267398704,1.3354751712,1.33547518437,1.34618237783,0.999711779738,-2.1295355871e-08,-1.23376929945e-07,-21.7237515677,0.978708666399,0.978708666167,0.996339425474,1.15567856184,1.1556785682,1.15858187775
20,0.8,-3.8607460521e-08,-1.52590605343e-07,-21.6039599036,1.46675489947,1.46675491598,468.209505894,1.46675489947,1.46675491598,1.47842237736,0.999696449143,-2.40587467024e-08,-1.38665427286e-07,-21.6039580957,0.976640095813,0.976640095529,0.995980626475,1.2111557902,1.21115579765,1.21414447943
21,0.84,-4.22574482608e-08,-1.69606212113e-07,-21.4841710172,1.60481990792,1.60481992834,463.187051945,1.60481990792,1.60481992834,1.61744764745,0.999680975072,-2.70647152143e-08,-1.55062512561e-07,-21.4841626699,0.974469277417,0.974469277071,0.995603553568,1.26688337663,1.26688338531,1.26993988406
22,0.88,-4.623365292e-08,-1.87831355833e-07,-21.364380548,1.74967182049,1.74967184548,458.20000634,1.74967182049,1.74967184548,1.76325014057,0.999665324702,-3.03260078724e-08,-1.72606626002e-07,-21.3643647737,0.972196878652,0.972196878236,0.99520824884,1.32283050775,1.32283051779,1.32593575836
23,0.92,-5.05337896715e-08,-2.07287804131e-07,-21.2445878852,1.90131206677,1.90131209708,453.248334689,1.90131206677,1.90131209708,1.91582027688,0.999649462783,-3.38558407069e-08,-1.91337083789e-07,-21.2445638484,0.96982360138,0.969823600881,0.994794759292,1.37897119984,1.37897121141,1.3821043866
24,0.96,-5.51707902995e-08,-2.2801284293e-07,-21.1247923576,2.05974190716,2.05974194359,448.331999659,2.05974190716,2.05974194359,2.07514750703,0.999633352903,-3.7667901645e-08,-2.11294050879e-07,-21.124759298,0.967350181089,0.967350180496,0.994363135301,1.4352834045,1.43528341775,1.43842200288
25,1,-6.01872447043e-08,-2.50073197542e-07,-21.0049932502,2.22496245428,2.22496249776,443.450961267,2.22496245428,2.22496249776,2.24121982786,0.999616958713,-4.17763530567e-08,-2.32518501572e-07,-21.0049505043,0.964777386148,0.964777385447,0.993913431421,1.49174830264,1.49174831777,1.49486797478
26,1.04,-6.56270248504e-08,-2.73536281389e-07,-20.8851898187,2.39697469419,2.39697474572,438.60517825,2.39697469419,2.39697474572,2.41402448627,0.999600245853,-4.61958324117e-08,-2.55052179846e-07,-20.8851368473,0.96210601705,0.962106016225,0.993445705023,1.5483497443,1.54834976149,1.55142441345
