theory,t,sigma_ratio_vs_reference,excess_width_pct,E_PP_start_eV,E_PP_end_eV,E_PP_released_eV,excess_var_energy_eV
hartree,30.0,1.4364289927148304,43.64289927148304,2.1814493738283804,0.3741333444105884,1.8073160294177921,1.8073159938851637
lda,30.0,1.0787987807167947,7.879878071679469,2.1814493738283804,0.6550005344872999,1.5264488393410804,0.21903636309739727
sic_h,30.0,0.5548823452480605,-44.511765475193954,2.1814493738283804,1.8497527301750412,0.3316966436533393,-0.28134637294342757
sic_pzrun,30.0,1.0000000163732654,1.6373265410152271e-06,2.1814493738283804,0.7575391889334574,1.4239101848949232,2.859918055020394e-05
xc part (lda - hartree),30.0,,-35.76302119980357,,,,-1.5882796307877665
