# wp_state_index=73  write_every=1
step,time_au,x_mean,y_mean,z_mean,x2_mean,y2_mean,z2_mean,sigma_x2,sigma_y2,sigma_z2,norm_check,x_mean_circ,y_mean_circ,z_mean_circ,R_x,R_y,R_z,sigma_x_circ,sigma_y_circ,sigma_z_circ
0,0,-3.44929277953e-08,-3.04225045422e-08,-23.9999952797,0.125015950136,0.125015948732,576.124892056,0.125015950136,0.125015948732,0.125118631148,1,-1.91636765998e-09,1.29030106007e-09,-23.9999976394,0.997987666692,0.997987666699,0.999658335974,0.353567063316,0.353567062769,0.353663942123
1,0.04,-3.45380734583e-08,-3.06783135856e-08,-23.9200070579,0.128341824206,0.128341822772,572.295182108,0.128341824206,0.128341822772,0.128444459529,0.999996590629,-1.9573113233e-09,1.03495398116e-09,-23.9200094364,0.997934182168,0.997934182174,0.999649253602,0.358239666083,0.358239665518,0.358334606461
2,0.08,-3.46788439565e-08,-3.15082312343e-08,-23.8400199663,0.138320711608,0.138320710159,568.484974011,0.138320711608,0.138320710159,0.138422019393,0.999993186444,-2.07068910989e-09,2.29103934886e-10,-23.8400223987,0.997773725511,0.997773725518,0.999622009072,0.371907098635,0.371907098086,0.371993875558
3,0.12,-3.49361182011e-08,-3.29430148275e-08,-23.7600346088,0.154960319541,0.154960318094,564.694304409,0.154960319541,0.154960318094,0.155059798622,0.999989787529,-2.26069627826e-09,-1.1413415392e-09,-23.7600371308,0.997506224382,0.997506224388,0.999576581284,0.393643333643,0.393643333142,0.393717810072
4,0.16,-3.53010995675e-08,-3.49839798288e-08,-23.6800512032,0.178272074064,0.178272072641,560.923195644,0.178272074064,0.178272072641,0.178370658479,0.999986395935,-2.53165501126e-09,-3.09081016795e-09,-23.6800538488,0.997131580992,0.997131580998,0.999512938064,0.422217545991,0.422217545565,0.422278570975
5,0.2,-3.57628684511e-08,-3.76305665949e-08,-23.6000693816,0.208269288496,0.208269287125,557.171643687,0.208269288496,0.208269287125,0.20836887135,0.999983016264,-2.88802195267e-09,-5.63407334651e-09,-23.600072178,0.996649701786,0.996649701791,0.999431043997,0.456361679285,0.456361678962,0.456410035927
6,0.24,-3.63336923844e-08,-4.0905568945e-08,-23.520088702,0.244965610653,0.244965609371,553.439640777,0.244965610653,0.244965609371,0.245068227418,0.999979653035,-3.33438821619e-09,-8.78624251987e-09,-23.5200916655,0.996060522609,0.996060522612,0.999330865672,0.494938123139,0.494938122943,0.494975133199
7,0.28,-3.70324066045e-08,-4.4838470612e-08,-23.4401088286,0.288374010061,0.288374008915,549.727183175,0.288374010061,0.288374008915,0.288481277279,0.99997630929,-3.87547543094e-09,-1.25627667005e-08,-23.440111963,0.995364025046,0.995364025047,0.999212373914,0.537004634619,0.537004634575,0.537031356671
8,0.32,-3.78590111176e-08,-4.94401354963e-08,-23.3601296115,0.338506250345,0.338506249396,546.034274712,0.338506250345,0.338506249396,0.338619244567,0.99997298628,-4.51613683414e-09,-1.6979435354e-08,-23.3601329093,0.994560244909,0.994560244906,0.999075544248,0.581814853531,0.58181485367,0.581831901633
9,0.36,-3.88019239071e-08,-5.47101492302e-08,-23.2801509915,0.395372731839,0.395372731162,542.360922368,0.395372731839,0.395372731162,0.395492180537,0.999969683949,-5.26137389315e-09,-2.20523828146e-08,-23.2801544346,0.993649274715,0.993649274708,0.998920356524,0.628790816182,0.628790816535,0.628798520579
