# wp_state_index=73  write_every=1
step,time_au,px_mean,py_mean,pz_mean,px2_mean,py2_mean,pz2_mean,sigma_px2,sigma_py2,sigma_pz2,e_kin_ha,norm_check
0,0,-1.34593609711e-07,-1.33781647447e-07,1.99979060657,2.0000081198,2.00000811962,5.99989614948,2.0000081198,2.00000811962,2.00073367938,4.99995619445,29398320.8643
1,0.04,-4.05748082892e-07,-4.16775724559e-07,1.99977939889,2.00209986946,2.0020998694,6.00195702535,2.00209986946,2.0020998694,2.00283938112,5.0030783821,29398220.6346
2,0.08,-8.4277737136e-07,-8.6588979736e-07,1.99975739035,2.00787321078,2.00787321109,6.00767862931,2.00787321078,2.00787321109,2.00864900903,5.01171252559,29398120.5572
3,0.12,-9.68028672058e-07,-1.00347616444e-06,1.99972519947,2.01610732085,2.0161073218,6.0158309834,2.01610732085,2.0161073218,2.01693011002,5.02402281302,29398020.6348
4,0.16,-8.27726369984e-07,-8.75764414646e-07,1.99969678437,2.02550984036,2.02550984222,6.02520021966,2.02550984036,2.02550984222,2.02641299022,5.03810995112,29397920.9277
5,0.2,-6.73417775785e-07,-7.34306936442e-07,1.9996793895,2.03508838168,2.03508838475,6.0347892152,2.03508838168,2.03508838475,2.0360715544,5.05248299082,29397821.571
6,0.24,-6.01344249731e-07,-6.75350065472e-07,1.99967091576,2.04422614585,2.04422615043,6.04393825039,2.04422614585,2.04422615043,2.04525447907,5.06619527333,29397722.6977
7,0.28,-5.90332969648e-07,-6.77725948556e-07,1.99966702982,2.05261026467,2.05261027109,6.05231146266,2.05261026467,2.05261027109,2.05364323253,5.07876599921,29397624.3973
8,0.32,-6.03659920617e-07,-7.04715481591e-07,1.9996637136,2.0601296885,2.06012969709,6.05980712644,2.0601296885,2.06012969709,2.06115215893,5.09003325601,29397526.7063
9,0.36,-6.18971943697e-07,-7.33969733356e-07,1.99966023843,2.06678872165,2.06678873278,6.06643630071,2.06678872165,2.06678873278,2.06779523157,5.10000687757,29397429.6233
10,0.4,-6.32100175397e-07,-7.61323358793e-07,1.99965595983,2.07264943158,2.0726494456,6.0722612618,2.07264943158,2.0726494456,2.07363730412,5.10878006949,29397333.1145
11,0.44,-6.42050968436e-07,-7.85786088547e-07,1.99965066577,2.07779723226,2.07779724955,6.07737520778,2.07779723226,2.07779724955,2.07877242268,5.11648484479,29397237.1315
12,0.48,-6.49804091887e-07,-8.08341318486e-07,1.99964477053,2.08232108193,2.08232110288,6.08186483188,2.08232108193,2.08232110288,2.08328562358,5.12325350835,29397141.6188
13,0.52,-6.56669889178e-07,-8.30303101338e-07,1.99963827217,2.08630454314,2.08630456815,6.08581548231,2.08630454314,2.08630456815,2.08726226277,5.1292122968,29397046.5163
