E_eV,dE_classical_eV,dE_wp_deposited_eV,ratio,E_wp0_eV,carried_out_cap_eV,carried_surviving_eV,cap_total_removed_eV,bath_norm_loss,norm_wp_end
25,11.104762424633092,-5.063157582922797,-0.4559447009592451,30.211185625771666,30.27761112679997,4.996732081894491,-7.797272087613984,0.06121873499000685,0.14908978399
100,12.321771229553509,7.100304971547154,0.5762406101581583,105.18394143608732,83.73825744661659,14.345379017923587,2.25973812716957,0.0360495916179957,0.151260023618
300,9.368542027905102,26.328065438817784,2.8102628306941586,305.16313786677676,265.4783575696582,13.356714858300784,9.577099141874939,0.005035470316300916,0.0473373513163
