run,label,eta,region,gap,t_au,N_total,wake_under_cap,refl_frac
gap19p5,"R1 gap19.5 η=−1.0 [32,40]",-1.0,"[32,40]",19.5,24.8,52.04093069657058,0.02398539459328679,0.004994517067321832
gap19p5,"R1 gap19.5 η=−1.0 [32,40]",-1.0,"[32,40]",19.5,25.6,52.02758433017576,0.01582922134949427,0.003899896547303811
gap19p5,"R1 gap19.5 η=−1.0 [32,40]",-1.0,"[32,40]",19.5,26.400000000000002,52.01883585153952,0.010328620915186125,0.0029899524996748
gap19p5,"R1 gap19.5 η=−1.0 [32,40]",-1.0,"[32,40]",19.5,27.2,52.01316541247018,0.006682012402358748,0.0022479654055850623
gap19p5,"R1 gap19.5 η=−1.0 [32,40]",-1.0,"[32,40]",19.5,28.0,52.00952106624734,0.004294801923292031,0.0016610114656287532
gap19p5,"R1 gap19.5 η=−1.0 [32,40]",-1.0,"[32,40]",19.5,28.8,52.007193397730866,0.0027487966754066342,0.001204551163203985
gap19p5,"R1 gap19.5 η=−1.0 [32,40]",-1.0,"[32,40]",19.5,29.6,52.0057132460856,0.0017550336155714669,0.0008605898175823579
gap19p5,"R1 gap19.5 η=−1.0 [32,40]",-1.0,"[32,40]",19.5,30.400000000000002,52.004774741413655,0.0011191145183861073,0.0006046280114774835
gap19p5,"R1 gap19.5 η=−1.0 [32,40]",-1.0,"[32,40]",19.5,31.2,52.00418059717256,0.0007139501649377636,0.0004194269263648674
gap19p5,"R1 gap19.5 η=−1.0 [32,40]",-1.0,"[32,40]",19.5,32.0,52.00380456833261,0.0004577631667414329,0.00028725760844856444
gap19p5,"R1 gap19.5 η=−1.0 [32,40]",-1.0,"[32,40]",19.5,32.8,52.00356610516092,0.0002961101711770239,0.00019503281630003705
gap19p5,"R1 gap19.5 η=−1.0 [32,40]",-1.0,"[32,40]",19.5,33.6,52.00341370604539,0.00019246416590990956,0.0001309119437100328
gap19p5,"R1 gap19.5 η=−1.0 [32,40]",-1.0,"[32,40]",19.5,34.4,52.00331377975477,0.0001313914037854768,8.72180841701934e-05
gap19p5,"R1 gap19.5 η=−1.0 [32,40]",-1.0,"[32,40]",19.5,35.2,52.003243591262105,0.0001106849500384317,5.781581815446571e-05
gap19p5,"R1 gap19.5 η=−1.0 [32,40]",-1.0,"[32,40]",19.5,36.0,52.0031866086184,9.536962534604293e-05,3.849955865789157e-05
eta0p4,"R2 weak η=−0.4 [25,40]",-0.4,"[25,40]",12.5,0.0,52.99999999996728,7.03919913488922e-05,0.34895729113954277
eta0p4,"R2 weak η=−0.4 [25,40]",-0.4,"[25,40]",12.5,0.8,52.99997169473428,6.688512779279349e-05,0.000345281756635063
eta0p4,"R2 weak η=−0.4 [25,40]",-0.4,"[25,40]",12.5,1.6,52.999944646860754,6.389451199693241e-05,1.967943160894436e-06
eta0p4,"R2 weak η=−0.4 [25,40]",-0.4,"[25,40]",12.5,2.4,52.999918440684915,6.150987166470371e-05,3.2055156100546397e-06
eta0p4,"R2 weak η=−0.4 [25,40]",-0.4,"[25,40]",12.5,3.2,52.999892697515655,6.0159995803925495e-05,3.6529674767009924e-06
eta0p4,"R2 weak η=−0.4 [25,40]",-0.4,"[25,40]",12.5,4.0,52.99986705515512,5.946727510783943e-05,3.451004737258298e-06
eta0p4,"R2 weak η=−0.4 [25,40]",-0.4,"[25,40]",12.5,4.8,52.9998413336685,5.872906947955861e-05,2.8645914824761895e-06
eta0p4,"R2 weak η=−0.4 [25,40]",-0.4,"[25,40]",12.5,5.6000000000000005,52.999815599858614,5.794987601146897e-05,2.128836576526538e-06
eta0p4,"R2 weak η=−0.4 [25,40]",-0.4,"[25,40]",12.5,6.4,52.99978995861707,5.750003717627227e-05,1.406268934547027e-06
eta0p4,"R2 weak η=−0.4 [25,40]",-0.4,"[25,40]",12.5,7.2,52.99976437350766,5.750479855411969e-05,8.104074226739925e-07
eta0p4,"R2 weak η=−0.4 [25,40]",-0.4,"[25,40]",12.5,8.0,52.999738747121064,5.790375212964196e-05,4.144421718435805e-07
eta0p4,"R2 weak η=−0.4 [25,40]",-0.4,"[25,40]",12.5,8.8,52.999713049130676,5.865137477852612e-05,1.8964828634628804e-07
eta0p4,"R2 weak η=−0.4 [25,40]",-0.4,"[25,40]",12.5,9.6,52.99968728994744,6.049087127355754e-05,7.389490860418751e-08
eta0p4,"R2 weak η=−0.4 [25,40]",-0.4,"[25,40]",12.5,10.4,52.99966121441542,9.554808051223208e-05,3.0117915774766037e-08
eta0p4,"R2 weak η=−0.4 [25,40]",-0.4,"[25,40]",12.5,11.200000000000001,52.999626037074115,0.0009088060616405981,2.381044944953164e-08
eta0p4,"R2 weak η=−0.4 [25,40]",-0.4,"[25,40]",12.5,12.0,52.99941213386372,0.009823499359948779,3.338051556823598e-08
eta0p4,"R2 weak η=−0.4 [25,40]",-0.4,"[25,40]",12.5,12.8,52.99750000854067,0.04985435118826416,1.0783341553677625e-07
eta0p4,"R2 weak η=−0.4 [25,40]",-0.4,"[25,40]",12.5,13.6,52.987718059008834,0.14176833805088657,1.256475713178768e-06
eta0p4,"R2 weak η=−0.4 [25,40]",-0.4,"[25,40]",12.5,14.4,52.95758533144997,0.2678503201329114,1.6648120826819213e-05
eta0p4,"R2 weak η=−0.4 [25,40]",-0.4,"[25,40]",12.5,15.200000000000001,52.89482487897335,0.3803064452872558,0.0001808640077676894
eta0p4,"R2 weak η=−0.4 [25,40]",-0.4,"[25,40]",12.5,16.0,52.79768020701801,0.44172163818206944,0.0010954106929087328
eta0p4,"R2 weak η=−0.4 [25,40]",-0.4,"[25,40]",12.5,16.8,52.677426618373175,0.4454037784744103,0.004044036732637729
eta0p4,"R2 weak η=−0.4 [25,40]",-0.4,"[25,40]",12.5,17.6,52.55136853341369,0.40679997738977275,0.010196736736757908
eta0p4,"R2 weak η=−0.4 [25,40]",-0.4,"[25,40]",12.5,18.400000000000002,52.43423530885735,0.34710091771808793,0.019185383701153795
eta0p4,"R2 weak η=−0.4 [25,40]",-0.4,"[25,40]",12.5,19.2,52.33410910000351,0.282819910770898,0.028856275970751653
eta0p4,"R2 weak η=−0.4 [25,40]",-0.4,"[25,40]",12.5,20.0,52.253043629857466,0.22326543209461663,0.036610969967229574
eta0p4,"R2 weak η=−0.4 [25,40]",-0.4,"[25,40]",12.5,20.8,52.18959466103931,0.17221981609677273,0.040844812714854524
eta0p4,"R2 weak η=−0.4 [25,40]",-0.4,"[25,40]",12.5,21.6,52.14101842669834,0.13036248622748695,0.041393712861568656
eta0p4,"R2 weak η=−0.4 [25,40]",-0.4,"[25,40]",12.5,22.400000000000002,52.10445930664933,0.09700119501650166,0.0390500038267923
eta0p4,"R2 weak η=−0.4 [25,40]",-0.4,"[25,40]",12.5,23.2,52.07738130900309,0.07098709014789163,0.03492190381287504
eta0p4,"R2 weak η=−0.4 [25,40]",-0.4,"[25,40]",12.5,24.0,52.05765013335431,0.05110694846790512,0.029985521172023088
eta0p4,"R2 weak η=−0.4 [25,40]",-0.4,"[25,40]",12.5,24.8,52.043509276836055,0.03622713385860179,0.024927305565839896
eta0p4,"R2 weak η=−0.4 [25,40]",-0.4,"[25,40]",12.5,25.6,52.03353941442209,0.02531434061635656,0.020166234282474337
eta0p4,"R2 weak η=−0.4 [25,40]",-0.4,"[25,40]",12.5,26.400000000000002,52.02661859941056,0.01746989385535481,0.015930294122587202
eta0p4,"R2 weak η=−0.4 [25,40]",-0.4,"[25,40]",12.5,27.2,52.0218821072914,0.011940346067878088,0.012318135664883904
eta0p4,"R2 weak η=−0.4 [25,40]",-0.4,"[25,40]",12.5,28.0,52.018680799008195,0.008111685276746251,0.009340747940211135
eta0p4,"R2 weak η=−0.4 [25,40]",-0.4,"[25,40]",12.5,28.8,52.016539647746285,0.005505437628640637,0.0069608176407083035
eta0p4,"R2 weak η=−0.4 [25,40]",-0.4,"[25,40]",12.5,29.6,52.01511910307565,0.0037613437730741562,0.005105699895594362
eta0p4,"R2 weak η=−0.4 [25,40]",-0.4,"[25,40]",12.5,30.400000000000002,52.01418145511984,0.0026138030468951996,0.0036931219203448894
eta0p4,"R2 weak η=−0.4 [25,40]",-0.4,"[25,40]",12.5,31.2,52.01356310682651,0.0018765141842358682,0.002637629434858504
eta0p4,"R2 weak η=−0.4 [25,40]",-0.4,"[25,40]",12.5,32.0,52.01315259079812,0.001422914068905958,0.0018628331814849214
eta0p4,"R2 weak η=−0.4 [25,40]",-0.4,"[25,40]",12.5,32.8,52.01287374524133,0.0011674459523581327,0.0013030737918681013
eta0p4,"R2 weak η=−0.4 [25,40]",-0.4,"[25,40]",12.5,33.6,52.01267295269078,0.001056743184525227,0.0009040802910477357
eta0p4,"R2 weak η=−0.4 [25,40]",-0.4,"[25,40]",12.5,34.4,52.01250985605466,0.0010782005818155698,0.0006229356763621521
eta0p4,"R2 weak η=−0.4 [25,40]",-0.4,"[25,40]",12.5,35.2,52.01235113222623,0.001198879085470084,0.0004265866907686433
eta0p4,"R2 weak η=−0.4 [25,40]",-0.4,"[25,40]",12.5,36.0,52.01216712033493,0.0014229979312024468,0.0002935846329262792
eta2p0,"R3 strong η=−2.0 [25,40]",-2.0,"[25,40]",12.5,0.0,52.99999999996728,7.03919913488922e-05,0.34895729113954277
eta2p0,"R3 strong η=−2.0 [25,40]",-2.0,"[25,40]",12.5,0.8,52.99996240177668,5.739831075165735e-05,0.00034528348882581223
eta2p0,"R3 strong η=−2.0 [25,40]",-2.0,"[25,40]",12.5,1.6,52.999931401547826,4.995726547898029e-05,1.9535525212054096e-06
eta2p0,"R3 strong η=−2.0 [25,40]",-2.0,"[25,40]",12.5,2.4,52.999902669685504,4.479557081159274e-05,3.1425958941932323e-06
eta2p0,"R3 strong η=−2.0 [25,40]",-2.0,"[25,40]",12.5,3.2,52.99987473012264,4.167179384523967e-05,3.3955067837085334e-06
eta2p0,"R3 strong η=−2.0 [25,40]",-2.0,"[25,40]",12.5,4.0,52.999846867566994,3.9962712473696524e-05,2.8252823210911768e-06
eta2p0,"R3 strong η=−2.0 [25,40]",-2.0,"[25,40]",12.5,4.8,52.99981893345653,3.8852035667893837e-05,1.9141225825063855e-06
eta2p0,"R3 strong η=−2.0 [25,40]",-2.0,"[25,40]",12.5,5.6000000000000005,52.99979107809848,3.815132263818917e-05,1.0979887289809902e-06
eta2p0,"R3 strong η=−2.0 [25,40]",-2.0,"[25,40]",12.5,6.4,52.99976337054161,3.795592139525054e-05,5.484379661174866e-07
eta2p0,"R3 strong η=−2.0 [25,40]",-2.0,"[25,40]",12.5,7.2,52.999735732463165,3.8248178984386506e-05,2.465112239788437e-07
eta2p0,"R3 strong η=−2.0 [25,40]",-2.0,"[25,40]",12.5,8.0,52.99970803117441,3.888364653086134e-05,1.0479589306653514e-07
eta2p0,"R3 strong η=−2.0 [25,40]",-2.0,"[25,40]",12.5,8.8,52.99968017137067,3.974787785934604e-05,4.4232265285430076e-08
eta2p0,"R3 strong η=−2.0 [25,40]",-2.0,"[25,40]",12.5,9.6,52.999652097015,4.148853093900573e-05,2.0428289185621598e-08
eta2p0,"R3 strong η=−2.0 [25,40]",-2.0,"[25,40]",12.5,10.4,52.999622767049885,7.450740130188418e-05,1.3523042497400815e-08
eta2p0,"R3 strong η=−2.0 [25,40]",-2.0,"[25,40]",12.5,11.200000000000001,52.99955728821477,0.0008640143424878733,1.3694362308031606e-08
eta2p0,"R3 strong η=−2.0 [25,40]",-2.0,"[25,40]",12.5,12.0,52.99881501640893,0.009247011521084222,1.4803862032806031e-08
eta2p0,"R3 strong η=−2.0 [25,40]",-2.0,"[25,40]",12.5,12.8,52.99242389795445,0.04479578142891679,1.5588851294156835e-08
eta2p0,"R3 strong η=−2.0 [25,40]",-2.0,"[25,40]",12.5,13.6,52.9643861812222,0.11846829103952297,2.016235674768952e-08
eta2p0,"R3 strong η=−2.0 [25,40]",-2.0,"[25,40]",12.5,14.4,52.8926767075938,0.20297422433207243,5.40038051380929e-08
eta2p0,"R3 strong η=−2.0 [25,40]",-2.0,"[25,40]",12.5,15.200000000000001,52.77047877099129,0.2560194397748625,3.5972851849207043e-07
eta2p0,"R3 strong η=−2.0 [25,40]",-2.0,"[25,40]",12.5,16.0,52.61600180330795,0.26009915616574036,1.4753786931431032e-06
eta2p0,"R3 strong η=−2.0 [25,40]",-2.0,"[25,40]",12.5,16.8,52.458655518557066,0.226737781489044,3.744843036151879e-06
eta2p0,"R3 strong η=−2.0 [25,40]",-2.0,"[25,40]",12.5,17.6,52.32147032443187,0.17701976908119096,6.404439548328962e-06
eta2p0,"R3 strong η=−2.0 [25,40]",-2.0,"[25,40]",12.5,18.400000000000002,52.214596767920554,0.12757856744546936,8.017569725345258e-06
eta2p0,"R3 strong η=−2.0 [25,40]",-2.0,"[25,40]",12.5,19.2,52.13789889753427,0.08675038812816092,7.916559870489142e-06
eta2p0,"R3 strong η=−2.0 [25,40]",-2.0,"[25,40]",12.5,20.0,52.08606668211863,0.05654548016531949,6.5425287415446485e-06
eta2p0,"R3 strong η=−2.0 [25,40]",-2.0,"[25,40]",12.5,20.8,52.05254451717622,0.03574733932640273,4.741684153329335e-06
eta2p0,"R3 strong η=−2.0 [25,40]",-2.0,"[25,40]",12.5,21.6,52.03154671549779,0.022111504651401992,3.098126340510807e-06
eta2p0,"R3 strong η=−2.0 [25,40]",-2.0,"[25,40]",12.5,22.400000000000002,52.018694178675574,0.013473648491218317,1.8783705727992582e-06
eta2p0,"R3 strong η=−2.0 [25,40]",-2.0,"[25,40]",12.5,23.2,52.01095538460417,0.008134737755963297,1.0771908770461077e-06
eta2p0,"R3 strong η=−2.0 [25,40]",-2.0,"[25,40]",12.5,24.0,52.006347999362106,0.004893542765705666,5.948047470715721e-07
eta2p0,"R3 strong η=−2.0 [25,40]",-2.0,"[25,40]",12.5,24.8,52.00362441187575,0.002952739422091232,3.388968643060057e-07
eta2p0,"R3 strong η=−2.0 [25,40]",-2.0,"[25,40]",12.5,25.6,52.00201980262164,0.0018047217111936374,2.0560885561755936e-07
eta2p0,"R3 strong η=−2.0 [25,40]",-2.0,"[25,40]",12.5,26.400000000000002,52.00107377671435,0.0011341122553521021,1.341328724810967e-07
eta2p0,"R3 strong η=−2.0 [25,40]",-2.0,"[25,40]",12.5,27.2,52.00051261667423,0.0007485086168145175,9.772525776909728e-08
eta2p0,"R3 strong η=−2.0 [25,40]",-2.0,"[25,40]",12.5,28.0,52.00017495555035,0.000532819598127529,7.545679198868286e-08
eta2p0,"R3 strong η=−2.0 [25,40]",-2.0,"[25,40]",12.5,28.8,51.99996617492986,0.00041791024551343566,5.292823437195881e-08
eta2p0,"R3 strong η=−2.0 [25,40]",-2.0,"[25,40]",12.5,29.6,51.99983094229769,0.00036256267041850666,3.553473558823666e-08
eta2p0,"R3 strong η=−2.0 [25,40]",-2.0,"[25,40]",12.5,30.400000000000002,51.99973694817478,0.0003419787511509854,2.2688900953828234e-08
eta2p0,"R3 strong η=−2.0 [25,40]",-2.0,"[25,40]",12.5,31.2,51.999665402126226,0.0003411918986417303,1.4688614091731135e-08
eta2p0,"R3 strong η=−2.0 [25,40]",-2.0,"[25,40]",12.5,32.0,51.99960546243893,0.00035172472980205617,1.0231006734977709e-08
eta2p0,"R3 strong η=−2.0 [25,40]",-2.0,"[25,40]",12.5,32.8,51.99955091007911,0.0003684157229794969,6.81393994468473e-09
eta2p0,"R3 strong η=−2.0 [25,40]",-2.0,"[25,40]",12.5,33.6,51.999498163143265,0.00038814073249576286,4.551816794119e-09
eta2p0,"R3 strong η=−2.0 [25,40]",-2.0,"[25,40]",12.5,34.4,51.99944516256474,0.0004084663944508626,3.159760517505738e-09
eta2p0,"R3 strong η=−2.0 [25,40]",-2.0,"[25,40]",12.5,35.2,51.999390799890975,0.00042770437553211164,2.340262507132694e-09
eta2p0,"R3 strong η=−2.0 [25,40]",-2.0,"[25,40]",12.5,36.0,51.9993346143102,0.0004448840101918381,1.993822600441137e-09
