# iter time_au Jx Jy Jz
399 15.96 -6.401810176984931 0.0002042072905672395 0.0001850490939255496
400 16 -6.421482912080176 0.0002034780101359038 0.0001844516131437216
401 16.04 -6.441432349989455 0.0002030075694691754 0.0001841782490075364
402 16.08 -6.462778832950129 0.000202558497118039 0.0001839329737597093
403 16.12 -6.48579715364793 0.0002022405178023518 0.0001837287053908475
404 16.16 -6.510140793343378 0.0002022463123304723 0.0001837243710910611
405 16.2 -6.535047592832083 0.0002024028331312895 0.0001838112240260498
406 16.24 -6.55962678601714 0.0002023760099816739 0.0001837487595579394
407 16.28 -6.583151146574916 0.0002023386553203317 0.0001837498034002221
408 16.32 -6.605188207137545 0.0002025962451186356 0.0001841040134434522
409 16.36 -6.625452575658896 0.0002029180162363202 0.0001845771349094217
410 16.4 -6.643428386861083 0.0002028916734581089 0.0001848075116579415
411 16.44 -6.658160957262603 0.000202611429656362 0.0001849461672993565
412 16.48 -6.668687076275793 0.0002024086244041505 0.0001853043598074741
413 16.52 -6.674653758349664 0.000202109709478936 0.00018560036825619
414 16.56 -6.676577037637982 0.000201614619463917 0.0001856192776016262
415 16.6 -6.675124206791624 0.0002012432378750083 0.0001856437338103231
416 16.64 -6.670757169185243 0.000200989145849702 0.0001857023898308285
417 16.68 -6.66359940914471 0.0002008006831235549 0.0001857759073402039
418 16.72 -6.653597382587024 0.0002003942754386616 0.0001855606235650112
419 16.76 -6.640888717373445 0.0002000218189687321 0.0001852682603951804
420 16.8 -6.62611420369374 0.0001998574507663852 0.0001850775018954716
421 16.84 -6.61037140954612 0.0001995803902675966 0.000184724673154203
422 16.88 -6.59465513582008 0.0001991867865808746 0.000184256853464069
423 16.92 -6.579750400592991 0.0001987943817910999 0.0001837937260531424
424 16.96 -6.566056359832658 0.0001985444456229169 0.0001834493607406111
425 17 -6.553447033935735 0.0001982857538920847 0.0001830615386832665
426 17.04 -6.541348187551462 0.0001979127599847412 0.0001825362343973637
427 17.08 -6.528646558482991 0.0001975654161413075 0.0001820178385766652
428 17.12 -6.513712453476709 0.0001974168071953301 0.0001816592070018615
429 17.16 -6.494635492360482 0.0001974030127069004 0.0001813760082524511
430 17.2 -6.469656395208824 0.0001972567342566446 0.0001809214236747827
431 17.24 -6.437670860173643 0.0001969966516192303 0.0001803766858458192
432 17.28 -6.398616757906069 0.0001967541314983551 0.0001799218658642004
433 17.32 -6.353582165625975 0.0001965407708854239 0.0001795505735259943
434 17.36 -6.304587362651032 0.0001963234959080549 0.0001791683362129562
435 17.4 -6.254127340104072 0.0001961745053620265 0.0001788249694903278
436 17.44 -6.204609749356842 0.0001961966023777323 0.0001786780987273827
437 17.48 -6.157906968174095 0.0001962705424194738 0.0001786761354846351
438 17.52 -6.115186648520305 0.0001962450758743741 0.000178660490454552
439 17.56 -6.077055944772668 0.0001962303095598753 0.0001786653840545357
440 17.6 -6.043959576427087 0.0001963819329414408 0.0001787969720125438
441 17.64 -6.016447149324964 0.0001966380660502939 0.0001790181418082552
442 17.68 -5.995253867262601 0.0001968393449103826 0.0001792120112470572
443 17.72 -5.981132533870985 0.0001968962224489682 0.0001792760758523977
444 17.76 -5.974330562232486 0.0001970264513439804 0.0001793724531524703
445 17.8 -5.974437474041897 0.0001974700233153699 0.0001797074998703498
446 17.84 -5.980495478306812 0.0001979712125033548 0.0001800298314865294
447 17.88 -5.991354212353619 0.0001983892175135543 0.0001801954210991493
448 17.92 -6.006075812194202 0.0001988260597400001 0.0001802773341561595
449 17.96 -6.024179174188005 0.0001994218482799592 0.0001804099625727492
450 18 -6.045564132313155 0.0002002018712347776 0.0001806694084248842
451 18.04 -6.07019782664857 0.0002008436656471192 0.0001807854148116041
452 18.08 -6.097761930002085 0.0002013254608576868 0.0001807170468351211
453 18.12 -6.127430615283481 0.0002020670295785851 0.0001808202012393197
454 18.16 -6.157820647853065 0.000203006161805221 0.0001810247815905474
455 18.2 -6.187104056562256 0.000203706848158288 0.0001809749811572557
456 18.24 -6.213460019861437 0.0002041907258307725 0.0001807764189485905
457 18.28 -6.235315685780104 0.0002047667969817641 0.0001807382717816838
458 18.32 -6.251680890713084 0.0002054162659895904 0.0001807823517269541
459 18.36 -6.262304719812757 0.0002057566635907716 0.0001805000923125642
460 18.4 -6.267679613606722 0.0002058948176091269 0.0001800355924315721
461 18.44 -6.268963233526142 0.000206266368494051 0.000179859271596033
462 18.48 -6.267798179144108 0.0002068989719338574 0.0001799763760001522
463 18.52 -6.266059669559229 0.0002073034431908102 0.0001798594244788287
464 18.56 -6.265779840214104 0.0002074785665359633 0.0001795228601861162
465 18.6 -6.26875447647737 0.0002078289135489528 0.0001794258049264806
466 18.64 -6.276482327097495 0.0002083098103130337 0.000179532205388574
467 18.68 -6.29006388736325 0.0002085741449692224 0.0001794277687729776
468 18.72 -6.31008583449857 0.0002086422358757898 0.0001790630068700509
469 18.76 -6.336513481133196 0.0002089403268138205 0.0001788724955265977
470 18.8 -6.368643558876326 0.0002095388146172493 0.0001789995984907103
471 18.84 -6.40513816576446 0.0002098025702211493 0.0001788612186442345
472 18.88 -6.444079692521719 0.000209775916868832 0.0001784832051027366
473 18.92 -6.483080268917841 0.0002099820556756204 0.0001783433681572086
474 18.96 -6.519444242236523 0.0002103542306432095 0.0001783827851007326
475 19 -6.550366207549614 0.000210413401942131 0.0001782015502306092
476 19.04 -6.573103485109947 0.0002101346335043529 0.0001778536247069446
477 19.08 -6.585557377211668 0.000210081955594794 0.0001778977294499885
478 19.12 -6.58666046987033 0.0002103272332150009 0.0001783168370909422
479 19.16 -6.576760157833304 0.000210315507459208 0.0001784767641449157
480 19.2 -6.557724555565758 0.0002100307815648596 0.0001783712774587012
481 19.24 -6.532543818134698 0.0002100304242139203 0.0001786225531345874
482 19.28 -6.504635041436733 0.000210381234385174 0.0001793125460820815
483 19.32 -6.477007633862637 0.0002104770007925088 0.0001797635923243312
484 19.36 -6.451533885739487 0.0002103843794557392 0.0001799627506189233
485 19.4 -6.428622807675302 0.0002106903821712171 0.000180496006019686
486 19.44 -6.407421987439139 0.0002112117469838712 0.000181245163860496
487 19.48 -6.386429816824009 0.0002114924319102791 0.0001818040731571279
488 19.52 -6.364268373214974 0.0002114673858328958 0.0001820975489310571
489 19.56 -6.340366420855299 0.0002116278322370588 0.0001825782078411976
490 19.6 -6.315330269899128 0.000212013805991514 0.0001832739506249774
491 19.64 -6.290864975827902 0.0002120850542329691 0.0001836700417827785
492 19.68 -6.269319415539002 0.000211883895897536 0.0001838316187435727
493 19.72 -6.253040200331174 0.0002118692939387319 0.0001842008654490098
494 19.76 -6.243756246883915 0.0002119835198193117 0.0001846809311617692
495 19.8 -6.242014615344973 0.000211866050733782 0.0001848993887741178
496 19.84 -6.24727170913378 0.0002115536548404348 0.000184921463764719
497 19.88 -6.25822271323992 0.0002113245734592596 0.0001850495368648593
498 19.92 -6.273066165667024 0.0002112036406230535 0.0001852843676072625
499 19.96 -6.29011621126955 0.0002109759688125254 0.0001853558569676993
500 20 -6.307941337859154 0.0002107514393309571 0.0001853486702586792
