# iter time_au Jx Jy Jz
86 3.44 -6.056921637924611 0.0002272987074124527 0.0001782216092882641
87 3.48 -6.111958116158308 0.0002271409553437978 0.0001785332513189619
88 3.52 -6.166723957089372 0.0002271541636230553 0.0001789872429303777
89 3.56 -6.220837008688266 0.0002268692059939527 0.0001791056545567338
90 3.6 -6.273733117152658 0.000226491619670001 0.0001791336209220657
91 3.64 -6.32468951371214 0.0002264088339244761 0.000179528418897912
92 3.68 -6.373032967376068 0.0002264256187895717 0.0001801444766587803
93 3.72 -6.418297409221744 0.0002260505886042706 0.0001804841108002819
94 3.76 -6.460295535842679 0.0002254509980253369 0.0001806423919065103
95 3.8 -6.499090324003713 0.0002250470727920784 0.000180950592667933
96 3.84 -6.534856528494517 0.0002247810054930021 0.0001813309055053606
97 3.88 -6.567869831264736 0.0002241915238731736 0.000181382320087742
98 3.92 -6.598108528059269 0.0002233788420677766 0.0001812476162134008
99 3.96 -6.625296151513442 0.0002228567812395738 0.0001813911359107845
100 4 -6.648991766476597 0.0002225864402732309 0.0001816878066659642
101 4.04 -6.668712767109697 0.0002221413907871216 0.0001816964498045414
102 4.08 -6.684063941571946 0.0002215454950645198 0.0001815027193083311
103 4.12 -6.694823543939483 0.0002213149654032121 0.0001816551305748247
104 4.16 -6.70098194395729 0.0002213043006164047 0.0001819544214400629
105 4.2 -6.702748547559615 0.0002211399023409797 0.0001819562638489441
106 4.24 -6.700586197334757 0.0002208850593250675 0.0001817155069537173
107 4.28 -6.695256323581005 0.0002209113182755942 0.0001816531867703309
108 4.32 -6.687799764162595 0.0002211900264082961 0.0001817998931640917
109 4.36 -6.679204889312631 0.0002212128121665113 0.0001816743575421398
110 4.4 -6.670402581081254 0.000221005330440912 0.0001812835209056348
111 4.44 -6.661878894857622 0.0002210470460949211 0.0001810919213734718
112 4.48 -6.653583217844164 0.0002212577699863865 0.0001810703348154987
113 4.52 -6.645272637166138 0.0002212095928527087 0.0001808736638900528
114 4.56 -6.636189002664321 0.0002209791631100393 0.0001805904537529634
115 4.600000000000001 -6.625793309199547 0.000221040088530519 0.0001806146806510073
116 4.64 -6.61365927421294 0.0002213039263644105 0.0001807762533936225
117 4.68 -6.599589035544635 0.000221355907067748 0.0001806462454578858
118 4.72 -6.583586924759467 0.0002213574899874007 0.0001804202904403466
119 4.76 -6.56579583366433 0.0002215453091427763 0.0001803621080638259
120 4.8 -6.546469332997968 0.0002217522906125849 0.0001802961817492848
121 4.84 -6.525974248078481 0.0002218988605304754 0.000180118856814274
122 4.88 -6.504785112522157 0.0002219295574032916 0.0001797832617613409
123 4.92 -6.483483063251446 0.0002219921075856657 0.0001794883856720101
124 4.96 -6.462739587410646 0.0002220822680865641 0.0001792666201064456
125 5 -6.443256792270002 0.000222011348376379 0.0001789125215850989
126 5.04 -6.42565777021239 0.0002219130011835997 0.0001785309293082374
127 5.08 -6.410310502463964 0.0002219500254922183 0.0001782884109965284
128 5.12 -6.397137757013689 0.0002220269188262241 0.0001781177704188846
129 5.16 -6.385329426159335 0.0002220768620623578 0.000177994876085995
130 5.2 -6.373755983344661 0.0002221762376215767 0.0001780464934462333
131 5.24 -6.360898474581406 0.0002223236900480648 0.0001782893750256066
132 5.28 -6.345511755774661 0.0002224638041295719 0.0001786268977602232
133 5.32 -6.327009986172528 0.000222613887593515 0.0001790188963040064
134 5.36 -6.30555976256978 0.0002227827675261406 0.0001794540297428369
135 5.4 -6.281744158095189 0.0002229308829101506 0.0001798986038402996
136 5.44 -6.25610596248332 0.0002230618362990977 0.0001803519352049024
137 5.48 -6.229162327746476 0.0002231844557244665 0.0001808086537441748
138 5.52 -6.201708176993154 0.0002233249844835848 0.000181277373648408
139 5.56 -6.174818618644608 0.0002234721142762882 0.0001817191162959545
140 5.600000000000001 -6.149543266922585 0.0002234787281560914 0.0001819705470704361
141 5.64 -6.126609891815603 0.000223459597006073 0.0001821820101774236
142 5.68 -6.106293133036466 0.0002237175630771133 0.0001827182826996804
143 5.72 -6.088496755095467 0.0002240168765602498 0.0001833592594398704
144 5.76 -6.073172428011509 0.0002242133101107246 0.0001839140242479916
145 5.8 -6.060636518925574 0.0002243007948326 0.0001843207359420454
146 5.84 -6.051364156536846 0.000224566980096141 0.0001848433914409519
147 5.88 -6.045593759628641 0.0002250582461511894 0.0001855436947012369
148 5.92 -6.043236678464827 0.0002253371896273329 0.000186035935188797
149 5.96 -6.044009379959085 0.0002254566742133845 0.0001864256183724076
150 6 -6.047507346179178 0.0002257016488712068 0.0001869870950834426
151 6.04 -6.053243168262481 0.0002260522956592612 0.0001876280518321869
152 6.08 -6.06066308435337 0.0002262672263679364 0.000188067956852386
153 6.12 -6.069034487617856 0.0002263945418474053 0.0001884064404050203
154 6.16 -6.077464761476932 0.0002266317754008489 0.0001889193602777275
155 6.2 -6.084991698783182 0.0002268855081224871 0.0001895421927469113
156 6.24 -6.090940850174666 0.0002269266128744513 0.0001900329378019024
157 6.28 -6.095143763260379 0.0002268707085783225 0.0001904745853847505
158 6.32 -6.09791717693028 0.0002268796108759253 0.0001909748409302637
159 6.36 -6.099977557066363 0.0002269964945357837 0.0001915205920536564
160 6.4 -6.102471133631915 0.0002270614032364796 0.0001919193258747875
161 6.44 -6.10711186521552 0.0002271347807983949 0.0001922283900520113
162 6.48 -6.115599761030135 0.0002273835416708917 0.0001926554609211407
163 6.52 -6.129122990663539 0.000227696830648565 0.0001931690827417732
164 6.56 -6.14800060090461 0.0002278077208961594 0.0001935356762812271
165 6.600000000000001 -6.171650850389113 0.0002277704627097607 0.0001937408303797077
166 6.640000000000001 -6.19894164021022 0.0002278577112410336 0.0001939830334205445
167 6.68 -6.228458528404506 0.0002279888170032095 0.0001942136680894176
168 6.72 -6.258934462854383 0.0002281208283241096 0.0001944715325657035
169 6.76 -6.289480708872846 0.0002281959215290897 0.0001947106210832129
170 6.8 -6.319793441567121 0.0002282917610736166 0.0001949588328401228
171 6.84 -6.350242245049333 0.0002284683960816405 0.0001952535871508889
172 6.88 -6.381674600320785 0.0002286611954759718 0.0001955636380031476
173 6.92 -6.415061869881924 0.0002289137278491039 0.0001959926873608023
174 6.96 -6.451152536206831 0.000229056784135243 0.000196428100142686
175 7 -6.48981684894179 0.0002290372263524612 0.0001968409749940927
176 7.04 -6.529432602091636 0.0002289629920436994 0.0001973129863587773
177 7.08 -6.567073974592788 0.0002288465854428446 0.0001978075214927327
178 7.12 -6.599167823865688 0.000228613568744893 0.0001982413190340149
179 7.16 -6.622299961582538 0.0002282061749497181 0.0001986113701360913
180 7.2 -6.635518708499245 0.0002278503913031532 0.0001991946747431563
181 7.24 -6.642580744917156 0.000227357112909552 0.0001997601333156355
182 7.28 -6.651519238147711 0.0002267613245273811 0.0002002236981184984
183 7.32 -6.67254761792864 0.000226095104753672 0.0002005199423109355
184 7.36 -6.711358583567589 0.0002254961373297933 0.0002007692143287851
185 7.4 -6.756910438925281 0.0002251022615455854 0.0002011447223081526
186 7.44 -6.790328994330702 0.0002244175879480017 0.0002011857325989228
187 7.48 -6.801868765597348 0.0002233753462402036 0.0002008256894575682
188 7.52 -6.791988565467967 0.0002225499849156082 0.0002006173717275119
189 7.56 -6.768523280527702 0.0002219085862439001 0.0002005296075118205
190 7.600000000000001 -6.741085160106197 0.0002211026800405952 0.0002002402600544943
191 7.640000000000001 -6.716295200073557 0.0002201716114316499 0.0001997780496586
192 7.68 -6.69690555021536 0.00021928647784279 0.0001992631666606214
193 7.72 -6.682879760677515 0.0002186016224817317 0.0001988327645074172
194 7.76 -6.672683774147897 0.0002177799280729344 0.00019817739539868
195 7.8 -6.664689578917167 0.0002168290549164882 0.0001973123224493427
196 7.84 -6.658190561879873 0.0002159372024254704 0.0001964158429942585
197 7.88 -6.65347019231605 0.000215226039965443 0.0001956440678834892
198 7.92 -6.651358296429914 0.0002144500400855194 0.0001948163851299171
199 7.96 -6.652691671559639 0.0002135646992651008 0.000193922820336
200 8 -6.657763487726624 0.0002126589065519956 0.0001930598949804762
201 8.040000000000001 -6.665983093377377 0.0002117732287415589 0.000192272449632924
202 8.08 -6.675956013999835 0.0002109851528129274 0.0001916136898139897
203 8.120000000000001 -6.685853446751268 0.0002102298600930102 0.0001909647609990622
204 8.16 -6.693637242813069 0.0002094298683774798 0.0001902255580690493
205 8.199999999999999 -6.697612702083236 0.0002087725728214355 0.0001896164572668739
206 8.24 -6.696503253719201 0.0002084089454229628 0.0001893222323566027
207 8.279999999999999 -6.689692217856745 0.0002081499806464385 0.000189142992792499
208 8.32 -6.677116681743018 0.0002077936258590992 0.0001888398021866973
209 8.359999999999999 -6.65949599263121 0.0002075949975864298 0.0001886508408307514
210 8.4 -6.637917566792307 0.0002077094953901553 0.0001887566360934394
211 8.44 -6.61363503061129 0.0002076696918321642 0.0001887370935508567
212 8.48 -6.587911410997132 0.0002072796397648601 0.0001884227608508167
213 8.52 -6.562042045200941 0.0002068640326799728 0.0001881253330844113
214 8.56 -6.537397840193271 0.000206696908266017 0.0001880955594309329
215 8.6 -6.515289571093773 0.0002063646247044065 0.0001879253879815463
216 8.640000000000001 -6.496601625775586 0.0002056438319627621 0.0001874194585067521
217 8.68 -6.481825547127647 0.0002049802281991869 0.0001870254319348843
218 8.720000000000001 -6.470917026779369 0.0002045847156123083 0.0001869025989087952
219 8.76 -6.46338934658739 0.0002040633388396789 0.0001865885237887484
220 8.800000000000001 -6.458338082220065 0.0002033268479568965 0.0001859718967507366
221 8.84 -6.454490086580883 0.0002027226309392113 0.0001854424736997097
222 8.880000000000001 -6.450390823273577 0.0002023382262793549 0.0001851487053779137
223 8.92 -6.444725632170058 0.0002017266708636549 0.0001846638202902701
224 8.960000000000001 -6.436682611696526 0.0002008548193387911 0.0001839220719422272
225 9 -6.426187845510213 0.0002002534732415194 0.0001834141326872034
226 9.040000000000001 -6.413785364011792 0.0001999822747335684 0.0001832031311075176
227 9.08 -6.400164812066118 0.000199502952404971 0.0001827984723027427
228 9.120000000000001 -6.385932212597911 0.000198749006034738 0.0001821776849852164
229 9.16 -6.372050163760697 0.0001982213103683351 0.0001818374521634642
230 9.200000000000001 -6.360182466665249 0.0001978964713843475 0.0001817059678021627
231 9.24 -6.352380572704963 0.0001975015853334455 0.000181463731391657
232 9.279999999999999 -6.350117511770156 0.0001970606767221557 0.0001811244933154559
233 9.32 -6.353925133499565 0.0001965867419912083 0.0001807153637344571
234 9.359999999999999 -6.363391068240663 0.0001962360115782046 0.0001804077609380814
235 9.4 -6.377509034149286 0.0001956595699925867 0.000179868035903138
236 9.44 -6.395242563721385 0.0001949822316339051 0.0001792405136812156
237 9.48 -6.415862421402442 0.0001945067613033076 0.0001788411847709219
238 9.52 -6.438854788692785 0.0001941167276256393 0.0001785525868305956
239 9.56 -6.463492798667946 0.000193758604035939 0.0001783145891687586
240 9.6 -6.489105119906429 0.000193427546362547 0.0001781187006959163
241 9.640000000000001 -6.514967602666893 0.0001933116551692342 0.0001781517105801508
242 9.68 -6.540681040477547 0.0001933447439563351 0.0001783548556061739
243 9.720000000000001 -6.56621672341188 0.0001932983727339816 0.0001785282112891706
244 9.76 -6.591776759670815 0.000193174055964139 0.0001787092363650628
245 9.800000000000001 -6.617549528506006 0.0001930815427844757 0.0001790184622402266
246 9.84 -6.643513907870503 0.0001931039973219456 0.0001795184163856422
247 9.880000000000001 -6.669385470978551 0.0001930193981341556 0.0001799519316861861
248 9.92 -6.694738513691809 0.000192644619283592 0.0001800901523383574
249 9.960000000000001 -6.719212617771449 0.0001922101818159634 0.0001801221146812311
250 10 -6.742668048315076 0.0001918563471662708 0.0001802002949036811
251 10.04 -6.765186301667282 0.0001914250761322294 0.0001802410054559027
252 10.08 -6.786893487452816 0.0001908672333817346 0.0001802479552852
253 10.12 -6.807691388348218 0.0001903130020088864 0.000180311765266407
254 10.16 -6.827028345887434 0.0001898563409869485 0.0001804401768084288
255 10.2 -6.8438352653996 0.0001894338647071387 0.000180526602010659
256 10.24 -6.856698502826506 0.0001889401241485526 0.0001804764528340259
257 10.28 -6.864355607801294 0.000188382971404699 0.0001803228017863129
258 10.32 -6.866071191590131 0.0001878429100819971 0.0001801752241467344
259 10.36 -6.861898761436236 0.0001872471875910891 0.0001800059147443632
260 10.4 -6.852629844984396 0.000186366192722963 0.0001796165961358788
261 10.44 -6.839112527673726 0.0001853961578766906 0.0001791775863920974
262 10.48 -6.82181220303452 0.0001848444106558297 0.0001791197949117719
263 10.52 -6.800599876184406 0.0001846114717094805 0.0001792720396859896
264 10.56 -6.774981512101258 0.000184395155172691 0.0001793131126658746
265 10.6 -6.744646431756578 0.0001841783174200612 0.0001792693419666279
266 10.64 -6.710020761013008 0.0001841358576968455 0.0001793832413406533
267 10.68 -6.672443211185663 0.0001842852126026874 0.0001796960210172773
268 10.72 -6.633905495892574 0.0001842490447410477 0.0001797851117300527
269 10.76 -6.59655406541825 0.0001840178893508899 0.000179586585295192
270 10.8 -6.56218727322295 0.0001840612838939689 0.0001795732284200997
271 10.84 -6.531921778509875 0.0001843238884697505 0.0001797289077615624
272 10.88 -6.506075219932987 0.0001843398643933011 0.000179589622370761
273 10.92 -6.484593211256271 0.0001842221853648887 0.0001792204057383545
274 10.96 -6.467236980598869 0.000184432970177666 0.000179055347526202
275 11 -6.453911126834281 0.0001848786454135713 0.0001790568436611456
276 11.04 -6.44476155664912 0.0001849958044157695 0.0001787693811568056
277 11.08 -6.440057766054474 0.0001848829230241321 0.0001783494087517872
278 11.12 -6.439965370963622 0.0001850105869444336 0.0001782306014857385
279 11.16 -6.44422636019586 0.0001853511583725879 0.0001783264892058556
280 11.2 -6.452351454997839 0.0001854165703222546 0.0001781497752149255
281 11.24 -6.463196774068876 0.000185294588921572 0.0001778286636402837
282 11.28 -6.4754203789033 0.0001854583325460939 0.0001778392865441656
283 11.32 -6.487516735009009 0.000185726953385868 0.0001779553213990778
284 11.36 -6.49805343752838 0.0001856231179252251 0.000177648116849566
285 11.4 -6.505766856799641 0.0001852922041933832 0.0001770400938307284
286 11.44 -6.509628983013224 0.0001851754707610498 0.0001766014024247506
287 11.48 -6.508893387283833 0.0001852807033755687 0.0001764239034528733
288 11.52 -6.503167581181703 0.0001851073295543811 0.000176080938357896
289 11.56 -6.492519177701546 0.000184667608814234 0.0001755642170046019
290 11.6 -6.477529878512405 0.0001845545490844103 0.0001753794398058029
291 11.64 -6.459236671286137 0.0001848147403861987 0.0001755426216935159
292 11.68 -6.438826419920522 0.0001849648189484684 0.0001756361314725096
293 11.72 -6.417479759233403 0.0001849553575337445 0.0001756697641110834
294 11.76 -6.396067119368867 0.0001852027777165941 0.0001760233965375445
295 11.8 -6.375165229333951 0.0001857729168075785 0.0001766864688980382
296 11.84 -6.355214419351396 0.000186280678749605 0.0001772643584364174
297 11.88 -6.33679073846429 0.0001865630031589385 0.0001776468282473824
298 11.92 -6.320813585963854 0.0001869568893382304 0.0001781941824185423
299 11.96 -6.308571089085704 0.0001874821333927854 0.0001788767616179636
300 12 -6.301627148751945 0.0001878008711116643 0.0001793029357887063
301 12.04 -6.301553216451237 0.0001879823544563463 0.0001795554156249511
302 12.08 -6.309546513956667 0.0001883011012207387 0.0001799637772014323
303 12.12 -6.326054782198171 0.0001886896402443166 0.0001804754812979809
304 12.16 -6.350546113663463 0.0001890324531697673 0.0001809249391659227
305 12.2 -6.381532010190143 0.0001892137763005013 0.0001811411350033209
306 12.24 -6.416866914765305 0.0001894196337694284 0.0001813097554198214
307 12.28 -6.454201216484697 0.0001896580536326259 0.0001814801406687638
308 12.32 -6.491365556576188 0.0001896437723728459 0.0001813937217498832
309 12.36 -6.526569981459299 0.0001894707952144111 0.0001811362957505317
310 12.4 -6.558397121601261 0.000189409853677841 0.0001809692168627778
311 12.44 -6.585652066828793 0.0001894149283071502 0.0001808668620065234
312 12.48 -6.607067339341268 0.0001893778384435673 0.0001807518544286975
313 12.52 -6.621413053758825 0.0001893736944747674 0.0001807043934616234
314 12.56 -6.62765393205621 0.0001894452445168467 0.0001807523857100097
315 12.6 -6.625112449445204 0.0001895419187132489 0.000180858881171838
316 12.64 -6.613776303205006 0.0001895918577094684 0.000180995283836507
317 12.68 -6.594265575032087 0.0001896500569808996 0.000181224099143503
318 12.72 -6.567572148481534 0.0001897328353479932 0.0001814996872299816
319 12.76 -6.534811320314041 0.0001898262961739424 0.000181740681752346
320 12.8 -6.49729680001168 0.0001900677037662536 0.0001820810875831853
321 12.84 -6.456850015426546 0.0001903021165075969 0.0001824058275505919
322 12.88 -6.415782007869646 0.0001904812153533478 0.0001826969034015437
323 12.92 -6.376760577112925 0.0001907915456335215 0.0001831613255662656
324 12.96 -6.342235402154134 0.0001911539533112783 0.0001837374529390297
325 13 -6.314079167167997 0.000191444614036896 0.0001842799817940891
326 13.04 -6.293224245138825 0.0001917923865298886 0.000184856409351515
327 13.08 -6.279624352588501 0.0001920365183972142 0.0001852628761750561
328 13.12 -6.272655489329066 0.0001923455917194922 0.0001856640151021394
329 13.16 -6.271534410636264 0.0001926888614050427 0.0001860227833031407
330 13.2 -6.275372665710664 0.0001930239213688512 0.0001862772431296103
331 13.24 -6.283052213198318 0.0001934626618871779 0.0001865442998858785
332 13.28 -6.293302225769614 0.0001938835430204011 0.0001867402025258298
333 13.32 -6.30503112415003 0.0001943026385505963 0.0001869167629718505
334 13.36 -6.317606206347221 0.0001947389321661331 0.0001871016204677675
335 13.4 -6.33081372982658 0.0001952547750899935 0.0001873420838489891
336 13.44 -6.344585953102166 0.0001958336731715663 0.000187611289018461
337 13.48 -6.358987916827248 0.0001963870911994022 0.0001878531054287501
338 13.52 -6.374119823008909 0.0001968468536097293 0.000188069373267736
339 13.56 -6.390222796365242 0.0001972445474752522 0.0001883194311414282
340 13.6 -6.407556926116613 0.0001976140145072157 0.0001885731131574772
341 13.64 -6.426174747608444 0.0001978025579574738 0.0001885901464195617
342 13.68 -6.445700318795654 0.0001979004662370737 0.0001884504502758555
343 13.72 -6.465287765078406 0.0001980957244509943 0.0001884033065072549
344 13.76 -6.484009007774937 0.0001984144456624039 0.000188517475090516
345 13.8 -6.500679069108044 0.0001987129341971559 0.0001886409587958485
346 13.84 -6.513995775920963 0.0001989856565812313 0.0001887610807520174
347 13.88 -6.522578938074693 0.0001993132840246911 0.0001889947518496637
348 13.92 -6.525138064149678 0.0001997105483906205 0.0001893995856818124
349 13.96 -6.520885687543407 0.0002000939361745924 0.0001898784298081876
350 14 -6.50955129759855 0.0002003703081232007 0.0001902674167105616
351 14.04 -6.491578782962145 0.0002008175601142547 0.0001907779815178745
352 14.08 -6.46797824756326 0.0002014136612880571 0.0001913746620119647
353 14.12 -6.44015786876114 0.0002019764554351346 0.000191892033890771
354 14.16 -6.409775041793471 0.0002025140036539233 0.0001923325768845871
355 14.2 -6.378519922815891 0.0002031879367864469 0.0001928256086403173
356 14.24 -6.34790998733325 0.0002041063530012193 0.0001934664763498721
357 14.28 -6.31925394390105 0.0002048849978674138 0.0001939104874264913
358 14.32 -6.293412079994926 0.0002053708516211646 0.0001940713195856614
359 14.36 -6.270290127434446 0.0002058320921357416 0.0001942470553853498
360 14.4 -6.248770467960206 0.0002063448776945305 0.0001944731646274788
361 14.44 -6.227057787519947 0.0002066971083932749 0.000194473236321575
362 14.48 -6.203039135109891 0.000206800637169125 0.0001941480835250773
363 14.52 -6.175968071117896 0.0002070857126314114 0.0001939694990669982
364 14.56 -6.148895799844062 0.0002074885867873069 0.0001938901453695242
365 14.6 -6.128902036038331 0.0002077751945059775 0.0001936320029912394
366 14.64 -6.125389329718662 0.0002081559755666211 0.000193364717998476
367 14.68 -6.145804990931493 0.0002086302030242681 0.0001931136547037825
368 14.72 -6.181895501662021 0.0002091842574767835 0.0001929367194048635
369 14.76 -6.214087218653921 0.0002096472023812492 0.0001927122677759543
370 14.8 -6.230166793995128 0.0002098826970879694 0.0001923167123479933
371 14.84 -6.228457621828525 0.0002103319411913286 0.0001921910891945482
372 14.88 -6.215419041365924 0.0002108905222060168 0.0001922273516920696
373 14.92 -6.200157679648613 0.0002112106250786942 0.0001920676191764276
374 14.96 -6.188920838323664 0.0002114853141899598 0.0001919043260730465
375 15 -6.183379636236531 0.0002117465124506129 0.0001917978101505028
376 15.04 -6.18173601161523 0.0002118595553316377 0.0001916518850727919
377 15.08 -6.180339386552705 0.0002116890440024864 0.0001913358192937645
378 15.12 -6.175429345333696 0.0002114225392348918 0.000190998965991421
379 15.16 -6.1645564956196 0.0002111707844824228 0.0001907101947449494
380 15.2 -6.14695313151616 0.0002109427579892292 0.0001904662681879152
381 15.24 -6.123158330713139 0.0002105322131551717 0.0001900661519940924
382 15.28 -6.094559428570622 0.0002100086598964819 0.0001895720500231695
383 15.32 -6.06300374688176 0.0002095113097524095 0.0001891027513698643
384 15.36 -6.030605993759164 0.0002089995337678315 0.000188610664465
385 15.4 -5.99987315197911 0.0002085182606210764 0.0001881570894845889
386 15.44 -5.973947830589514 0.0002080846624367049 0.0001877759830765718
387 15.48 -5.956519396944937 0.0002076622309164691 0.0001874304513170792
388 15.52 -5.951554558369567 0.0002073896158992454 0.0001872618140006893
389 15.56 -5.962342092744892 0.00020735556063134 0.0001873788014946886
390 15.6 -5.99044230892981 0.0002073899553082515 0.0001876170536793364
391 15.64 -6.034803825576454 0.0002072948340635528 0.000187732366886398
392 15.68 -6.091411982849943 0.0002072193708293164 0.0001877978519180359
393 15.72 -6.154222739314929 0.0002073112373237166 0.0001879248289211112
394 15.76 -6.216442020784052 0.000207209473850043 0.0001877891236622695
395 15.8 -6.272237852265819 0.0002067764753479291 0.0001873299215414796
396 15.84 -6.318079218805075 0.0002062303815849173 0.0001868163176846536
397 15.88 -6.35338488261571 0.0002056616880863642 0.0001863279459541887
398 15.92 -6.380195027141177 0.000205027613957468 0.0001857810787916542
