step,time_au,e_ss,e_pp,e_ps,e_sb,e_pb,e_bb,e_hartree_check,e_external_check,norm_wp,norm_total
42,1.68,-217.076677285,0.074413213217,-9.29849852345,431.831241831,9.29331392654,-214.717785708,-226.300762595,441.124555758,0.999964128203,100.999964055
43,1.72,-217.076723759,0.0742799168024,-9.22702786624,431.831298629,9.2215034892,-214.717785708,-226.229471709,441.052802119,0.999963996951,100.999963923
44,1.76,-217.076773864,0.0741438089668,-9.1555805094,431.831359811,9.14969695746,-214.717785708,-226.158210564,440.981056769,0.999963865703,100.999963791
45,1.8,-217.076827872,0.0740049052768,-9.08415861168,431.831425686,9.0778954416,-214.717785708,-226.086981579,440.909321128,0.999963734458,100.999963658
46,1.84,-217.076886076,0.0738632210737,-9.01276454572,431.831496584,9.00610025456,-214.717785708,-226.015787401,440.837596839,0.999963603216,100.999963526
47,1.88,-217.076948788,0.0737187714926,-8.94140091457,431.831572856,8.93431293865,-214.717785708,-225.944630931,440.765885795,0.999963471975,100.999963394
48,1.92,-217.077016341,0.0735715714915,-8.87007056895,431.831654875,8.86253529433,-214.717785708,-225.873515338,440.694190169,0.999963340734,100.999963261
49,1.96,-217.077089091,0.073421635893,-8.79877662496,431.831743036,8.79076941101,-214.717785708,-225.80244408,440.622512447,0.999963209494,100.999963129
50,2,-217.077167416,0.0732689794369,-8.72752248238,431.83183776,8.7190176996,-214.717785708,-225.731420919,440.55085546,0.999963078252,100.999962997
51,2.04,-217.077251721,0.0731136168476,-8.65631184332,431.831939493,8.64728292664,-214.717785708,-225.660449947,440.479222419,0.999962947007,100.999962865
52,2.08,-217.077342434,0.0729555629125,-8.58514873117,431.832048706,8.57556824982,-214.717785708,-225.589535603,440.407616956,0.99996281576,100.999962732
53,2.12,-217.077440013,0.0727948325761,-8.51403750969,431.8321659,8.50387725446,-214.717785708,-225.51868269,440.336043155,0.999962684509,100.9999626
54,2.16,-217.07754494,0.072631441045,-8.44298290215,431.832291605,8.43221399063,-214.717785708,-225.447896402,440.264505595,0.999962553252,100.999962468
55,2.2,-217.077657732,0.0724654039064,-8.37199001027,431.832426379,8.36058301031,-214.717785708,-225.377182338,440.193009389,0.999962421989,100.999962336
56,2.24,-217.077778931,0.0722967372581,-8.30106433288,431.832570814,8.2889894043,-214.717785708,-225.306546527,440.121560218,0.999962290719,100.999962203
57,2.28,-217.077909116,0.0721254578476,-8.23021178406,431.832725534,8.2174388381,-214.717785708,-225.235995442,440.050164372,0.999962159441,100.999962071
58,2.32,-217.078048897,0.0719515832198,-8.15943871053,431.832891196,8.14593758627,-214.717785708,-225.165536024,439.978828782,0.999962028153,100.999961939
59,2.36,-217.078198918,0.0717751318702,-8.08875190816,431.833068494,8.07449256465,-214.717785708,-225.095175694,439.907561059,0.999961896854,100.999961807
60,2.4,-217.078359861,0.0715961234006,-8.01815863729,431.833258158,8.00311135972,-214.717785708,-225.024922375,439.836369518,0.999961765543,100.999961674
61,2.44,-217.078532444,0.0714145786747,-7.94766663672,431.833460956,7.93180225455,-214.717785708,-224.954784502,439.76526321,0.99996163422,100.999961542
62,2.48,-217.078717424,0.0712305199703,-7.87728413601,431.833677693,7.86057425069,-214.717785708,-224.88477104,439.694251944,0.999961502882,100.99996141
63,2.52,-217.078915598,0.0710439711232,-7.80701986604,431.833909218,7.78943708545,-214.717785708,-224.814891493,439.623346303,0.99996137153,100.999961277
64,2.56,-217.079127804,0.0708549576604,-7.73688306744,431.834156418,7.71840124406,-214.717785708,-224.745155913,439.552557662,0.999961240161,100.999961145
65,2.6,-217.079354921,0.0706635069178,-7.66688349676,431.834420226,7.6474779662,-214.717785708,-224.675574911,439.481898192,0.999961108775,100.999961013
66,2.64,-217.079597873,0.0704696481388,-7.59703143018,431.834701615,7.57667924672,-214.717785708,-224.606159655,439.411380862,0.999960977371,100.999960881
67,2.68,-217.079857627,0.0702734125511,-7.52733766452,431.835001605,7.50601783001,-214.717785708,-224.536921879,439.341019435,0.999960845948,100.999960748
68,2.72,-217.080135199,0.070074833417,-7.45781351545,431.835321263,7.43550719807,-214.717785708,-224.467873881,439.270828461,0.999960714505,100.999960616
69,2.76,-217.080431646,0.0698739460558,-7.38847081267,431.8356617,7.36516155214,-214.717785708,-224.399028513,439.200823252,0.999960583041,100.999960484
70,2.8,-217.080748078,0.0696707878359,-7.31932189207,431.836024075,7.29499578784,-214.717785708,-224.330399182,439.131019863,0.999960451555,100.999960351
71,2.84,-217.081085649,0.0694653981343,-7.25037958468,431.836409598,7.22502546423,-214.717785708,-224.261999836,439.061435062,0.999960320047,100.999960219
72,2.88,-217.081445565,0.0692578182645,-7.18165720235,431.836819525,7.15526676675,-214.717785708,-224.193844949,438.992086292,0.999960188516,100.999960086
73,2.92,-217.081829081,0.0690480913714,-7.1131685203,431.837255163,7.08573646468,-214.717785708,-224.12594951,438.922991628,0.999960056961,100.999959954
74,2.96,-217.082237501,0.0688362622951,-7.04492775635,431.83771787,7.01645186339,-214.717785708,-224.058328995,438.854169734,0.999959925383,100.999959822
75,3,-217.082672181,0.0686223774047,-6.97694954705,431.838209054,6.94743075205,-214.717785708,-223.990999351,438.785639806,0.999959793781,100.999959689
76,3.04,-217.083134529,0.0684064844051,-6.90924892076,431.838730173,6.87869134717,-214.717785708,-223.923976966,438.71742152,0.999959662153,100.999959557
77,3.08,-217.083626002,0.0681886321198,-6.84184126778,431.839282737,6.81025223287,-214.717785708,-223.857278638,438.649534969,0.999959530502,100.999959424
78,3.12,-217.084148111,0.0679688702537,-6.77474230774,431.839868306,6.74213229822,-214.717785708,-223.790921549,438.582000605,0.999959398825,100.999959292
79,3.16,-217.084702417,0.0677472491396,-6.70796805449,431.840488494,6.67435067256,-214.717785708,-223.724923222,438.514839167,0.999959267124,100.999959159
80,3.2,-217.085290531,0.0675238194741,-6.64153477864,431.841144963,6.60692665931,-214.717785708,-223.65930149,438.448071623,0.999959135398,100.999959026
81,3.24,-217.085914118,0.0672986320469,-6.57545896808,431.841839426,6.53987966907,-214.717785708,-223.594074454,438.381719095,0.999959003647,100.999958894
82,3.28,-217.086574892,0.0670717374694,-6.50975728677,431.842573646,6.47322915256,-214.717785708,-223.529260442,438.315802799,0.999958871873,100.999958761
83,3.32,-217.087274617,0.0668431859063,-6.4444465321,431.843349436,6.4069945342,-214.717785708,-223.464877964,438.25034397,0.999958740075,100.999958629
84,3.36,-217.088015107,0.0666130268171,-6.37954359115,431.844168657,6.34119514679,-214.717785708,-223.400945671,438.185363804,0.999958608253,100.999958496
85,3.4,-217.088798222,0.0663813087104,-6.31506539618,431.845033217,6.27585016808,-214.717785708,-223.337482309,438.120883385,0.999958476409,100.999958363
86,3.44,-217.089625872,0.0661480789155,-6.25102887975,431.845945072,6.21097855959,-214.717785708,-223.274506673,438.056923631,0.999958344543,100.999958231
87,3.48,-217.090500013,0.0659133833764,-6.18745092975,431.846906222,6.14659900841,-214.717785708,-223.21203756,437.99350523,0.999958212655,100.999958098
88,3.52,-217.091422645,0.0656772664692,-6.12434834479,431.847918711,6.08272987224,-214.717785708,-223.150093723,437.930648583,0.999958080746,100.999957965
89,3.56,-217.092395812,0.0654397708473,-6.06173779019,431.848984626,6.01938912816,-214.717785708,-223.088693831,437.868373755,0.999957948818,100.999957832
90,3.6,-217.093421599,0.0652009373156,-5.999635755,431.850106097,5.95659432547,-214.717785708,-223.027856416,437.806700422,0.999957816871,100.9999577
91,3.64,-217.094502133,0.0649608047347,-5.93805851032,431.851285288,5.89436254286,-214.717785708,-222.967599838,437.745647831,0.999957684905,100.999957567
92,3.68,-217.095639578,0.064719409956,-5.87702206923,431.852524406,5.83271035001,-214.717785708,-222.907942237,437.685234756,0.999957552923,100.999957434
93,3.72,-217.096836136,0.0644767877874,-5.81654214863,431.853825691,5.77165377392,-214.717785708,-222.848901497,437.625479465,0.999957420924,100.999957301
94,3.76,-217.098094043,0.0642329709893,-5.75663413326,431.855191415,5.71120826995,-214.717785708,-222.790495205,437.566399685,0.999957288909,100.999957168
95,3.8,-217.099415567,0.0639879902987,-5.69731304206,431.856623884,5.65138869749,-214.717785708,-222.732740619,437.508012581,0.999957156881,100.999957036
96,3.84,-217.100803007,0.0637418744806,-5.63859349719,431.858125431,5.5922093005,-214.717785708,-222.67565463,437.450334731,0.999957024838,100.999956903
97,3.88,-217.102258689,0.0634946504039,-5.58048969573,431.859698417,5.53368369247,-214.717785708,-222.619253735,437.39338211,0.999956892784,100.99995677
98,3.92,-217.103784966,0.063246343139,-5.52301538435,431.861345228,5.475824846,-214.717785708,-222.563554008,437.337170074,0.999956760717,100.999956637
99,3.96,-217.105384214,0.062996976075,-5.46618383693,431.86306827,5.41864508657,-214.717785708,-222.508571075,437.281713357,0.99995662864,100.999956504
100,4,-217.107058828,0.0627465710526,-5.41000783532,431.86486997,5.36215609052,-214.717785708,-222.454320092,437.227026061,0.999956496554,100.999956371
101,4.04,-217.108811223,0.06249514851,-5.35449965309,431.866752772,5.30636888678,-214.717785708,-222.400815727,437.173121659,0.999956364458,100.999956238
102,4.08,-217.110643828,0.0622427276382,-5.29967104256,431.868719133,5.2512938623,-214.717785708,-222.348072143,437.120012996,0.999956232354,100.999956105
103,4.12,-217.112559087,0.0619893265433,-5.24553322479,431.870771524,5.19694077082,-214.717785708,-222.296102986,437.067712295,0.999956100243,100.999955972
104,4.16,-217.114559453,0.0617349624113,-5.19209688269,431.872912423,5.14331874458,-214.717785708,-222.244921373,437.016231167,0.999955968125,100.999955839
105,4.2,-217.116647386,0.061479651674,-5.13937215706,431.875144315,5.09043630891,-214.717785708,-222.194539892,436.965580624,0.999955836001,100.999955707
106,4.24,-217.118825352,0.0612234101723,-5.0873686455,431.87746969,5.03830139921,-214.717785708,-222.144970588,436.91577109,0.999955703872,100.999955574
107,4.28,-217.121095819,0.0609662533146,-5.03609540406,431.879891039,4.98692137996,-214.717785708,-222.09622497,436.866812419,0.999955571738,100.999955441
108,4.32,-217.123461254,0.0607081962287,-4.98556095148,431.882410849,4.93630306574,-214.717785708,-222.048314009,436.818713915,0.999955439599,100.999955308
109,4.36,-217.125924121,0.0604492539043,-4.93577327579,431.885031605,4.88645274355,-214.717785708,-222.001248143,436.771484349,0.999955307457,100.999955175
110,4.4,-217.128486878,0.0601894413252,-4.88673984329,431.887755786,4.83737619646,-214.717785708,-221.95503728,436.725131982,0.999955175311,100.999955042
111,4.44,-217.131151976,0.05992877359,-4.83846760945,431.890585858,4.78907872817,-214.717785708,-221.909690812,436.679664587,0.999955043161,100.999954909
112,4.48,-217.133921852,0.05966726602,-4.79096303173,431.893524279,4.74156518811,-214.717785708,-221.865217618,436.635089467,0.999954911009,100.999954776
113,4.52,-217.136798933,0.0594049342543,-4.74423208404,431.896573489,4.69483999706,-214.717785708,-221.821626082,436.591413487,0.999954778854,100.999954643
114,4.56,-217.139785625,0.0591417943302,-4.6982802727,431.899735913,4.64890717272,-214.717785708,-221.778924103,436.548643086,0.999954646697,100.99995451
115,4.6,-217.14288432,0.0588778627515,-4.65311265355,431.903013954,4.60377035537,-214.717785708,-221.73711911,436.50678431,0.999954514537,100.999954377
116,4.64,-217.146097385,0.0586131565424,-4.60873385017,431.906409995,4.55943283304,-214.717785708,-221.696218078,436.465842828,0.999954382374,100.999954244
117,4.68,-217.149427165,0.0583476932882,-4.5651480729,431.909926393,4.51589756638,-214.717785708,-221.656227545,436.425823959,0.999954250209,100.999954111
118,4.72,-217.15287598,0.0580814911644,-4.52235913852,431.913565478,4.4731672127,-214.717785708,-221.617153627,436.386732691,0.999954118042,100.999953978
119,4.76,-217.156446119,0.0578145689531,-4.48037049036,431.917329552,4.43124414939,-214.717785708,-221.57900204,436.348573701,0.999953985872,100.999953845
120,4.8,-217.160139842,0.0575469460491,-4.43918521873,431.921220883,4.39013049632,-214.717785708,-221.541778115,436.311351379,0.9999538537,100.999953712
121,4.84,-217.163959378,0.0572786424562,-4.3988060814,431.925241708,4.34982813729,-214.717785708,-221.505486817,436.275069845,0.999953721525,100.999953579
122,4.88,-217.167906917,0.0570096787736,-4.3592355241,431.929394227,4.31033874048,-214.717785708,-221.470132763,436.239732967,0.999953589346,100.999953446
123,4.92,-217.171984617,0.0567400761757,-4.32047570081,431.933680602,4.27166377765,-214.717785708,-221.435720241,436.205344379,0.999953457165,100.999953313
124,4.96,-217.176194593,0.056469856384,-4.28252849372,431.938102955,4.23380454233,-214.717785708,-221.402253231,436.171907498,0.99995332498,100.99995318
125,5,-217.180538923,0.0561990416338,-4.24539553278,431.942663369,4.19676216675,-214.717785708,-221.369735415,436.139425536,0.999953192792,100.999953047
126,5.04,-217.185019641,0.0559276546359,-4.2090782148,431.947363882,4.16053763766,-214.717785708,-221.338170202,436.107901519,0.999953060599,100.999952914
127,5.08,-217.189638738,0.0556557185342,-4.17357772178,431.952206485,4.12513181096,-214.717785708,-221.307560741,436.077338295,0.999952928403,100.999952781
128,5.12,-217.194398158,0.0553832568614,-4.13889503875,431.957193125,4.09054542523,-214.717785708,-221.27790994,436.04773855,0.999952796202,100.999952648
129,5.16,-217.199299799,0.055110293491,-4.1050309707,431.962325701,4.05677911417,-214.717785708,-221.249220476,436.019104815,0.999952663995,100.999952515
130,5.2,-217.204345512,0.0548368525897,-4.0719861589,431.967606062,4.02383341793,-214.717785708,-221.221494818,435.99143948,0.999952531784,100.999952382
131,5.24,-217.209537095,0.054562958568,-4.03976109625,431.973036006,3.9917087935,-214.717785708,-221.194735233,435.964744799,0.999952399567,100.999952249
132,5.28,-217.214876299,0.0542886360316,-4.00835614186,431.978617278,3.96040562413,-214.717785708,-221.168943805,435.939022902,0.999952267344,100.999952116
133,5.32,-217.220364819,0.054013909733,-3.97777153485,431.984351572,3.92992422781,-214.717785708,-221.144122444,435.9142758,0.999952135115,100.999951983
134,5.36,-217.226004301,0.0537388045245,-3.94800740714,431.990240526,3.90026486498,-214.717785708,-221.120272903,435.890505391,0.999952002879,100.99995185
135,5.4,-217.231796332,0.0534633453119,-3.91906379555,431.996285723,3.87142774537,-214.717785708,-221.097396782,435.867713468,0.999951870636,100.999951717
136,5.44,-217.237742448,0.0531875570115,-3.890940653,432.002488689,3.84341303422,-214.717785708,-221.075495544,435.845901723,0.999951738385,100.999951584
137,5.48,-217.243844127,0.0529114645075,-3.86363785886,432.008850894,3.81622085775,-214.717785708,-221.054570521,435.825071751,0.999951606127,100.999951451
138,5.52,-217.25010279,0.0526350926125,-3.83715522859,432.015373749,3.78985130805,-214.717785708,-221.034622926,435.805225057,0.99995147386,100.999951318
139,5.56,-217.256519802,0.0523584660308,-3.81149252259,432.022058606,3.76430444741,-214.717785708,-221.015653858,435.786363054,0.999951341584,100.999951185
140,5.6,-217.263096468,0.0520816093233,-3.7866494543,432.02890676,3.73958031217,-214.717785708,-220.997664313,435.768487072,0.999951209299,100.999951052
141,5.64,-217.269834035,0.0518045468754,-3.76262569762,432.035919442,3.71567891607,-214.717785708,-220.980655186,435.751598358,0.999951077005,100.999950919
142,5.68,-217.276733692,0.0515273028679,-3.73942089373,432.043097825,3.69260025319,-214.717785708,-220.964627283,435.735698079,0.999950944701,100.999950786
143,5.72,-217.283796565,0.0512499012495,-3.71703465718,432.050443021,3.67034430058,-214.717785708,-220.949581321,435.720787321,0.999950812387,100.999950653
144,5.76,-217.291023723,0.0509723657131,-3.69546658151,432.057956078,3.6489110205,-214.717785708,-220.935517939,435.706867098,0.999950680062,100.999950519
145,5.8,-217.298416173,0.0506947196731,-3.67471624428,432.065637983,3.62830036236,-214.717785708,-220.922437697,435.693938346,0.999950547725,100.999950386
146,5.84,-217.305974859,0.0504169862465,-3.65478321159,432.073489663,3.60851226446,-214.717785708,-220.910341084,435.682001927,0.999950415378,100.999950253
147,5.88,-217.313700666,0.0501391882349,-3.63566704215,432.081511978,3.58954665544,-214.717785708,-220.89922852,435.671058633,0.999950283018,100.99995012
148,5.92,-217.321594418,0.0498613481101,-3.61736729089,432.089705727,3.57140345555,-214.717785708,-220.889100361,435.661109183,0.999950150645,100.999949987
149,5.96,-217.329656874,0.0495834880004,-3.59988351226,432.098071647,3.55408257773,-214.717785708,-220.879956898,435.652154224,0.99995001826,100.999949854
150,6,-217.337888734,0.0493056296794,-3.583215263,432.106610408,3.53758392855,-214.717785708,-220.871798367,435.644194337,0.999949885862,100.99994972
151,6.04,-217.346290633,0.0490277945568,-3.56736210479,432.11532262,3.52190740902,-214.717785708,-220.864624943,435.637230029,0.99994975345,100.999949587
152,6.08,-217.354863146,0.0487500036706,-3.55232360637,432.124208825,3.50705291521,-214.717785708,-220.858436749,435.63126174,0.999949621025,100.999949454
153,6.12,-217.363606784,0.0484722776802,-3.53809934559,432.133269505,3.49302033888,-214.717785708,-220.853233852,435.626289844,0.999949488584,100.999949321
154,6.16,-217.372521995,0.0481946368621,-3.52468891106,432.142505075,3.47980956793,-214.717785708,-220.849016269,435.622314643,0.999949356129,100.999949187
155,6.2,-217.381609164,0.047917101106,-3.51209190363,432.151915885,3.4674204868,-214.717785708,-220.845783967,435.619336372,0.999949223658,100.999949054
156,6.24,-217.390868616,0.0476396899118,-3.50030793768,432.161502224,3.4558529768,-214.717785708,-220.843536864,435.617355201,0.999949091172,100.999948921
157,6.28,-217.400300609,0.0473624223885,-3.48933664222,432.171264313,3.44510691644,-214.717785708,-220.842274828,435.616371229,0.99994895867,100.999948787
158,6.32,-217.40990534,0.0470853172535,-3.47917766176,432.181202309,3.43518218159,-214.717785708,-220.841997684,435.616384491,0.999948826151,100.999948654
159,6.36,-217.419682943,0.0468083928323,-3.46983065718,432.191316307,3.42607864571,-214.717785708,-220.842705207,435.617394953,0.999948693615,100.999948521
160,6.4,-217.429633489,0.0465316670595,-3.46129530628,432.201606334,3.41779618001,-214.717785708,-220.844397128,435.619402514,0.999948561062,100.999948387
161,6.44,-217.439756986,0.0462551574804,-3.45357130441,432.212072355,3.41033465357,-214.717785708,-220.847073132,435.622407008,0.999948428491,100.999948254
162,6.48,-217.450053377,0.0459788812526,-3.44665836486,432.222714267,3.40369393342,-214.717785708,-220.850732861,435.626408201,0.999948295902,100.99994812
163,6.52,-217.460522545,0.0457028551488,-3.4405562192,432.233531906,3.39787388465,-214.717785708,-220.85537591,435.631405791,0.999948163294,100.999947987
164,6.56,-217.471164309,0.0454270955591,-3.43526461758,432.244525042,3.39287437047,-214.717785708,-220.861001831,435.637399413,0.999948030668,100.999947854
165,6.6,-217.481978423,0.0451516184941,-3.43078332894,432.255693379,3.38869525225,-214.717785708,-220.867610134,435.644388632,0.999947898022,100.99994772
166,6.64,-217.492964581,0.044876439589,-3.4271121411,432.267036559,3.38533638954,-214.717785708,-220.875200282,435.652372948,0.999947765356,100.999947587
167,6.68,-217.504122411,0.0446015741062,-3.42425086089,432.278554156,3.38279764013,-214.717785708,-220.883771698,435.661351796,0.999947632669,100.999947453
168,6.72,-217.515451481,0.0443270369399,-3.42219931414,432.290245683,3.38107886002,-214.717785708,-220.893323759,435.671324543,0.999947499963,100.999947319
169,6.76,-217.526951294,0.0440528426197,-3.42095734569,432.302110586,3.38017990345,-214.717785708,-220.903855798,435.682290489,0.999947367235,100.999947186
170,6.8,-217.538621292,0.043779005315,-3.42052481926,432.314148248,3.38010062286,-214.717785708,-220.915367106,435.694248871,0.999947234486,100.999947052
171,6.84,-217.550460852,0.0435055388391,-3.4209016173,432.326357987,3.38084086887,-214.717785708,-220.92785693,435.707198855,0.999947101715,100.999946919
172,6.88,-217.562469289,0.0432324566539,-3.42208764081,432.338739056,3.38240049021,-214.717785708,-220.941324473,435.721139547,0.999946968922,100.999946785
173,6.92,-217.574645857,0.0429597718746,-3.42408280899,432.351290647,3.38477933367,-214.717785708,-220.955768894,435.73606998,0.999946836106,100.999946651
174,6.96,-217.586989746,0.042687497274,-3.42688705887,432.364011883,3.38797724395,-214.717785708,-220.971189307,435.751989127,0.999946703267,100.999946518
175,7,-217.599500082,0.0424156452882,-3.43050034481,432.376901827,3.39199406357,-214.717785708,-220.987584782,435.76889589,0.999946570405,100.999946384
176,7.04,-217.612175933,0.0421442280215,-3.43492263784,432.389959476,3.39682963262,-214.717785708,-221.004954342,435.786789108,0.99994643752,100.99994625
177,7.08,-217.625016299,0.0418732572519,-3.44015392491,432.403183764,3.40248378859,-214.717785708,-221.023296967,435.805667552,0.99994630461,100.999946117
178,7.12,-217.638020123,0.0416027444368,-3.44619420792,432.41657356,3.40895636599,-214.717785708,-221.042611586,435.825529926,0.999946171676,100.999945983
179,7.16,-217.651186281,0.0413327007194,-3.45304350259,432.430127673,3.41624719597,-214.717785708,-221.062897083,435.846374869,0.999946038717,100.999945849
180,7.2,-217.664513592,0.0410631369349,-3.46070183707,432.443844844,3.42435610586,-214.717785708,-221.084152292,435.86820095,0.999945905733,100.999945715
181,7.24,-217.678000809,0.0407940636174,-3.46916925033,432.457723754,3.43328291851,-214.717785708,-221.106375996,435.891006673,0.999945772724,100.999945581
182,7.28,-217.691646626,0.0405254910076,-3.47844579022,432.47176302,3.44302745157,-214.717785708,-221.129566925,435.914790472,0.999945639689,100.999945447
183,7.32,-217.705449674,0.0402574290603,-3.4885315113,432.485961196,3.45358951656,-214.717785708,-221.153723756,435.939550713,0.999945506627,100.999945313
184,7.36,-217.719408523,0.039989887453,-3.49942647223,432.500316774,3.46496891772,-214.717785708,-221.178845108,435.965285691,0.999945373539,100.999945179
