step,time_au,e_ss,e_pp,e_ps,e_sb,e_pb,e_bb,e_hartree_check,e_external_check,norm_wp,norm_total
0,0,-217.076138318,0.143753067466,-12.3099138169,431.830598261,12.3099140063,-214.717785708,-229.242299068,444.140512267,1,101
1,0.04,-217.076138133,0.143741147946,-12.2688830169,431.830598078,12.268880798,-214.717785708,-229.201280002,444.099478876,0.999999990553,100.999999988
2,0.08,-217.076138146,0.143705404743,-12.2278565469,431.830598096,12.2278476058,-214.717785708,-229.160289288,444.058445701,0.999999983196,100.999999978
3,0.12,-217.076138358,0.143645880443,-12.186834404,431.830598314,12.1868144205,-214.717785708,-229.119326882,444.017412735,0.999999977424,100.999999969
4,0.16,-217.076138771,0.143562645918,-12.1458165871,431.830598738,12.1457812347,-214.717785708,-229.078392712,443.976379973,0.999999972855,100.999999962
5,0.2,-217.076139385,0.143455800029,-12.1048030965,431.830599371,12.1047480425,-214.717785708,-229.037486682,443.935347413,0.999999969195,100.999999956
6,0.24,-217.076140202,0.143325469238,-12.0637939337,431.830600217,12.0637148388,-214.717785708,-228.996608667,443.894315056,0.999999966224,100.99999995
7,0.28,-217.076141224,0.1431718071,-12.0227891009,431.830601282,12.0226816194,-214.717785708,-228.955758518,443.853282902,0.999999963772,100.999999946
8,0.32,-217.076142451,0.142994993665,-11.9817886012,431.830602574,11.9816483807,-214.717785708,-228.914936059,443.812250955,0.999999961712,100.999999941
9,0.36,-217.076143887,0.142795234779,-11.9407924381,431.8306041,11.9406151191,-214.717785708,-228.87414109,443.771219219,0.999999959949,100.999999937
10,0.4,-217.076145531,0.142572761299,-11.8998006156,431.830605868,11.8995818317,-214.717785708,-228.833373385,443.7301877,0.999999958409,100.999999934
11,0.44,-217.076147387,0.142327828227,-11.8588131378,431.830607888,11.8585485155,-214.717785708,-228.792632697,443.689156403,0.999999957038,100.99999993
