# wp_state_index=73  write_every=1
step,time_au,px_mean,py_mean,pz_mean,px2_mean,py2_mean,pz2_mean,sigma_px2,sigma_py2,sigma_pz2,e_kin_ha,norm_check
0,0,1.96910457811e-09,1.69429161412e-09,1.99999998457,0.125000000527,0.125000000461,4.12499997331,0.125000000527,0.125000000461,0.125000035046,2.18749998715,29398320.8643
1,0.04,2.01847480316e-10,-1.17800709374e-08,2.00000080498,0.125001948164,0.125001948108,4.12500531157,0.125001948164,0.125001948108,0.125002091665,2.18750460392,29398320.5866
2,0.08,-1.66915733414e-09,-2.55945154979e-08,2.00000167902,0.125007788496,0.125007788466,4.12501492239,0.125007788496,0.125007788466,0.125008206306,2.18751524968,29398320.3703
3,0.12,-3.64696204629e-09,-3.97565832046e-08,2.0000026111,0.12501751329,0.125017513306,4.125028818,0.12501751329,0.125017513306,0.125018373607,2.1875319223,29398320.2007
4,0.16,-5.73468323239e-09,-5.4273957522e-08,2.00000360594,0.125031108684,0.125031108764,4.12504700628,0.125031108684,0.125031108764,0.125032582482,2.18755461186,29398320.0663
5,0.2,-7.93551344657e-09,-6.91544631447e-08,2.00000466866,0.125048555243,0.125048555407,4.12506949091,0.125048555243,0.125048555407,0.125050816254,2.18758330078,29398319.9587
6,0.24,-1.02527308485e-08,-8.44060624502e-08,2.00000580471,0.125069828045,0.125069828315,4.12509627165,0.125069828045,0.125069828315,0.125073052793,2.18761796401,29398319.8714
7,0.28,-1.26897036936e-08,-1.00036851683e-07,2.00000701996,0.12509489679,0.125094897188,4.12512734456,0.12509489679,0.125094897188,0.125099264676,2.18765856927,29398319.7993
8,0.32,-1.52498886953e-08,-1.16055058403e-07,2.00000832071,0.125123725928,0.125123726478,4.12516270227,0.125123725928,0.125123726478,0.125129419365,2.18770507734,29398319.7388
9,0.36,-1.79368249694e-08,-1.32469042384e-07,2.0000097137,0.125156274811,0.125156275535,4.12520233431,0.125156274811,0.125156275535,0.125163479397,2.18775744233,29398319.6869
10,0.4,-2.07541268037e-08,-1.49287300005e-07,2.00001120617,0.125192497861,0.125192498786,4.12524622741,0.125192497861,0.125192498786,0.125201402595,2.18781561203,29398319.6416
