# wp_state_index=73  write_every=1
step,time_au,x_mean,y_mean,z_mean,x2_mean,y2_mean,z2_mean,sigma_x2,sigma_y2,sigma_z2,norm_check,x_mean_circ,y_mean_circ,z_mean_circ,R_x,R_y,R_z,sigma_x_circ,sigma_y_circ,sigma_z_circ
0,0,-1.22383811973e-08,1.48648829548e-08,-23.9999997963,2.00000083967,2.00000078659,577.999995657,2.00000083967,2.00000078659,2.00000543455,1,-9.46850495813e-09,5.42276445812e-09,-23.9999999075,0.968286477221,0.968286477362,0.994550750684,1.41421374382,1.41421374063,1.41421482916
1,0.04,-1.21834745528e-08,1.46762917564e-08,-23.9199997076,2.00022534837,2.00022529568,574.166616637,2.00022534837,2.00022529568,2.0002306238,0.999999990553,-9.41991001965e-09,5.23027102697e-09,-23.9199998205,0.968282967737,0.968282967872,0.994550138548,1.41429326618,1.41429326313,1.41429447654
2,0.08,-1.22013292771e-08,1.39419478567e-08,-23.839999599,2.00089887685,2.00089882479,570.346488006,2.00089887685,2.00089882479,2.0009071261,0.999999983196,-9.44409630883e-09,4.48984562407e-09,-23.8399997142,0.968272439323,0.968272439448,0.99454829974,1.41453180732,1.41453180448,1.41453370429
3,0.12,-1.22961551636e-08,1.26480979971e-08,-23.7599994649,2.00202143411,2.00202138289,566.539609518,2.00202143411,2.00202138289,2.00203494427,0.999999977424,-9.54527641252e-09,3.18765526776e-09,-23.7599995832,0.968254892064,0.968254892176,0.99454523426,1.41492929006,1.41492928752,1.41493243252
4,0.16,-1.24722853766e-08,1.07806846127e-08,-23.6799993006,2.00359303364,2.0035929835,562.745980968,2.00359303364,2.0035929835,2.003614092,0.999999972855,-9.72778697943e-09,1.30955785612e-09,-23.6799994229,0.968230326123,0.968230326218,0.994540942079,1.41548558545,1.41548558329,1.41549053135
5,0.2,-1.27341794507e-08,8.32533975238e-09,-23.5999991014,2.0056136935,2.00561364467,558.96560218,2.0056136935,2.00561364467,2.00564459298,0.999999969195,-9.99609119175e-09,-1.15890401602e-09,-23.5999992289,0.968198741743,0.968198741818,0.994535423151,1.41620051295,1.41620051125,1.41620782077
6,0.24,-1.30864264543e-08,5.26737961505e-09,-23.5199988632,2.00808343624,2.00808338897,555.198473004,2.00808343624,2.00808338897,2.00812648023,0.999999966224,-1.0354782179e-08,-4.23250888458e-09,-23.5199989969,0.968160139245,0.968160139296,0.994528677404,1.41707384071,1.41707383957,1.41708407076
7,0.28,-1.35337481545e-08,1.59179926661e-09,-23.4399985817,2.01100228892,2.01100224347,551.444593305,2.01100228892,2.01100224347,2.01105979553,0.999999963772,-1.08085864414e-08,-7.92636209903e-09,-23.4399987231,0.96811451903,0.968114519052,0.994520704751,1.41810528603,1.41810528552,1.41811900144
8,0.32,-1.4081003153e-08,-2.7167329696e-09,-23.3599982528,2.01437028308,2.01437023969,547.703962961,2.01437028308,2.01437023969,2.01444458906,0.999999961712,-1.13623676622e-08,-1.22559013411e-08,-23.3599984033,0.968061881578,0.968061881568,0.994511505083,1.41929451573,1.41929451595,1.41931228342
9,0.36,-1.47331901473e-08,-7.67388009764e-09,-23.2799978724,2.01818745468,2.01818741363,543.976581857,2.01818745468,2.01818741363,2.01828091907,0.999999959949,-1.20211299625e-08,-1.72369021902e-08,-23.2799980336,0.96800222745,0.968002227403,0.994501078277,1.42064114674,1.42064114778,1.42066353822
10,0.4,-1.54954507897e-08,-1.32956428745e-08,-23.199997436,2.02245384411,2.02245380568,540.262449884,2.02245384411,2.02245380568,2.02256885167,0.999999958409,-1.27900211213e-08,-2.28854839257e-08,-23.1999976096,0.967935557287,0.9679355572,0.99448942419,1.42214474672,1.42214474868,1.42217233887
11,0.44,-1.63730729348e-08,-1.95983641197e-08,-23.1199969393,2.02716949612,2.02716946058,536.561566933,2.02716949612,2.02716946058,2.02730846065,0.999999957038,-1.36743356282e-08,-2.92181153776e-08,-23.1199971271,0.967861871812,0.96786187168,0.994476542665,1.42380483474,1.42380483772,1.42383821048
12,0.48,-1.73714931375e-08,-2.65987355836e-08,-23.0399963774,2.03233445977,2.03233442742,532.873932899,2.03233445977,2.03233442742,2.03249982738,0.999999955793,-1.46795175674e-08,-3.62516215551e-08,-23.0399965815,0.967781171832,0.96778117165,0.994462433528,1.42562088207,1.42562088617,1.42566063106
