dx,HE_WP,HE_pert,U_proj_bg,residual
0.5,1814.640609652818,1659.146015193912,134.68874151192,20.805852946986
0.4,1984.8638149948897,1825.7156262515891,138.49411720503846,20.654071538262098
0.3,1913.9023654553507,1756.4068680997052,136.84527220668423,20.65022514896137
