# wp_state_index=73  write_every=1
step,time_au,x_mean,y_mean,z_mean,x2_mean,y2_mean,z2_mean,sigma_x2,sigma_y2,sigma_z2,norm_check,x_mean_circ,y_mean_circ,z_mean_circ,R_x,R_y,R_z,sigma_x_circ,sigma_y_circ,sigma_z_circ
0,0,-1.05594699651e-12,1.33079224723e-12,-24,2.00000000009,2.00000000008,578,2.00000000009,2.00000000008,2.00000000061,1,-7.69674189541e-13,5.6388917148e-13,-24,0.968286485228,0.968286485228,0.994550760418,1.41421356239,1.41421356239,1.41421356252
1,0.04,-3.64483797762e-11,-2.68664310633e-10,-23.8600019015,2.00022454808,2.00022454819,571.299916369,2.00022454808,2.00022454819,2.00022562968,0.999999789349,-3.61536088839e-11,-2.70503016267e-10,-23.8600019058,0.96828297513,0.968282975129,0.994550147136,1.41429309867,1.41429309871,1.41429335908
2,0.08,-1.47138390844e-10,-1.09415335963e-09,-23.7200037941,2.00089809701,2.00089809745,564.639482493,2.00089809701,2.00089809745,2.00090250147,0.999999581718,-1.46820407163e-10,-1.09929438676e-09,-23.7200038032,0.968272446401,0.968272446394,0.994548307376,1.41453164698,1.41453164714,1.41453271093
3,0.12,-3.40076373897e-10,-2.49924328987e-09,-23.5800056662,2.0020206579,2.0020206589,558.018697821,2.0020206579,2.0020206589,2.0020306047,0.999999375959,-3.39725713676e-10,-2.5100600423e-09,-23.5800056809,0.968254899093,0.968254899077,0.994545241174,1.41492913087,1.41492913122,1.41493153327
4,0.16,-6.22559506354e-10,-4.50902102614e-09,-23.4400075083,2.00359224669,2.0035922485,551.437561944,2.00359224669,2.0035922485,2.00360995261,0.999999171352,-6.22172363259e-10,-4.52804124537e-09,-23.4400075298,0.968230333333,0.968230333305,0.994540948505,1.41548542221,1.41548542285,1.41548969608
5,0.2,-1.00224568326e-09,-7.14958981102e-09,-23.3000093124,2.00561288433,2.0056128872,544.896074535,2.00561288433,2.0056128872,2.00564057792,0.999998967448,-1.00182501975e-09,-7.17950844232e-09,-23.300009342,0.968198749321,0.968198749276,0.994535429294,1.41620034146,1.41620034247,1.41620702256
6,0.24,-1.487169616e-09,-1.04481064087e-08,-23.1600110705,2.00808259673,2.00808260092,538.394235317,2.00808259673,2.00808260092,2.00812252966,0.999998763969,-1.4867258539e-09,-1.04917990899e-08,-23.1600111098,0.968160147326,0.96816014726,0.99452868343,1.41707365795,1.41707365944,1.41708328833
7,0.28,-2.0857585702e-09,-1.44328184977e-08,-23.020012775,2.01100141489,2.01100142069,531.932044031,2.01100141489,2.01100142069,2.01105587108,0.999998560746,-2.08531132791e-09,-1.44933567307e-08,-23.0200128258,0.968114527689,0.968114527598,0.994520710765,1.41810509032,1.41810509237,1.41811822105
8,0.32,-2.80684911658e-09,-1.91331035e-08,-22.8800144175,2.01436937494,2.01436938263,525.509500426,2.01436937494,2.01436938263,2.01444067857,0.999998357675,-2.80642783846e-09,-1.92137703067e-08,-22.8800144819,0.968061890821,0.9680618907,0.994511511121,1.41929430698,1.41929430971,1.41931150052
9,0.36,-3.6597025358e-09,-2.45795081005e-08,-22.7400159895,2.01818651814,2.01818652804,519.126604242,2.01818651814,2.01818652804,2.01827704107,0.999998154694,-3.65934796222e-09,-2.46838162011e-08,-22.7400160697,0.968002237202,0.968002237047,0.994501084292,1.42064092669,1.42064093019,1.420662759
