step,time_au,e_ss,e_pp,e_ps,e_sb,e_pb,e_bb,e_hartree_check,e_external_check,norm_wp,norm_total
0,0,-217.076138318,0.143753069913,-12.3099138816,431.830598261,12.3099140712,-214.717785708,-229.24229913,444.140512332,1,101
1,0.04,-217.076138133,0.143741084444,-12.2381071005,431.830598079,12.2381046365,-214.717785708,-229.170504149,444.068702715,0.999999789349,100.999999787
2,0.08,-217.076138147,0.143705278872,-12.166304731,431.830598097,12.1662952641,-214.717785708,-229.098737599,443.996893361,0.999999581718,100.999999576
3,0.12,-217.076138362,0.143645695708,-12.0945067678,431.830598318,12.0944859338,-214.717785708,-229.026999434,443.925084252,0.999999375959,100.999999368
4,0.16,-217.07613878,0.143562405723,-12.0227132137,431.830598747,12.0226766314,-214.717785708,-228.955289588,443.853275379,0.999999171352,100.999999161
5,0.2,-217.076139404,0.143455507657,-11.950924077,431.83059939,11.9508673473,-214.717785708,-228.883607974,443.781466737,0.999998967448,100.999998954
6,0.24,-217.076140237,0.143325127815,-11.87913937,431.830600252,11.879058074,-214.717785708,-228.811954479,443.709658326,0.999998763969,100.999998748
7,0.28,-217.076141282,0.143171419561,-11.8073591084,431.830601341,11.8072488054,-214.717785708,-228.740328971,443.637850146,0.999998560746,100.999998543
8,0.32,-217.076142543,0.142994562712,-11.7355833106,431.830602666,11.7354395361,-214.717785708,-228.66873129,443.566042202,0.999998357675,100.999998337
9,0.36,-217.076144023,0.142794762836,-11.6638119976,431.830604237,11.6636302607,-214.717785708,-228.597161258,443.494234498,0.999998154694,100.999998132
10,0.4,-217.076145727,0.142572250462,-11.592045193,431.830606065,11.5918209739,-214.717785708,-228.52561867,443.422427039,0.999997951766,100.999997927
11,0.44,-217.076147662,0.14232728021,-11.5202829233,431.830608164,11.5200116699,-214.717785708,-228.454103305,443.350619834,0.999997748867,100.999997722
12,0.48,-217.076149831,0.14206012985,-11.4485252179,431.830610546,11.4482023425,-214.717785708,-228.382614919,443.278812889,0.999997545984,100.999997517
13,0.52,-217.076152243,0.141771099292,-11.3767721095,431.830613229,11.3763929847,-214.717785708,-228.311153253,443.207006214,0.99999734311,100.999997312
14,0.56,-217.076154904,0.141460509518,-11.3050236345,431.830616229,11.304583589,-214.717785708,-228.239718029,443.135199818,0.99999714024,100.999997107
15,0.6,-217.076157823,0.141128701473,-11.2332798336,431.830619565,11.2327741467,-214.717785708,-228.168308955,443.063393711,0.999996937371,100.999996903
16,0.64,-217.076161009,0.140776034904,-11.1615407521,431.830623257,11.1609646483,-214.717785708,-228.096925726,442.991587906,0.999996734502,100.999996698
17,0.68,-217.076164472,0.140402887177,-11.0898064407,431.830627329,11.0891550832,-214.717785708,-228.025568025,442.919782413,0.999996531632,100.999996493
18,0.72,-217.076168224,0.140009652062,-11.0180769561,431.830631805,11.0173454395,-214.717785708,-227.954235528,442.847977245,0.99999632876,100.999996289
19,0.76,-217.076172278,0.139596738507,-10.946352362,431.830636712,10.9455357038,-214.717785708,-227.882927902,442.776172416,0.999996125887,100.999996084
20,0.8,-217.076176649,0.139164569393,-10.8746327298,431.830642079,10.8737258613,-214.717785708,-227.811644809,442.70436794,0.999995923012,100.99999588
21,0.84,-217.076181352,0.138713580296,-10.8029181397,431.830647937,10.8019158954,-214.717785708,-227.740385912,442.632563833,0.999995720136,100.999995675
22,0.88,-217.076186407,0.138244218244,-10.731208682,431.830654321,10.7301057877,-214.717785708,-227.66915087,442.560760109,0.999995517258,100.999995471
23,0.92,-217.076191832,0.137756940483,-10.6595044584,431.830661268,10.6582955176,-214.717785708,-227.59793935,442.488956786,0.999995314379,100.999995266
24,0.96,-217.076197652,0.137252213261,-10.5878055834,431.830668818,10.5864850622,-214.717785708,-227.526751022,442.41715388,0.999995111499,100.999995062
25,1,-217.07620389,0.136730510628,-10.5161121863,431.830677014,10.5146743959,-214.717785708,-227.455585566,442.34535141,0.999994908618,100.999994857
26,1.04,-217.076210575,0.136192313255,-10.4444244131,431.830685904,10.4428634905,-214.717785708,-227.384442675,442.273549394,0.999994705737,100.999994653
27,1.08,-217.076217739,0.135638107285,-10.3727424285,431.830695538,10.3710523146,-214.717785708,-227.31332206,442.201747853,0.999994502856,100.999994449
28,1.12,-217.076225415,0.135068383209,-10.3010664187,431.830705973,10.2992408335,-214.717785708,-227.242223451,442.129946806,0.999994299974,100.999994244
29,1.16,-217.076233643,0.134483634778,-10.2293965944,431.830717267,10.2274290087,-214.717785708,-227.171146602,442.058146276,0.999994097093,100.99999404
