# wp_state_index=73  write_every=1
step,time_au,px_mean,py_mean,pz_mean,px2_mean,py2_mean,pz2_mean,sigma_px2,sigma_py2,sigma_pz2,e_kin_ha,norm_check
0,0,-5.36401965284e-13,4.84905692409e-14,3,0.0555555555557,0.055555555556,9.05555555555,0.0555555555557,0.055555555556,0.055555555578,4.58333333333,29398320.8643
1,0.04,-1.80007770623e-09,-1.3170772792e-08,3.00000400347,0.0555557955825,0.0555557955866,9.05558481,0.0555557955825,0.0555557955866,0.0555607891406,4.58334820059,29398105.8293
2,0.08,-3.74617198881e-09,-2.68162655345e-08,3.00000837178,0.0555565160669,0.0555565160826,9.05561600999,0.0555565160669,0.0555565160826,0.0555657792545,4.58336452107,29397933.1678
3,0.12,-5.84511140054e-09,-4.09516130935e-08,3.0000131264,0.0555577172037,0.0555577172394,9.05564941427,0.0555577172037,0.0555577172394,0.055570655703,4.58338242436,29397794.9742
4,0.16,-8.10338966512e-09,-5.55924340245e-08,3.00001829305,0.0555593990743,0.055559399139,9.05568528992,0.0555593990743,0.055559399139,0.0555755313036,4.58340204407,29397684.7203
5,0.2,-1.05277070898e-08,-7.07547886944e-08,3.00002390148,0.0555615616528,0.055561561756,9.05572391358,0.0555615616528,0.055561561756,0.0555805041279,4.5834235185,29397597.0339
6,0.24,-1.31249718563e-08,-8.64551850816e-08,3.0000299854,0.0555642048127,0.0555642049644,9.05576557268,0.0555642048127,0.0555642049644,0.0555856594005,4.58344699123,29397527.5103
7,0.28,-1.59022983052e-08,-1.02710584608e-07,3.00003658238,0.0555673283332,0.0555673285442,9.05581056679,0.0555673283332,0.0555673285442,0.0555910711507,4.58347261183,29397472.5512
8,0.32,-1.88670039564e-08,-1.19538408846e-07,3.00004373391,0.0555709319077,0.0555709321894,9.05585920908,0.0555709319077,0.0555709321894,0.0555968037169,4.58350053659,29397429.2282
9,0.36,-2.20266084681e-08,-1.36956546667e-07,3.00005148536,0.0555750151511,0.0555750155155,9.05591182793,0.0555750151511,0.0555750155154,0.0556029131479,4.5835309293,29397395.167
10,0.4,-2.53888366323e-08,-1.54983362021e-07,3.00005988611,0.0555795776088,0.0555795780686,9.05596876874,0.0555795776088,0.0555795780685,0.0556094484889,4.58356396221,29397368.4503
11,0.44,-2.89616250902e-08,-1.73637701601e-07,3.00006898968,0.0555846187659,0.0555846193347,9.05603039578,0.0555846187659,0.0555846193347,0.0556164529199,4.58359981694,29397347.5355
12,0.48,-3.27531318244e-08,-1.92938901726e-07,3.00007885388,0.055590138058,0.05559013875,9.05609709422,0.055590138058,0.05559013875,0.0556239647442,4.58363868551,29397331.1867
13,0.52,-3.67717449689e-08,-2.12906794474e-07,3.00008954098,0.055596134881,0.0555961357116,9.05616927217,0.055596134881,0.0555961357115,0.0556320182589,4.58368077138,29397318.4178
14,0.56,-4.10260889539e-08,-2.33561713491e-07,3.00010111802,0.0556026086041,0.0556026095891,9.0562473629,0.0556026086041,0.055602609589,0.0556406445438,4.58372629055,29397308.4446
15,0.6,-4.55250273298e-08,-2.54924499381e-07,3.000113657,0.0556095585815,0.0556095597377,9.0563318271,0.0556095585815,0.0556095597377,0.0556498721866,4.58377547271,29397300.6466
16,0.64,-5.02776630869e-08,-2.77016504985e-07,3.00012723519,0.0556169841663,0.0556169855117,9.05642315527,0.0556169841663,0.0556169855117,0.0556597279405,4.58382856247,29397294.5344
17,0.68,-5.52933383602e-08,-2.99859600602e-07,3.00014193547,0.0556248847253,0.0556248862787,9.05652187024,0.0556248847253,0.0556248862786,0.0556702373049,4.58388582062,29397289.7237
18,0.72,-6.05816360302e-08,-3.23476178785e-07,3.00015784663,0.0556332596538,0.0556332614351,9.05662852971,0.0556332596538,0.055633261435,0.0556814250351,4.5839475254,29397285.9141
19,0.76,-6.61523834914e-08,-3.47889158487e-07,3.00017506377,0.0556421083931,0.0556421104232,9.05674372885,0.0556421083931,0.055642110423,0.0556933155964,4.58401397384,29397282.8715
20,0.8,-7.20156580103e-08,-3.73121989278e-07,3.00019368866,0.0556514304471,0.0556514327482,9.05686810308,0.0556514304471,0.055651432748,0.0557059335785,4.58408548314,29397280.4143
21,0.84,-7.81817912296e-08,-3.99198655083e-07,3.00021383017,0.055661225402,0.0556612279973,9.0570023308,0.055661225402,0.0556612279971,0.0557193040769,4.5841623921,29397278.4021
22,0.88,-8.46613708319e-08,-4.26143678552e-07,3.00023560463,0.0556714929455,0.0556714958596,9.05714713631,0.0556714929455,0.0556714958594,0.0557334530394,4.58424506256,29397276.7272
23,0.92,-9.14652382056e-08,-4.5398212619e-07,3.00025913633,0.0556822328884,0.0556822361471,9.05730329269,0.0556822328884,0.0556822361469,0.0557484075796,4.58433388086,29397275.3066
24,0.96,-9.86044815427e-08,-4.82739613609e-07,3.00028455793,0.0556934451864,0.0556934488169,9.05747162482,0.0556934451864,0.0556934488166,0.0557641962597,4.58442925941,29397274.0773
25,1,-1.06090426885e-07,-5.12442310931e-07,3.00031201094,0.0557051299638,0.0557051339947,9.05765301237,0.0557051299638,0.0557051339945,0.0557808493511,4.58453163816,29397272.9911
